config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,1,2025-09-22 09:51:46.045007,2025-09-22 10:21:39.475091,33631,29.89,41587,75217,LONG,0,1,100.0,94.0,25.0,-10.5,4.6,47.87878787878788,11.5,21.0,1.0,4.25,SUCCESS,50.0,,1,9,,SESSION_START,170.36,False,98.0
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,2,2025-09-22 10:21:39.475091,2025-09-22 12:09:56.249135,88184,108.28,75217,163400,SHORT,0,1,-200.0,-204.0,7.5,-50.0,3.75,1.6666666666666665,9.625,20.500000000000004,1.0,3.625,FAILURE,15.0,,2,10,,SUCCESS,194.45,False,
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,3,2025-09-22 12:09:56.249135,2025-09-22 12:16:28.085000,10220,6.53,163400,173619,LONG,0,1,100.0,96.0,25.0,-5.5,3.925,54.1,10.0,15.925000000000002,1.0,3.5,SUCCESS,50.0,,3,12,,FAILURE,48.16,False,100.0
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,4,2025-09-22 12:16:28.085000,2025-09-22 14:32:19.518063,93664,135.86,173619,267282,SHORT,0,1,-200.0,-204.0,15.25,-50.0,4.45,88.7,9.375,17.650000000000002,1.0,4.0,FAILURE,30.5,,4,12,,SUCCESS,198.11,False,
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,6,2025-09-23 09:41:26.848004,2025-09-23 12:08:57.905002,152538,147.52,374885,527422,SHORT,0,1,100.0,94.0,25.0,-24.25,4.1375,76.0,11.625,19.250000000000004,1.0,3.75,SUCCESS,50.0,,1,9,,SESSION_START,802.0,False,98.0
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,7,2025-09-23 12:08:57.905002,2025-09-23 12:21:19.977001,12252,12.37,527422,539673,LONG,0,1,100.0,96.0,25.0,-11.0,3.85,16.6,11.5,28.650000000000002,1.0,3.5,SUCCESS,50.0,,2,12,,SUCCESS,50.3,False,100.0
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,8,2025-09-23 12:21:19.977001,2025-09-23 12:35:02.659248,9285,13.71,539673,548957,SHORT,0,1,100.0,96.0,25.0,-3.5,3.3375,1.6,10.5,28.650000000000002,1.0,3.0,SUCCESS,50.0,,3,12,,SUCCESS,40.24,False,100.0
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,9,2025-09-23 12:35:02.659248,2025-09-23 12:50:11.085000,13446,15.14,548957,562402,LONG,0,1,100.0,96.0,25.0,-9.0,4.7875,88.9,10.75,28.650000000000002,1.0,4.875,SUCCESS,50.0,,4,12,,SUCCESS,74.38,False,100.0
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,10,2025-09-23 12:50:11.085000,2025-09-23 12:55:31.102002,3718,5.33,562402,566119,SHORT,0,1,100.0,96.0,25.0,-1.0,4.0625,40.800000000000004,10.875,20.65000000000001,1.0,3.75,SUCCESS,50.0,,5,12,,SUCCESS,17.2,False,100.0
FA_SD50_MA0_RT50,50.0,20.0,0,0.5,11,2025-09-23 12:55:31.102002,2025-09-23 13:27:24.400009,32113,31.89,566119,598231,LONG,0,1,-200.0,-204.0,11.25,-50.0,4.0,40.1,10.875,20.65000000000001,1.0,3.625,FAILURE,22.5,,6,12,,SUCCESS,73.09,False,
