config_id,cycle_id,start_time,end_time,side,position_size,add_count,avg_entry,last_price,unrealized_pnl_ticks,exit_type,progress_hwm,cycle_day_seq
FA_SD30_MA0_RT60,9,2025-09-22 16:00:33.708012,2025-09-22 16:14:59.801000,LONG,1,0,24989.5,24986.75,-11.0,SESSION_END,31.67,9
FA_SD30_MA0_RT60,34,2025-09-23 15:43:02.753052,2025-09-23 16:14:58.531002,SHORT,1,0,24827.0,24836.0,-36.0,SESSION_END,35.83,25
FA_SD30_MA0_RT60,66,2025-09-24 15:55:00.767000,2025-09-24 16:14:59.916000,LONG,1,0,24741.25,24751.0,39.0,SESSION_END,44.17,32
FA_SD30_MA0_RT60,144,2025-09-25 16:08:40.535021,2025-09-25 16:14:59.975000,LONG,1,0,24624.5,24624.75,1.0,SESSION_END,8.33,78
FA_SD30_MA0_RT60,201,2025-09-26 15:54:29.653015,2025-09-26 16:14:59.400000,SHORT,1,0,24720.5,24744.5,-96.0,SESSION_END,25.0,57
FA_SD30_MA0_RT60,232,2025-09-29 15:46:31.926005,2025-09-29 16:14:59.958001,LONG,1,0,24832.5,24829.5,-12.0,SESSION_END,52.5,31
FA_SD30_MA0_RT60,282,2025-09-30 16:08:21.555000,2025-09-30 16:14:59.908000,LONG,1,0,24868.0,24858.25,-39.0,SESSION_END,10.0,50
FA_SD30_MA0_RT60,314,2025-10-01 16:00:32.047000,2025-10-01 16:14:56.360000,SHORT,1,0,25002.5,24995.25,29.0,SESSION_END,32.5,32
FA_SD30_MA0_RT60,346,2025-10-02 14:57:21.268043,2025-10-02 16:14:59.739000,LONG,1,0,25117.0,25119.75,11.0,SESSION_END,31.67,32
FA_SD30_MA0_RT60,392,2025-10-03 15:57:17.629000,2025-10-03 16:14:58.258001,SHORT,1,0,24989.0,24982.25,27.0,SESSION_END,50.83,46
FA_SD30_MA0_RT60,419,2025-10-06 15:59:45.152000,2025-10-06 16:14:59.227000,SHORT,1,0,25184.0,25177.0,28.0,SESSION_END,30.0,27
FA_SD30_MA0_RT60,468,2025-10-07 16:01:06.388000,2025-10-07 16:14:59.067000,SHORT,1,0,25063.0,25058.75,17.0,SESSION_END,40.0,49
FA_SD30_MA0_RT60,486,2025-10-08 15:51:19.844000,2025-10-08 16:14:59.148000,SHORT,1,0,25319.75,25332.75,-52.0,SESSION_END,7.5,18
FA_SD30_MA0_RT60,515,2025-10-09 16:00:14.087008,2025-10-09 16:14:57.965000,SHORT,1,0,25299.0,25285.0,56.0,SESSION_END,52.5,29
FA_SD30_MA0_RT60,776,2025-10-10 16:03:03.211003,2025-10-10 16:14:59.357000,LONG,1,0,24435.0,24442.0,28.0,SESSION_END,43.33,261
FA_SD30_MA0_RT60,840,2025-10-13 15:59:31.346132,2025-10-13 16:14:56.794002,LONG,1,0,24921.25,24915.5,-23.0,SESSION_END,20.0,64
FA_SD30_MA0_RT60,951,2025-10-14 16:08:50.379000,2025-10-14 16:14:58.161001,SHORT,1,0,24706.25,24730.25,-96.0,SESSION_END,17.5,111
FA_SD30_MA0_RT60,1045,2025-10-15 16:01:17.705033,2025-10-15 16:14:59.909001,LONG,1,0,24955.0,24942.25,-51.0,SESSION_END,30.83,94
FA_SD30_MA0_RT60,1237,2025-10-16 16:13:55.748000,2025-10-16 16:14:59.911000,SHORT,1,0,24755.75,24754.25,6.0,SESSION_END,12.5,192
FA_SD30_MA0_RT60,1412,2025-10-17 16:05:02.382006,2025-10-17 16:14:59.062001,LONG,1,0,25008.25,25010.75,10.0,SESSION_END,25.83,175
FA_SD30_MA0_RT60,1434,2025-10-20 16:11:00.463000,2025-10-20 16:14:57.096000,SHORT,1,0,25310.75,25316.5,-23.0,SESSION_END,0.83,22
FA_SD30_MA0_RT60,1476,2025-10-21 16:02:26.596004,2025-10-21 16:14:58.569002,LONG,1,0,25252.75,25244.75,-32.0,SESSION_END,10.0,42
FA_SD30_MA0_RT60,1626,2025-10-22 16:08:48.631002,2025-10-22 16:14:59.827000,LONG,1,0,25073.0,25054.5,-74.0,SESSION_END,11.67,150
