config_id,cycle_id,start_time,end_time,side,position_size,add_count,avg_entry,last_price,unrealized_pnl_ticks,exit_type,progress_hwm,cycle_day_seq
FA_SD40_MA0_RT80,7,2025-09-22 13:48:45.998003,2025-09-22 16:14:59.801000,LONG,1,0,24999.5,24986.75,-51.0,SESSION_END,69.38,7
FA_SD40_MA0_RT80,16,2025-09-23 15:17:25.009001,2025-09-23 16:14:58.531002,SHORT,1,0,24817.0,24836.0,-76.0,SESSION_END,58.75,9
FA_SD40_MA0_RT80,30,2025-09-24 15:58:38.122001,2025-09-24 16:14:59.916000,LONG,1,0,24742.0,24751.0,36.0,SESSION_END,31.25,14
FA_SD40_MA0_RT80,59,2025-09-25 14:40:07.960000,2025-09-25 16:14:59.975000,SHORT,1,0,24608.5,24624.75,-65.0,SESSION_END,41.25,29
FA_SD40_MA0_RT80,79,2025-09-26 14:25:52.699003,2025-09-26 16:14:59.400000,LONG,1,0,24727.0,24744.5,70.0,SESSION_END,45.62,20
FA_SD40_MA0_RT80,90,2025-09-29 15:07:02.369000,2025-09-29 16:14:59.958001,LONG,1,0,24818.75,24829.5,43.0,SESSION_END,73.75,11
FA_SD40_MA0_RT80,110,2025-09-30 15:51:22.789001,2025-09-30 16:14:59.908000,LONG,1,0,24892.5,24858.25,-137.0,SESSION_END,53.12,20
FA_SD40_MA0_RT80,125,2025-10-01 14:16:25.067000,2025-10-01 16:14:56.360000,LONG,1,0,25019.0,24995.25,-95.0,SESSION_END,44.38,15
FA_SD40_MA0_RT80,140,2025-10-02 16:06:38.000000,2025-10-02 16:14:59.739000,SHORT,1,0,25125.25,25119.75,22.0,SESSION_END,18.75,15
FA_SD40_MA0_RT80,158,2025-10-03 15:56:53.124000,2025-10-03 16:14:58.258001,LONG,1,0,24989.5,24982.25,-29.0,SESSION_END,42.5,18
FA_SD40_MA0_RT80,170,2025-10-06 15:42:10.880003,2025-10-06 16:14:59.227000,LONG,1,0,25214.25,25177.0,-149.0,SESSION_END,13.75,12
FA_SD40_MA0_RT80,189,2025-10-07 14:59:57.062000,2025-10-07 16:14:59.067000,SHORT,1,0,25053.0,25058.75,-23.0,SESSION_END,65.0,19
FA_SD40_MA0_RT80,202,2025-10-08 15:56:41.704000,2025-10-08 16:14:59.148000,LONG,1,0,25335.75,25332.75,-12.0,SESSION_END,21.25,13
FA_SD40_MA0_RT80,221,2025-10-09 15:50:00.077065,2025-10-09 16:14:57.965000,SHORT,1,0,25289.0,25285.0,16.0,SESSION_END,45.62,19
FA_SD40_MA0_RT80,338,2025-10-10 15:55:00.518000,2025-10-10 16:14:59.357000,LONG,1,0,24416.75,24442.0,101.0,SESSION_END,78.12,117
FA_SD40_MA0_RT80,365,2025-10-13 15:19:04.572000,2025-10-13 16:14:56.794002,SHORT,1,0,24929.0,24915.5,54.0,SESSION_END,75.0,27
FA_SD40_MA0_RT80,421,2025-10-14 16:08:28.804000,2025-10-14 16:14:58.161001,LONG,1,0,24710.5,24730.25,79.0,SESSION_END,57.5,56
