config_id,cycle_id,start_time,end_time,side,position_size,add_count,avg_entry,last_price,unrealized_pnl_ticks,exit_type,progress_hwm,cycle_day_seq
FA_SD25_MA0_RT60,21,2025-09-22 15:52:16.053001,2025-09-22 16:14:59.801000,LONG,1,0,25000.5,24986.75,-55.0,SESSION_END,58.0,21
FA_SD25_MA0_RT60,65,2025-09-23 16:08:18.468014,2025-09-23 16:14:58.531002,LONG,1,0,24841.0,24836.0,-20.0,SESSION_END,10.0,44
FA_SD25_MA0_RT60,110,2025-09-24 15:58:12.122013,2025-09-24 16:14:59.916000,SHORT,1,0,24740.25,24751.0,-43.0,SESSION_END,20.0,45
FA_SD25_MA0_RT60,211,2025-09-25 15:58:05.195000,2025-09-25 16:14:59.975000,SHORT,1,0,24631.75,24624.75,28.0,SESSION_END,49.0,101
FA_SD25_MA0_RT60,303,2025-09-26 15:59:07.025005,2025-09-26 16:14:59.400000,LONG,1,0,24733.5,24744.5,44.0,SESSION_END,47.0,92
FA_SD25_MA0_RT60,344,2025-09-29 15:47:52.083000,2025-09-29 16:14:59.958001,LONG,1,0,24836.0,24829.5,-26.0,SESSION_END,49.0,41
FA_SD25_MA0_RT60,408,2025-09-30 16:13:01.675000,2025-09-30 16:14:59.908000,LONG,1,0,24860.5,24858.25,-9.0,SESSION_END,4.0,64
FA_SD25_MA0_RT60,446,2025-10-01 16:00:22.714000,2025-10-01 16:14:56.360000,SHORT,1,0,25003.0,24995.25,31.0,SESSION_END,41.0,38
FA_SD25_MA0_RT60,493,2025-10-02 15:50:09.177000,2025-10-02 16:14:59.739000,SHORT,1,0,25101.0,25119.75,-75.0,SESSION_END,40.0,47
FA_SD25_MA0_RT60,565,2025-10-03 16:06:04.591000,2025-10-03 16:14:58.258001,SHORT,1,0,24974.25,24982.25,-32.0,SESSION_END,2.0,72
FA_SD25_MA0_RT60,598,2025-10-06 15:47:51.804000,2025-10-06 16:14:59.227000,SHORT,1,0,25189.5,25177.0,50.0,SESSION_END,58.0,33
FA_SD25_MA0_RT60,653,2025-10-07 16:01:05.505000,2025-10-07 16:14:59.067000,LONG,1,0,25061.5,25058.75,-11.0,SESSION_END,30.0,55
FA_SD25_MA0_RT60,681,2025-10-08 15:51:19.844000,2025-10-08 16:14:59.148000,SHORT,1,0,25319.75,25332.75,-52.0,SESSION_END,9.0,28
FA_SD25_MA0_RT60,735,2025-10-09 15:50:00.077065,2025-10-09 16:14:57.965000,LONG,1,0,25289.0,25285.0,-16.0,SESSION_END,43.0,54
FA_SD25_MA0_RT60,1153,2025-10-10 16:10:10.341000,2025-10-10 16:14:59.357000,SHORT,1,0,24427.5,24442.0,-58.0,SESSION_END,14.0,418
FA_SD25_MA0_RT60,1254,2025-10-13 16:09:49.178010,2025-10-13 16:14:56.794002,SHORT,1,0,24918.5,24915.5,12.0,SESSION_END,19.0,101
FA_SD25_MA0_RT60,1419,2025-10-14 16:13:10.884002,2025-10-14 16:14:58.161001,SHORT,1,0,24733.5,24730.25,13.0,SESSION_END,57.0,165
FA_SD25_MA0_RT60,1558,2025-10-15 16:05:20.222000,2025-10-15 16:14:59.909001,SHORT,1,0,24937.0,24942.25,-21.0,SESSION_END,16.0,139
FA_SD25_MA0_RT60,1834,2025-10-16 16:13:07.158000,2025-10-16 16:14:59.911000,SHORT,1,0,24763.75,24754.25,38.0,SESSION_END,47.0,276
FA_SD25_MA0_RT60,2052,2025-10-17 16:05:34.215001,2025-10-17 16:14:59.062001,SHORT,1,0,25014.25,25010.75,14.0,SESSION_END,34.0,218
FA_SD25_MA0_RT60,2094,2025-10-20 16:11:37.525022,2025-10-20 16:14:57.096000,SHORT,1,0,25318.75,25316.5,9.0,SESSION_END,28.0,42
FA_SD25_MA0_RT60,2163,2025-10-21 16:02:34.891036,2025-10-21 16:14:58.569002,SHORT,1,0,25234.25,25244.75,-42.0,SESSION_END,22.0,69
FA_SD25_MA0_RT60,2357,2025-10-22 16:02:38.551038,2025-10-22 16:14:59.827000,LONG,1,0,25065.0,25054.5,-42.0,SESSION_END,46.0,194
FA_SD25_MA0_RT60,2425,2025-10-23 16:07:43.689029,2025-10-23 16:14:59.977000,SHORT,1,0,25255.5,25268.0,-50.0,SESSION_END,10.0,68
FA_SD25_MA0_RT60,2489,2025-10-24 16:13:02.465031,2025-10-24 16:14:59.420000,LONG,1,0,25506.5,25506.5,0.0,SESSION_END,16.0,64
FA_SD25_MA0_RT60,2517,2025-10-27 16:14:55.055005,2025-10-27 16:14:59.986004,SHORT,1,0,25975.25,25973.75,6.0,SESSION_END,6.0,28
FA_SD25_MA0_RT60,2570,2025-10-28 16:05:51.889000,2025-10-28 16:14:59.466000,LONG,1,0,26157.25,26157.0,-1.0,SESSION_END,25.0,53
FA_SD25_MA0_RT60,2816,2025-10-29 16:14:41.022000,2025-10-29 16:14:59.593001,SHORT,1,0,26222.5,26230.25,-31.0,SESSION_END,7.0,246
FA_SD25_MA0_RT60,2970,2025-10-30 16:12:30.595000,2025-10-30 16:14:59.886000,LONG,1,0,26004.25,25996.75,-30.0,SESSION_END,7.0,154
FA_SD25_MA0_RT60,3071,2025-10-31 16:03:29.062000,2025-10-31 16:14:59.777001,SHORT,1,0,25973.75,25984.25,-42.0,SESSION_END,27.0,101
FA_SD25_MA0_RT60,3151,2025-11-03 16:13:08.699000,2025-11-03 16:14:59.981000,SHORT,1,0,26115.75,26125.25,-38.0,SESSION_END,1.0,80
FA_SD25_MA0_RT60,3268,2025-11-04 16:09:10.425000,2025-11-04 16:14:59.568001,SHORT,1,0,25555.75,25567.25,-46.0,SESSION_END,4.0,117
FA_SD25_MA0_RT60,3376,2025-11-05 16:11:08.942011,2025-11-05 16:14:59.952001,SHORT,1,0,25705.0,25704.75,1.0,SESSION_END,29.0,108
FA_SD25_MA0_RT60,3591,2025-11-06 16:14:01.441001,2025-11-06 16:14:59.987000,SHORT,1,0,25288.0,25290.25,-9.0,SESSION_END,4.0,215
FA_SD25_MA0_RT60,3825,2025-11-07 16:07:14.920000,2025-11-07 16:14:59.188000,LONG,1,0,25190.0,25198.5,34.0,SESSION_END,46.0,234
FA_SD25_MA0_RT60,3899,2025-11-10 16:06:18.818015,2025-11-10 16:14:59.165004,SHORT,1,0,25738.75,25734.75,16.0,SESSION_END,46.0,74
FA_SD25_MA0_RT60,3994,2025-11-11 16:10:23.170003,2025-11-11 16:14:59.117001,LONG,1,0,25669.25,25676.0,27.0,SESSION_END,33.0,95
FA_SD25_MA0_RT60,4101,2025-11-12 16:00:00.535000,2025-11-12 16:14:59.517000,SHORT,1,0,25632.75,25647.5,-59.0,SESSION_END,53.0,107
FA_SD25_MA0_RT60,4322,2025-11-13 16:01:00.416077,2025-11-13 16:14:59.997000,SHORT,1,0,25133.0,25156.25,-93.0,SESSION_END,43.0,221
FA_SD25_MA0_RT60,4566,2025-11-14 16:10:51.825003,2025-11-14 16:14:59.937000,SHORT,1,0,25123.5,25132.25,-35.0,SESSION_END,10.0,244
FA_SD25_MA0_RT60,4774,2025-11-17 16:10:23.352000,2025-11-17 16:14:59.620002,LONG,1,0,24916.0,24920.75,19.0,SESSION_END,41.0,208
FA_SD25_MA0_RT60,5209,2025-11-18 16:10:07.123000,2025-11-18 16:14:59.019000,LONG,1,0,24572.75,24561.75,-44.0,SESSION_END,12.0,435
FA_SD25_MA0_RT60,5478,2025-11-19 16:11:36.038000,2025-11-19 16:14:59.811000,SHORT,1,0,24711.0,24723.75,-51.0,SESSION_END,15.0,269
FA_SD25_MA0_RT60,6113,2025-11-20 16:09:24.385057,2025-11-20 16:14:59.721000,LONG,1,0,24119.0,24114.25,-19.0,SESSION_END,40.0,635
FA_SD25_MA0_RT60,6627,2025-11-21 16:14:03.693004,2025-11-21 16:14:59.956000,LONG,1,0,24330.0,24324.0,-24.0,SESSION_END,7.0,514
FA_SD25_MA0_RT60,6779,2025-11-24 16:08:23.351009,2025-11-24 16:14:59.899000,SHORT,1,0,24967.0,24960.0,28.0,SESSION_END,50.0,152
FA_SD25_MA0_RT60,6952,2025-11-25 16:08:02.223001,2025-11-25 16:14:59.566001,SHORT,1,0,25071.75,25077.25,-22.0,SESSION_END,5.0,173
FA_SD25_MA0_RT60,7041,2025-11-26 16:08:52.949000,2025-11-26 16:14:58.730000,LONG,1,0,25326.0,25313.25,-51.0,SESSION_END,22.0,89
FA_SD25_MA0_RT60,7071,2025-11-28 12:58:36.246000,2025-11-28 13:14:59.535002,SHORT,1,0,25478.0,25484.5,-26.0,SESSION_END,43.0,30
FA_SD25_MA0_RT60,7186,2025-12-01 15:59:58.029021,2025-12-01 16:14:58.132000,LONG,1,0,25400.0,25389.5,-42.0,SESSION_END,54.0,115
FA_SD25_MA0_RT60,7283,2025-12-02 15:59:58.769000,2025-12-02 16:14:57.527000,LONG,1,0,25598.0,25595.5,-10.0,SESSION_END,36.0,97
FA_SD25_MA0_RT60,7375,2025-12-03 15:54:40.339046,2025-12-03 16:14:59.135000,LONG,1,0,25652.0,25649.0,-12.0,SESSION_END,43.0,92
FA_SD25_MA0_RT60,7471,2025-12-04 15:59:56.647002,2025-12-04 16:14:59.213002,LONG,1,0,25631.25,25632.25,4.0,SESSION_END,15.0,96
FA_SD25_MA0_RT60,7549,2025-12-05 15:55:06.249004,2025-12-05 16:14:59.842000,SHORT,1,0,25720.0,25733.5,-54.0,SESSION_END,54.0,78
FA_SD25_MA0_RT60,7625,2025-12-08 15:59:58.027000,2025-12-08 16:14:59.031000,SHORT,1,0,25671.0,25661.0,40.0,SESSION_END,59.0,76
FA_SD25_MA0_RT60,7663,2025-12-09 15:53:58.124000,2025-12-09 16:14:59.423000,LONG,1,0,25699.0,25684.5,-58.0,SESSION_END,53.0,38
FA_SD25_MA0_RT60,7810,2025-12-10 16:12:38.087000,2025-12-10 16:14:59.644000,SHORT,1,0,25785.0,25788.25,-13.0,SESSION_END,27.0,147
FA_SD25_MA0_RT60,7945,2025-12-11 16:10:14.243002,2025-12-11 16:14:59.016001,SHORT,1,0,25738.0,25744.0,-24.0,SESSION_END,3.0,135
FA_SD25_MA0_RT60,8140,2025-12-12 16:14:35.017000,2025-12-12 16:14:59.340000,SHORT,1,0,25215.75,25216.5,-3.0,SESSION_END,11.0,195
