config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,1,2025-09-22 09:51:46.045007,2025-09-22 10:29:51.505001,41956,38.09,41587,83542,LONG,0,1,160.0,154.0,40.0,-10.5,4.6,47.87878787878788,11.5,21.0,1.0,4.25,SUCCESS,80.0,,1,9,,SESSION_START,130.5875,False,98.0
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,2,2025-09-22 10:29:51.505001,2025-09-22 12:14:18.327108,86594,104.45,83542,170135,SHORT,1,2,-300.0,-308.0,20.75,-37.5,3.4125,0.9009009009009009,9.625,21.400000000000002,1.0,3.25,FAILURE,31.0,,2,10,-50.0,SUCCESS,191.16,False,
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,3,2025-09-22 12:14:18.327108,2025-09-22 13:32:54.298067,61362,78.6,170135,231496,LONG,0,1,160.0,156.0,40.0,-11.0,4.3375,86.5,10.0,18.375000000000014,1.0,4.0,SUCCESS,80.0,,3,12,,FAILURE,173.8625,False,100.0
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,5,2025-09-23 09:41:26.848004,2025-09-23 13:03:57.591022,199650,202.51,374885,574534,SHORT,0,1,160.0,154.0,40.0,-24.25,4.1375,76.0,11.625,19.250000000000004,1.0,3.75,SUCCESS,80.0,,1,9,,SESSION_START,640.725,False,98.0
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,6,2025-09-23 13:03:57.591022,2025-09-23 13:30:16.374007,29489,26.31,574534,604022,LONG,1,2,-300.0,-308.0,15.75,-37.5,4.475,80.10000000000001,12.375,20.65000000000001,1.0,4.0,FAILURE,31.5,,2,13,-50.0,SUCCESS,66.42,False,
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,7,2025-09-23 13:30:16.374007,2025-09-23 13:39:44.029001,18880,9.46,604022,622901,SHORT,0,1,160.0,156.0,40.0,-19.0,4.625,86.80000000000001,10.625,22.750000000000007,1.0,4.625,SUCCESS,80.0,,3,13,,FAILURE,61.4375,False,100.0
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,9,2025-09-24 09:33:29.245000,2025-09-24 09:51:17.798000,38274,17.81,805965,844238,SHORT,0,1,160.0,154.0,40.0,-21.25,5.575,81.0,9.125,33.675000000000004,1.0,5.625,SUCCESS,80.0,,1,9,,SESSION_START,151.1875,False,98.0
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,10,2025-09-24 09:51:17.798000,2025-09-24 10:03:51.416277,19417,12.56,844238,863654,LONG,0,1,160.0,156.0,40.0,-10.75,4.525,37.9,12.625,22.20000000000001,1.0,4.25,SUCCESS,80.0,,2,9,,SUCCESS,75.2375,False,100.0
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,11,2025-09-24 10:03:51.416277,2025-09-24 10:33:25.835000,34653,29.57,863654,898306,SHORT,0,1,160.0,156.0,40.0,-5.75,6.0625,91.10000000000001,8.125,20.525000000000006,1.0,5.75,SUCCESS,80.0,,3,10,,SUCCESS,134.4375,False,100.0
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,12,2025-09-24 10:33:25.835000,2025-09-24 11:46:33.730026,68907,73.13,898306,967212,LONG,1,2,-300.0,-308.0,34.5,-37.5,4.875,23.700000000000003,11.375,18.275,1.0,4.875,FAILURE,69.0,,4,10,-50.0,SUCCESS,173.7,False,100.0
FA_SD50_R05_MA1_RT80,50.0,25.0,1,0.8,13,2025-09-24 11:46:33.730026,2025-09-24 11:56:22.764002,17466,9.82,967212,984677,SHORT,0,1,160.0,156.0,40.0,-5.75,4.1625,2.8000000000000003,10.625,19.375,1.0,3.875,SUCCESS,80.0,,5,11,,FAILURE,53.8625,False,100.0
