config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,1,2025-09-22 09:51:46.045007,2025-09-22 10:29:16.299007,41171,37.5,41587,82757,LONG,0,1,140.0,134.0,35.0,-10.5,4.6,47.87878787878788,11.5,21.0,1.0,4.25,SUCCESS,70.0,,1,9,,SESSION_START,147.2143,False,98.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,2,2025-09-22 10:29:16.299007,2025-09-22 12:11:58.414000,84521,102.7,82757,167277,SHORT,1,2,-300.0,-308.0,15.75,-37.5,3.3625,0.30303030303030304,9.625,20.500000000000004,1.0,3.25,FAILURE,21.0,,2,10,-50.0,SUCCESS,185.54,False,
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,3,2025-09-22 12:11:58.414000,2025-09-22 12:35:04.806000,26396,23.11,167277,193672,LONG,0,1,140.0,136.0,35.0,-8.75,3.5375,23.6,10.0,15.925000000000002,1.0,3.25,SUCCESS,70.0,,3,12,,FAILURE,90.1,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,5,2025-09-23 09:41:26.848004,2025-09-23 12:12:55.045000,156967,151.47,374885,531851,SHORT,0,1,140.0,134.0,35.0,-24.25,4.1375,76.0,11.625,19.250000000000004,1.0,3.75,SUCCESS,70.0,,1,9,,SESSION_START,586.0571,False,98.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,6,2025-09-23 12:12:55.045000,2025-09-23 12:21:19.977001,7823,8.42,531851,539673,LONG,0,1,140.0,136.0,35.0,-1.0,3.6625,7.7,10.75,30.175000000000004,1.0,3.5,SUCCESS,70.0,,2,12,,SUCCESS,22.7286,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,7,2025-09-23 12:21:19.977001,2025-09-23 13:02:15.080003,32982,40.92,539673,572654,SHORT,0,1,140.0,136.0,35.0,-3.5,3.3375,1.6,10.5,28.650000000000002,1.0,3.0,SUCCESS,70.0,,3,12,,SUCCESS,116.3571,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,8,2025-09-23 13:02:15.080003,2025-09-23 13:28:35.476000,28305,26.34,572654,600958,LONG,1,2,-300.0,-308.0,10.75,-37.5,4.15,51.300000000000004,14.625,20.65000000000001,1.0,4.0,FAILURE,21.5,,4,13,-50.0,SUCCESS,63.75,False,
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,9,2025-09-23 13:28:35.476000,2025-09-23 13:37:01.005000,15865,8.43,600958,616822,SHORT,0,1,140.0,136.0,35.0,-14.0,4.3875,76.4,10.625,22.750000000000007,1.0,3.875,SUCCESS,70.0,,5,13,,FAILURE,58.2,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,10,2025-09-23 13:37:01.005000,2025-09-23 13:41:55.386000,13780,4.91,616822,630601,LONG,1,2,-300.0,-308.0,10.0,-37.5,4.5125,73.2,9.625,22.750000000000007,1.0,4.25,FAILURE,20.0,,6,13,-50.0,SUCCESS,34.0,False,
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,11,2025-09-23 13:41:55.386000,2025-09-23 13:48:32.252000,18225,6.61,630601,648825,SHORT,1,2,-300.0,-308.0,2.25,-37.5,4.575,70.3,9.625,23.72500000000001,1.0,4.125,FAILURE,1.0,,7,13,-50.0,FAILURE,54.12,False,
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,13,2025-09-24 09:33:29.245000,2025-09-24 09:50:52.128000,37022,17.38,805965,842986,SHORT,0,1,140.0,134.0,35.0,-21.25,5.575,81.0,9.125,33.675000000000004,1.0,5.625,SUCCESS,70.0,,1,9,,SESSION_START,167.8143,False,98.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,14,2025-09-24 09:50:52.128000,2025-09-24 10:03:51.416277,20669,12.99,842986,863654,LONG,0,1,140.0,136.0,35.0,-15.75,4.3625,28.1,12.625,22.20000000000001,1.0,4.25,SUCCESS,70.0,,2,9,,SUCCESS,90.9571,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,15,2025-09-24 10:03:51.416277,2025-09-24 10:33:10.894019,34109,29.32,863654,897762,SHORT,0,1,140.0,136.0,35.0,-5.75,6.0625,91.10000000000001,8.125,20.525000000000006,1.0,5.75,SUCCESS,70.0,,3,10,,SUCCESS,151.3571,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,16,2025-09-24 10:33:10.894019,2025-09-24 11:46:13.498000,68381,73.04,897762,966142,LONG,1,2,-300.0,-308.0,29.5,-37.5,4.7875,20.6,11.375,18.275,1.0,4.625,FAILURE,59.0,,4,10,-50.0,SUCCESS,173.27,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,17,2025-09-24 11:46:13.498000,2025-09-24 11:52:04.072000,11121,5.84,966142,977262,SHORT,0,1,140.0,136.0,35.0,-2.0,4.2625,4.800000000000001,10.625,19.375,1.0,3.875,SUCCESS,70.0,,5,11,,FAILURE,38.2286,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,18,2025-09-24 11:52:04.072000,2025-09-24 12:05:39.529023,26512,13.59,977262,1003773,LONG,1,2,-300.0,-308.0,20.5,-37.5,4.575,32.800000000000004,8.25,19.950000000000014,1.0,4.0,FAILURE,41.0,,6,11,-50.0,SUCCESS,67.43,False,
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,19,2025-09-24 12:05:39.529023,2025-09-24 12:12:18.512009,10662,6.65,1003773,1014434,SHORT,0,1,140.0,136.0,35.0,-4.25,5.975,99.80000000000001,11.5,25.500000000000007,1.0,6.125,SUCCESS,70.0,,7,12,,FAILURE,40.8286,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,20,2025-09-24 12:12:18.512009,2025-09-24 12:20:05.368000,12922,7.78,1014434,1027355,LONG,0,1,141.0,137.0,35.25,-3.25,4.95,71.9,11.625,25.500000000000007,1.0,4.625,SUCCESS,70.5,,8,12,,SUCCESS,46.234,False,100.0
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,21,2025-09-24 12:20:05.368000,2025-09-24 13:09:44.840000,41895,49.66,1027355,1069249,SHORT,1,2,-300.0,-308.0,3.75,-37.5,4.5125,33.800000000000004,12.0,22.450000000000003,1.0,4.125,FAILURE,5.0,,9,12,-50.0,SUCCESS,110.35,False,
FA_SD50_R05_MA1_RT70,50.0,25.0,1,0.7,22,2025-09-24 13:09:44.840000,2025-09-24 13:35:02.518042,23008,25.29,1069249,1092256,LONG,0,1,140.0,136.0,35.0,-6.75,5.475,86.0,11.5,17.700000000000003,1.0,4.875,SUCCESS,70.0,,10,13,,FAILURE,77.3857,False,100.0
