config_id,cycle_id,start_time,end_time,side,position_size,add_count,avg_entry,last_price,unrealized_pnl_ticks,exit_type,progress_hwm,cycle_day_seq
FA_SD30_R03_MA2_RT80,9,2025-09-22 14:16:45.570067,2025-09-22 16:14:59.801000,LONG,3,2,24998.5,24986.75,-141.0,SESSION_END,65.83,9
FA_SD30_R03_MA2_RT80,33,2025-09-23 15:53:33.913004,2025-09-23 16:14:58.531002,LONG,3,2,24830.0,24836.0,72.0,SESSION_END,57.5,24
FA_SD30_R03_MA2_RT80,56,2025-09-24 15:59:15.846000,2025-09-24 16:14:59.916000,SHORT,1,0,24747.75,24751.0,-13.0,SESSION_END,41.67,23
FA_SD30_R03_MA2_RT80,104,2025-09-25 15:54:31.740000,2025-09-25 16:14:59.975000,LONG,2,1,24626.0,24624.75,-10.0,SESSION_END,52.5,48
FA_SD30_R03_MA2_RT80,155,2025-09-26 15:58:53.066000,2025-09-26 16:14:59.400000,SHORT,2,1,24737.0,24744.5,-60.0,SESSION_END,37.5,51
FA_SD30_R03_MA2_RT80,176,2025-09-29 15:40:45.639000,2025-09-29 16:14:59.958001,LONG,2,1,24822.5,24829.5,56.0,SESSION_END,70.83,21
FA_SD30_R03_MA2_RT80,214,2025-09-30 16:03:47.102000,2025-09-30 16:14:59.908000,LONG,3,2,24865.5,24858.25,-87.0,SESSION_END,11.67,38
FA_SD30_R03_MA2_RT80,239,2025-10-01 16:00:00.187000,2025-10-01 16:14:56.360000,LONG,2,1,25004.5,24995.25,-74.0,SESSION_END,12.5,25
FA_SD30_R03_MA2_RT80,265,2025-10-02 14:21:23.827017,2025-10-02 16:14:59.739000,LONG,3,2,25102.0,25119.75,213.0,SESSION_END,51.67,26
FA_SD30_R03_MA2_RT80,302,2025-10-03 15:50:08.492000,2025-10-03 16:14:58.258001,LONG,3,2,24992.0,24982.25,-117.0,SESSION_END,43.33,37
FA_SD30_R03_MA2_RT80,323,2025-10-06 15:59:45.021001,2025-10-06 16:14:59.227000,SHORT,1,0,25184.25,25177.0,29.0,SESSION_END,30.83,21
FA_SD30_R03_MA2_RT80,350,2025-10-07 14:13:39.149000,2025-10-07 16:14:59.067000,SHORT,3,2,25054.0,25058.75,-57.0,SESSION_END,73.33,27
FA_SD30_R03_MA2_RT80,367,2025-10-08 15:52:26.632000,2025-10-08 16:14:59.148000,LONG,1,0,25325.75,25332.75,28.0,SESSION_END,61.67,17
FA_SD30_R03_MA2_RT80,388,2025-10-09 16:00:14.087008,2025-10-09 16:14:57.965000,SHORT,1,0,25299.0,25285.0,56.0,SESSION_END,52.5,21
FA_SD30_R03_MA2_RT80,587,2025-10-10 16:02:44.866000,2025-10-10 16:14:59.357000,LONG,2,1,24424.5,24442.0,140.0,SESSION_END,63.33,199
FA_SD30_R03_MA2_RT80,638,2025-10-13 16:04:59.392000,2025-10-13 16:14:56.794002,SHORT,2,1,24907.5,24915.5,-64.0,SESSION_END,13.33,51
FA_SD30_R03_MA2_RT80,717,2025-10-14 16:08:17.884000,2025-10-14 16:14:58.161001,SHORT,2,1,24721.75,24730.25,-68.0,SESSION_END,54.17,79
FA_SD30_R03_MA2_RT80,791,2025-10-15 16:01:15.697014,2025-10-15 16:14:59.909001,LONG,2,1,24945.0,24942.25,-22.0,SESSION_END,49.17,74
FA_SD30_R03_MA2_RT80,935,2025-10-16 16:12:19.639000,2025-10-16 16:14:59.911000,SHORT,1,0,24772.25,24754.25,72.0,SESSION_END,67.5,144
FA_SD30_R03_MA2_RT80,1067,2025-10-17 16:03:47.329000,2025-10-17 16:14:59.062001,SHORT,2,1,25010.375,25010.75,-3.0,SESSION_END,15.0,132
FA_SD30_R03_MA2_RT80,1086,2025-10-20 15:58:00.209000,2025-10-20 16:14:57.096000,LONG,3,2,25301.75,25316.5,177.0,SESSION_END,45.83,19
FA_SD30_R03_MA2_RT80,1114,2025-10-21 16:02:34.303000,2025-10-21 16:14:58.569002,LONG,2,1,25241.5,25244.75,26.0,SESSION_END,32.5,28
FA_SD30_R03_MA2_RT80,1220,2025-10-22 16:13:40.091000,2025-10-22 16:14:59.827000,LONG,1,0,25050.0,25054.5,18.0,SESSION_END,26.67,106
FA_SD30_R03_MA2_RT80,1253,2025-10-23 15:59:09.167002,2025-10-23 16:14:59.977000,LONG,2,1,25258.25,25268.0,78.0,SESSION_END,60.83,33
FA_SD30_R03_MA2_RT80,1277,2025-10-24 15:55:19.242000,2025-10-24 16:14:59.420000,LONG,3,2,25512.0,25506.5,-66.0,SESSION_END,28.33,24
FA_SD30_R03_MA2_RT80,1291,2025-10-27 15:54:17.313000,2025-10-27 16:14:59.986004,SHORT,1,0,25977.5,25973.75,15.0,SESSION_END,58.33,14
