config_id,step_dist,add_dist,max_adds,reversal_target,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,exit_type,progress_hwm,time_between_adds,cycle_day_seq,cycle_start_hour,progress_at_adds,prev_cycle_exit_type,cycle_waste_pct,would_flatten_reseed,half_block_profit
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,1,2025-09-22 09:33:29.489000,2025-09-22 09:54:46.706013,33971,21.29,11378,45348,LONG,1,2,240.0,230.0,30.0,-24.0,4.6125,17.77777777777778,8.25,13.0,0.0,4.75,SUCCESS,50.0,,1,9,-50.0,SESSION_START,240.225,False,236.0
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,2,2025-09-22 09:54:46.706013,2025-09-22 10:13:13.473000,21400,18.45,45348,66747,SHORT,0,1,80.0,76.0,20.0,-12.5,4.4625,33.88888888888889,9.625,15.375000000000009,1.0,3.875,SUCCESS,50.0,,2,9,,SUCCESS,137.65,False,80.0
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,3,2025-09-22 10:13:13.473000,2025-09-22 10:17:07.521005,4055,3.9,66747,70801,LONG,0,1,80.0,76.0,20.0,-0.5,4.0125,6.7669172932330826,9.625,17.775000000000006,1.0,4.0,SUCCESS,50.0,,3,10,,SUCCESS,26.325,False,80.0
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,4,2025-09-22 10:17:07.521005,2025-09-22 10:40:45.109000,23013,23.63,70801,93813,SHORT,1,2,-240.0,-248.0,7.0,-30.0,4.125,15.780141843971633,9.5,17.775000000000006,1.0,4.125,FAILURE,17.5,,4,10,-50.0,SUCCESS,64.2125,False,
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,5,2025-09-22 10:40:45.109000,2025-09-22 11:01:10.602045,17940,20.42,93813,111752,LONG,0,1,80.0,76.0,20.0,-5.25,3.6375,7.486631016042781,9.625,21.400000000000002,1.0,3.5,SUCCESS,50.0,,5,10,,FAILURE,93.8,False,80.0
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,6,2025-09-22 11:01:10.602045,2025-09-22 11:05:27.599000,4631,4.28,111752,116382,SHORT,0,1,80.0,76.0,20.0,-2.25,3.6375,20.067264573991032,11.875,21.625,1.0,3.5,SUCCESS,50.0,,6,11,,SUCCESS,24.9,False,80.0
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,7,2025-09-22 11:05:27.599000,2025-09-22 12:09:10.453000,45927,63.71,116382,162308,LONG,0,1,80.0,76.0,20.0,-18.25,3.375,8.602150537634408,11.875,22.3,1.0,3.25,SUCCESS,50.0,,7,11,,SUCCESS,259.7,False,80.0
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,8,2025-09-22 12:09:10.453000,2025-09-22 12:30:23.931019,26951,21.22,162308,189258,SHORT,1,2,-240.0,-248.0,4.0,-30.0,4.175,74.0,10.0,15.925000000000002,1.0,4.0,FAILURE,10.0,,8,12,-50.0,SUCCESS,80.3,False,
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,9,2025-09-22 12:30:23.931019,2025-09-22 13:32:54.298067,42239,62.51,189258,231496,LONG,0,1,80.0,76.0,20.0,-4.0,3.7125,41.5,10.25,17.650000000000002,1.0,3.5,SUCCESS,50.0,,9,12,,FAILURE,232.0,False,80.0
FA_SD40_R05_MA1_RT50,40.0,20.0,1,0.5,11,2025-09-23 09:41:12.274023,2025-09-23 09:55:08.682010,23405,13.94,373915,397319,SHORT,0,1,80.0,74.0,20.0,-10.5,4.1625,76.80000000000001,11.625,19.250000000000004,1.0,3.625,SUCCESS,50.0,,1,9,,SESSION_START,193.85,False,78.0
