config_id,cycle_id,start_time,end_time,side,position_size,add_count,avg_entry,last_price,unrealized_pnl_ticks,exit_type,progress_hwm,cycle_day_seq
FA_SD40_MA0_RT100,5,2025-09-22 14:32:19.518063,2025-09-22 16:14:59.801000,LONG,1,0,25015.5,24986.75,-115.0,SESSION_END,29.38,5
FA_SD40_MA0_RT100,13,2025-09-23 15:54:10.073001,2025-09-23 16:14:58.531002,LONG,1,0,24841.0,24836.0,-20.0,SESSION_END,38.12,8
FA_SD40_MA0_RT100,23,2025-09-24 14:45:45.497011,2025-09-24 16:14:59.916000,LONG,1,0,24725.25,24751.0,103.0,SESSION_END,73.12,10
FA_SD40_MA0_RT100,46,2025-09-25 14:40:12.153000,2025-09-25 16:14:59.975000,SHORT,1,0,24616.0,24624.75,-35.0,SESSION_END,60.0,23
FA_SD40_MA0_RT100,64,2025-09-26 14:40:25.890000,2025-09-26 16:14:59.400000,LONG,1,0,24735.0,24744.5,38.0,SESSION_END,25.62,18
FA_SD40_MA0_RT100,73,2025-09-29 15:09:12.940001,2025-09-29 16:14:59.958001,LONG,1,0,24810.75,24829.5,75.0,SESSION_END,93.75,9
FA_SD40_MA0_RT100,90,2025-09-30 16:13:01.675000,2025-09-30 16:14:59.908000,SHORT,1,0,24860.5,24858.25,9.0,SESSION_END,10.0,17
FA_SD40_MA0_RT100,100,2025-10-01 14:00:28.171080,2025-10-01 16:14:56.360000,SHORT,1,0,25003.0,24995.25,31.0,SESSION_END,75.62,10
FA_SD40_MA0_RT100,111,2025-10-02 15:32:51.995000,2025-10-02 16:14:59.739000,SHORT,1,0,25125.0,25119.75,21.0,SESSION_END,85.0,11
FA_SD40_MA0_RT100,127,2025-10-03 16:06:06.422000,2025-10-03 16:14:58.258001,LONG,1,0,24974.0,24982.25,33.0,SESSION_END,28.12,16
FA_SD40_MA0_RT100,133,2025-10-06 11:57:38.878000,2025-10-06 16:14:59.227000,LONG,1,0,25214.25,25177.0,-149.0,SESSION_END,96.25,6
FA_SD40_MA0_RT100,146,2025-10-07 14:12:09.944001,2025-10-07 16:14:59.067000,SHORT,1,0,25037.0,25058.75,-87.0,SESSION_END,35.0,13
FA_SD40_MA0_RT100,152,2025-10-08 15:51:19.844000,2025-10-08 16:14:59.148000,SHORT,1,0,25319.75,25332.75,-52.0,SESSION_END,5.62,6
FA_SD40_MA0_RT100,163,2025-10-09 15:50:00.077065,2025-10-09 16:14:57.965000,SHORT,1,0,25289.0,25285.0,16.0,SESSION_END,45.62,11
FA_SD40_MA0_RT100,255,2025-10-10 16:02:47.496007,2025-10-10 16:14:59.357000,SHORT,1,0,24432.0,24442.0,-40.0,SESSION_END,50.0,92
FA_SD40_MA0_RT100,277,2025-10-13 16:04:42.427000,2025-10-13 16:14:56.794002,LONG,1,0,24905.0,24915.5,42.0,SESSION_END,38.12,22
