config_id,cycle_id,start_time,end_time,side,position_size,add_count,avg_entry,last_price,unrealized_pnl_ticks
A_SD25,11,2025-09-22 15:53:16.406000,2025-09-22 16:14:59.801000,LONG,1,0,24990.5,24986.75,-15.0
A_SD25,31,2025-09-23 16:02:44.479000,2025-09-23 16:14:58.531002,LONG,1,0,24851.0,24836.0,-60.0
A_SD25,59,2025-09-24 15:50:00.066011,2025-09-24 16:14:59.916000,LONG,1,0,24735.25,24751.0,63.0
A_SD25,109,2025-09-25 15:54:20.886000,2025-09-25 16:14:59.975000,LONG,1,0,24626.25,24624.75,-6.0
A_SD25,166,2025-09-26 15:54:44.034005,2025-09-26 16:14:59.400000,SHORT,1,0,24729.75,24744.5,-59.0
A_SD25,191,2025-09-29 15:40:45.246010,2025-09-29 16:14:59.958001,LONG,1,0,24825.75,24829.5,15.0
A_SD25,235,2025-09-30 16:05:01.204010,2025-09-30 16:14:59.908000,LONG,1,0,24870.5,24858.25,-49.0
A_SD25,259,2025-10-01 14:09:37.902084,2025-10-01 16:14:56.360000,SHORT,1,0,25013.0,24995.25,71.0
A_SD25,281,2025-10-02 14:26:45.109000,2025-10-02 16:14:59.739000,LONG,1,0,25115.25,25119.75,18.0
A_SD25,321,2025-10-03 15:57:26.218000,2025-10-03 16:14:58.258001,SHORT,1,0,24984.25,24982.25,8.0
A_SD25,342,2025-10-06 15:47:51.804000,2025-10-06 16:14:59.227000,SHORT,1,0,25189.5,25177.0,50.0
A_SD25,383,2025-10-07 16:01:06.018000,2025-10-07 16:14:59.067000,LONG,1,0,25062.0,25058.75,-13.0
A_SD25,397,2025-10-08 15:54:40.019006,2025-10-08 16:14:59.148000,SHORT,1,0,25329.75,25332.75,-12.0
A_SD25,427,2025-10-09 15:38:49.447000,2025-10-09 16:14:57.965000,LONG,1,0,25279.0,25285.0,24.0
A_SD25,680,2025-10-10 16:12:46.545000,2025-10-10 16:14:59.357000,LONG,1,0,24440.0,24442.0,8.0
A_SD25,741,2025-10-13 16:05:27.744000,2025-10-13 16:14:56.794002,SHORT,1,0,24899.75,24915.5,-63.0
A_SD25,846,2025-10-14 16:08:19.578000,2025-10-14 16:14:58.161001,SHORT,1,0,24713.0,24730.25,-69.0
A_SD25,934,2025-10-15 16:01:17.205000,2025-10-15 16:14:59.909001,LONG,1,0,24951.0,24942.25,-35.0
A_SD25,1107,2025-10-16 16:12:20.086003,2025-10-16 16:14:59.911000,LONG,1,0,24771.5,24754.25,-69.0
A_SD25,1248,2025-10-17 16:05:05.093000,2025-10-17 16:14:59.062001,LONG,1,0,25012.0,25010.75,-5.0
A_SD25,1270,2025-10-20 16:11:37.525022,2025-10-20 16:14:57.096000,SHORT,1,0,25318.75,25316.5,9.0
A_SD25,1302,2025-10-21 16:02:33.305001,2025-10-21 16:14:58.569002,LONG,1,0,25250.5,25244.75,-23.0
A_SD25,1428,2025-10-22 16:02:38.551038,2025-10-22 16:14:59.827000,LONG,1,0,25065.0,25054.5,-42.0
A_SD25,1474,2025-10-23 16:04:04.397005,2025-10-23 16:14:59.977000,SHORT,1,0,25266.25,25268.0,-7.0
A_SD25,1498,2025-10-24 15:56:54.961000,2025-10-24 16:14:59.420000,LONG,1,0,25517.0,25506.5,-42.0
A_SD25,1516,2025-10-27 15:51:26.946002,2025-10-27 16:14:59.986004,SHORT,1,0,25966.0,25973.75,-31.0
A_SD25,1542,2025-10-28 16:00:14.455000,2025-10-28 16:14:59.466000,SHORT,1,0,26152.0,26157.0,-20.0
A_SD25,1670,2025-10-29 16:14:44.033000,2025-10-29 16:14:59.593001,SHORT,1,0,26225.0,26230.25,-21.0
A_SD25,1761,2025-10-30 16:12:23.743002,2025-10-30 16:14:59.886000,SHORT,1,0,26000.0,25996.75,13.0
A_SD25,1832,2025-10-31 16:03:29.037000,2025-10-31 16:14:59.777001,SHORT,1,0,25974.25,25984.25,-40.0
A_SD25,1880,2025-11-03 16:06:33.290006,2025-11-03 16:14:59.981000,SHORT,1,0,26135.0,26125.25,39.0
A_SD25,1953,2025-11-04 16:02:30.397002,2025-11-04 16:14:59.568001,SHORT,1,0,25566.0,25567.25,-5.0
A_SD25,2014,2025-11-05 16:10:34.003000,2025-11-05 16:14:59.952001,LONG,1,0,25717.5,25704.75,-51.0
A_SD25,2132,2025-11-06 16:08:06.471000,2025-11-06 16:14:59.987000,LONG,1,0,25272.25,25290.25,72.0
A_SD25,2277,2025-11-07 16:01:47.491000,2025-11-07 16:14:59.188000,SHORT,1,0,25186.25,25198.5,-49.0
A_SD25,2323,2025-11-10 16:06:18.818007,2025-11-10 16:14:59.165004,SHORT,1,0,25738.5,25734.75,15.0
A_SD25,2375,2025-11-11 16:07:05.713000,2025-11-11 16:14:59.117001,SHORT,1,0,25655.0,25676.0,-84.0
A_SD25,2448,2025-11-12 16:12:43.038003,2025-11-12 16:14:59.517000,SHORT,1,0,25653.25,25647.5,23.0
A_SD25,2579,2025-11-13 16:09:23.956000,2025-11-13 16:14:59.997000,SHORT,1,0,25151.5,25156.25,-19.0
A_SD25,2721,2025-11-14 16:10:53.642044,2025-11-14 16:14:59.937000,SHORT,1,0,25125.0,25132.25,-29.0
A_SD25,2854,2025-11-17 16:14:36.450000,2025-11-17 16:14:59.620002,SHORT,1,0,24922.75,24920.75,8.0
A_SD25,3128,2025-11-18 16:04:13.912000,2025-11-18 16:14:59.019000,SHORT,1,0,24562.0,24561.75,1.0
A_SD25,3294,2025-11-19 16:11:04.385000,2025-11-19 16:14:59.811000,LONG,1,0,24711.75,24723.75,48.0
A_SD25,3682,2025-11-20 16:10:34.647013,2025-11-20 16:14:59.721000,SHORT,1,0,24108.0,24114.25,-25.0
A_SD25,3993,2025-11-21 16:14:04.581026,2025-11-21 16:14:59.956000,SHORT,1,0,24331.75,24324.0,31.0
A_SD25,4070,2025-11-24 15:57:16.296000,2025-11-24 16:14:59.899000,LONG,1,0,24949.0,24960.0,44.0
A_SD25,4185,2025-11-25 15:59:48.899003,2025-11-25 16:14:59.566001,SHORT,1,0,25082.75,25077.25,22.0
A_SD25,4243,2025-11-26 16:08:02.765052,2025-11-26 16:14:58.730000,SHORT,1,0,25323.5,25313.25,41.0
A_SD25,4266,2025-11-28 12:58:57.723000,2025-11-28 13:14:59.535002,LONG,1,0,25483.0,25484.5,6.0
A_SD25,4328,2025-12-01 15:59:59.430004,2025-12-01 16:14:58.132000,SHORT,1,0,25405.0,25389.5,62.0
A_SD25,4396,2025-12-02 15:54:53.763000,2025-12-02 16:14:57.527000,SHORT,1,0,25593.25,25595.5,-9.0
A_SD25,4446,2025-12-03 15:54:50.091001,2025-12-03 16:14:59.135000,LONG,1,0,25645.0,25649.0,16.0
A_SD25,4496,2025-12-04 15:52:03.431000,2025-12-04 16:14:59.213002,LONG,1,0,25612.5,25632.25,79.0
A_SD25,4554,2025-12-05 15:59:03.868003,2025-12-05 16:14:59.842000,SHORT,1,0,25729.75,25733.5,-15.0
A_SD25,4603,2025-12-08 15:59:51.318000,2025-12-08 16:14:59.031000,LONG,1,0,25666.0,25661.0,-20.0
A_SD25,4628,2025-12-09 15:54:40.029011,2025-12-09 16:14:59.423000,SHORT,1,0,25693.25,25684.5,35.0
A_SD25,4727,2025-12-10 16:07:27.290005,2025-12-10 16:14:59.644000,SHORT,1,0,25771.0,25788.25,-69.0
A_SD25,4807,2025-12-11 16:10:38.829000,2025-12-11 16:14:59.016001,LONG,1,0,25742.5,25744.0,6.0
A_SD25,4915,2025-12-12 15:56:09.151000,2025-12-12 16:14:59.340000,LONG,1,0,25210.0,25216.5,26.0
