config_id,approach,step_dist,add_dist,confirm_dist,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,pnl_ticks_per_unit,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,would_flatten_reseed,half_block_profit
A_SD30,A,30.0,0.0,0.0,1,2025-09-22 09:32:17.575002,2025-09-22 09:54:46.706013,37038,22.49,8311,45348,LONG,0,1,120.0,116.0,120.0,30.0,-24.0,5.625,81.25,8.25,13.0,0.0,5.5,False,58.0
A_SD30,A,30.0,0.0,0.0,2,2025-09-22 09:54:46.706013,2025-09-22 10:29:51.505001,38195,35.08,45348,83542,SHORT,0,1,-120.0,-124.0,-120.0,20.5,-30.0,4.4625,33.88888888888889,9.625,15.375000000000009,1.0,3.875,False,58.0
A_SD30,A,30.0,0.0,0.0,3,2025-09-22 10:29:51.505001,2025-09-22 11:01:10.602045,28211,31.32,83542,111752,LONG,0,1,120.0,116.0,120.0,30.0,-15.5,3.4125,0.9009009009009009,9.625,21.400000000000002,1.0,3.25,False,58.0
A_SD30,A,30.0,0.0,0.0,4,2025-09-22 11:01:10.602045,2025-09-22 11:17:53.713001,13634,16.72,111752,125385,SHORT,0,1,120.0,116.0,120.0,30.0,-2.25,3.6375,20.067264573991032,11.875,21.625,1.0,3.5,False,58.0
A_SD30,A,30.0,0.0,0.0,5,2025-09-22 11:17:53.713001,2025-09-22 12:09:10.453000,36924,51.28,125385,162308,LONG,0,1,120.0,116.0,120.0,30.0,-8.25,3.6875,27.200000000000003,12.875,22.275,1.0,3.75,False,58.0
A_SD30,A,30.0,0.0,0.0,6,2025-09-22 12:09:10.453000,2025-09-22 12:16:28.085000,11312,7.29,162308,173619,SHORT,0,1,-120.0,-124.0,-120.0,4.0,-30.0,4.175,74.0,10.0,15.925000000000002,1.0,4.0,False,
A_SD30,A,30.0,0.0,0.0,7,2025-09-22 12:16:28.085000,2025-09-22 13:32:54.298067,57878,76.44,173619,231496,LONG,0,1,120.0,116.0,120.0,30.0,-15.25,4.45,88.7,9.375,17.650000000000002,1.0,4.0,False,58.0
A_SD30,A,30.0,0.0,0.0,8,2025-09-22 13:32:54.298067,2025-09-22 15:15:51.618003,57611,102.96,231496,289106,SHORT,0,1,-120.0,-124.0,-120.0,17.75,-30.0,3.55,27.900000000000002,9.25,15.3,1.0,3.625,False,58.0
A_SD30,A,30.0,0.0,0.0,9,2025-09-22 15:15:51.618003,2025-09-22 15:39:04.352000,12484,23.21,289106,301589,LONG,0,1,-120.0,-124.0,-120.0,1.75,-30.0,2.975,13.9,11.25,17.3,1.0,2.75,False,
A_SD30,A,30.0,0.0,0.0,11,2025-09-23 09:37:30.728005,2025-09-23 09:55:08.682010,31201,17.63,366119,397319,SHORT,0,1,120.0,116.0,120.0,30.0,-19.75,4.8625,92.4,11.375,21.700000000000003,1.0,4.625,False,58.0
A_SD30,A,30.0,0.0,0.0,12,2025-09-23 09:55:08.682010,2025-09-23 10:41:51.035000,57863,46.71,397319,455181,LONG,0,1,120.0,116.0,120.0,30.0,-11.5,4.475,69.3,12.25,17.875,1.0,4.375,False,58.0
A_SD30,A,30.0,0.0,0.0,13,2025-09-23 10:41:51.035000,2025-09-23 10:47:39.791000,7845,5.81,455181,463025,SHORT,0,1,120.0,116.0,120.0,30.0,-4.25,4.25,21.700000000000003,10.0,19.025,1.0,3.875,False,58.0
A_SD30,A,30.0,0.0,0.0,14,2025-09-23 10:47:39.791000,2025-09-23 13:03:57.591022,111510,136.3,463025,574534,LONG,0,1,-120.0,-124.0,-120.0,28.75,-30.0,3.9625,14.4,11.625,20.275000000000006,1.0,3.75,False,58.0
A_SD30,A,30.0,0.0,0.0,15,2025-09-23 13:03:57.591022,2025-09-23 13:26:08.416000,21025,22.18,574534,595558,SHORT,0,1,120.0,116.0,120.0,30.0,-15.75,4.475,80.10000000000001,12.375,20.65000000000001,1.0,4.0,False,58.0
A_SD30,A,30.0,0.0,0.0,16,2025-09-23 13:26:08.416000,2025-09-23 13:35:53.594000,17461,9.75,595558,613018,LONG,0,1,-120.0,-124.0,-120.0,12.5,-30.0,3.775,24.200000000000003,9.5,22.300000000000008,1.0,3.625,False,
A_SD30,A,30.0,0.0,0.0,17,2025-09-23 13:35:53.594000,2025-09-23 13:39:44.029001,9884,3.84,613018,622901,SHORT,0,1,120.0,116.0,120.0,30.0,-0.75,5.1875,90.2,9.625,21.8,1.0,5.125,False,58.0
A_SD30,A,30.0,0.0,0.0,18,2025-09-23 13:39:44.029001,2025-09-23 13:41:40.747004,6560,1.95,622901,629460,LONG,0,1,-120.0,-124.0,-120.0,8.25,-30.0,4.45,64.8,9.625,22.750000000000007,1.0,4.5,False,
A_SD30,A,30.0,0.0,0.0,19,2025-09-23 13:41:40.747004,2025-09-23 13:48:03.170011,18143,6.37,629460,647602,SHORT,0,1,-120.0,-124.0,-120.0,10.5,-30.0,4.85,85.30000000000001,9.625,22.325000000000003,1.0,4.0,False,
A_SD30,A,30.0,0.0,0.0,20,2025-09-23 13:48:03.170011,2025-09-23 14:23:52.629000,41052,35.82,647602,688653,LONG,0,1,-120.0,-124.0,-120.0,25.25,-30.0,6.275,98.80000000000001,11.5,30.475,1.0,5.625,False,58.0
