config_id,approach,step_dist,add_dist,confirm_dist,cycle_id,start_time,end_time,duration_bars,duration_minutes,start_bar_idx,end_bar_idx,side,add_count,exit_position,pnl_ticks_gross,pnl_ticks_net,pnl_ticks_per_unit,mfe_points,mae_points,atr_20bar,atr_percentile,swing_median_20,swing_p90_20,directional_persistence,bar_range_median_20,would_flatten_reseed,half_block_profit
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,1,2025-09-22 09:32:23.092005,2025-09-22 10:02:33.805196,47077,30.18,8702,55778,LONG,1,2,224.0,216.0,112.0,28.0,-29.0,5.5625,76.47058823529412,8.25,13.0,0.0,5.5,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,3,2025-09-23 09:40:55.281000,2025-09-23 10:00:01.009026,32072,19.1,372972,405043,SHORT,1,2,224.0,216.0,112.0,28.0,-12.5,4.2125,77.80000000000001,11.625,19.250000000000004,1.0,3.625,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,4,2025-09-23 10:00:01.009026,2025-09-23 10:41:33.510000,49519,41.54,405043,454561,LONG,1,2,224.0,216.0,112.0,28.0,-7.0,4.875,75.60000000000001,13.0,16.400000000000002,1.0,4.875,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,5,2025-09-23 10:41:33.510000,2025-09-23 11:42:16.088005,55236,60.71,454561,509796,SHORT,1,2,224.0,216.0,112.0,28.0,-10.75,4.4875,32.7,10.0,19.025,1.0,4.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,7,2025-09-24 09:32:44.601000,2025-09-24 09:49:24.918005,35168,16.67,803761,838928,SHORT,1,2,224.0,216.0,112.0,28.0,-13.25,5.675,82.0,8.875,26.95000000000001,1.0,5.375,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,9,2025-09-25 09:30:26.184014,2025-09-25 09:35:27.662000,17515,5.02,1209047,1226561,SHORT,1,2,224.0,216.0,112.0,28.0,-19.75,14.7875,100.0,9.875,22.225000000000016,1.0,5.75,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,10,2025-09-25 09:35:27.662000,2025-09-25 10:06:10.211001,89315,30.71,1226561,1315875,LONG,1,2,224.0,216.0,112.0,28.0,-83.75,6.1875,84.60000000000001,10.875,31.85,1.0,6.125,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,11,2025-09-25 10:06:10.211001,2025-09-25 14:00:32.066000,270260,234.36,1315875,1586134,SHORT,1,2,224.0,216.0,112.0,28.0,-155.5,5.4625,18.8,13.75,25.875,1.0,4.75,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,12,2025-09-25 14:00:32.066000,2025-09-25 14:15:21.963000,26971,14.83,1586134,1613104,LONG,1,2,224.0,216.0,112.0,28.0,-52.75,5.175,5.9,11.375,30.750000000000007,1.0,5.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,14,2025-09-26 09:30:11.930001,2025-09-26 10:15:17.206000,97389,45.09,1729061,1826449,SHORT,1,2,224.0,216.0,112.0,28.0,-121.0,7.225,99.0,16.875,25.150000000000006,1.0,6.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,15,2025-09-26 10:15:17.206000,2025-09-26 10:40:30.872000,50544,25.23,1826449,1876992,LONG,1,2,226.0,218.0,113.0,28.25,-71.25,7.2625,57.300000000000004,16.125,31.200000000000006,1.0,6.875,False,82.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,16,2025-09-26 10:40:30.872000,2025-09-26 10:49:12.835000,15589,8.7,1876992,1892580,SHORT,1,2,224.0,216.0,112.0,28.0,-23.75,5.6875,2.2,11.75,33.32500000000002,1.0,5.75,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,17,2025-09-26 10:49:12.835000,2025-09-26 11:27:02.894000,49915,37.83,1892580,1942494,LONG,1,2,224.0,216.0,112.0,28.0,-45.75,6.8875,38.0,10.0,27.125000000000014,1.0,6.75,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,18,2025-09-26 11:27:02.894000,2025-09-26 11:58:51.517000,26673,31.81,1942494,1969166,SHORT,1,2,226.0,218.0,113.0,28.25,-17.0,7.3875,54.800000000000004,14.625,23.1,1.0,7.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,19,2025-09-26 11:58:51.517000,2025-09-26 12:19:17.333000,13712,20.43,1969166,1982877,LONG,1,2,224.0,216.0,112.0,28.0,-16.0,8.4625,94.60000000000001,15.125,21.525000000000006,1.0,8.625,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,21,2025-09-29 09:33:03.257000,2025-09-29 09:45:02.126090,21784,11.98,2131509,2153292,LONG,1,2,224.0,216.0,112.0,28.0,-20.25,6.675,87.4,11.125,24.625000000000007,1.0,6.625,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,22,2025-09-29 09:45:02.126090,2025-09-29 11:15:05.662004,107580,90.06,2153292,2260871,SHORT,1,2,224.0,216.0,112.0,28.0,-54.75,5.3875,43.0,9.875,17.750000000000004,1.0,5.5,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,24,2025-09-30 09:33:16.221003,2025-09-30 09:37:42.619000,9432,4.44,2507730,2517161,SHORT,1,2,224.0,216.0,112.0,28.0,-6.25,7.575,97.60000000000001,8.5,17.450000000000006,1.0,7.5,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,25,2025-09-30 09:37:42.619000,2025-09-30 09:44:20.076000,10941,6.62,2517161,2528101,LONG,1,2,224.0,216.0,112.0,28.0,-16.0,7.3375,95.80000000000001,14.375,26.825000000000003,1.0,7.625,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,26,2025-09-30 09:44:20.076000,2025-09-30 09:54:14.282205,14965,9.9,2528101,2543065,SHORT,1,2,224.0,216.0,112.0,28.0,-20.75,7.45,91.80000000000001,13.0,26.775,1.0,7.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,27,2025-09-30 09:54:14.282205,2025-09-30 09:59:57.725000,11427,5.72,2543065,2554491,LONG,1,2,224.0,216.0,112.0,28.0,-28.25,7.95,98.0,11.5,27.950000000000014,1.0,8.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,28,2025-09-30 09:59:57.725000,2025-09-30 10:10:25.850001,16472,10.47,2554491,2570962,SHORT,1,2,224.0,216.0,112.0,28.0,-27.25,7.1,74.60000000000001,12.875,35.375,1.0,6.875,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,29,2025-09-30 10:10:25.850001,2025-09-30 10:17:00.878000,7898,6.58,2570962,2578859,LONG,1,2,224.0,216.0,112.0,28.0,-10.5,7.575,84.30000000000001,13.0,30.550000000000015,1.0,7.5,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,30,2025-09-30 10:17:00.878000,2025-09-30 13:21:16.680072,165519,184.26,2578859,2744377,SHORT,1,2,224.0,216.0,112.0,28.0,-84.25,8.3625,96.60000000000001,10.875,24.275000000000006,1.0,8.5,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,31,2025-09-30 13:21:16.680072,2025-09-30 13:50:06.962059,20374,28.84,2744377,2764750,LONG,1,2,224.0,216.0,112.0,28.0,-18.75,6.8375,93.10000000000001,11.375,20.450000000000006,1.0,6.625,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,33,2025-10-01 09:31:33.805000,2025-10-01 09:34:05.379000,7465,2.53,2897193,2904657,LONG,1,2,224.0,216.0,112.0,28.0,-7.0,7.9375,96.0,8.75,24.400000000000052,1.0,7.5,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,34,2025-10-01 09:34:05.379000,2025-10-01 09:47:38.498001,21516,13.55,2904657,2926172,SHORT,1,2,224.0,216.0,112.0,28.0,-15.5,7.1875,88.2,10.75,24.62500000000005,1.0,7.5,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,35,2025-10-01 09:47:38.498001,2025-10-01 10:14:14.246001,42737,26.6,2926172,2968908,LONG,1,2,224.0,216.0,112.0,28.0,-72.0,7.2625,78.7,11.625,24.725,1.0,7.125,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,37,2025-10-02 09:34:35.157000,2025-10-02 09:37:45.409003,8162,3.17,3231296,3239457,SHORT,1,2,224.0,216.0,112.0,28.0,-6.5,5.7125,91.60000000000001,9.625,27.275000000000006,1.0,5.625,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,39,2025-10-03 10:00:01.703005,2025-10-03 10:08:41.237068,14564,8.66,3601679,3616242,SHORT,1,2,223.0,215.0,111.5,27.875,-9.375,6.45,80.9,11.5,42.75,1.0,6.25,False,79.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,40,2025-10-03 10:08:41.237068,2025-10-03 10:16:20.058057,11696,7.65,3616242,3627937,LONG,1,2,224.0,216.0,112.0,28.0,-12.5,7.6625,89.2,11.625,20.025,1.0,7.375,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,41,2025-10-03 10:16:20.058057,2025-10-03 10:23:55.307001,8485,7.59,3627937,3636421,SHORT,1,2,224.0,216.0,112.0,28.0,-2.25,6.2375,52.6,15.25,27.1,1.0,6.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,42,2025-10-03 10:23:55.307001,2025-10-03 10:26:27.737001,3731,2.54,3636421,3640151,LONG,1,2,224.0,216.0,112.0,28.0,-4.25,7.2,82.4,13.625,27.1,1.0,7.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,43,2025-10-03 10:26:27.737001,2025-10-03 13:03:03.417048,110185,156.59,3640151,3750335,SHORT,1,2,224.0,216.0,112.0,28.0,-64.5,6.4,55.900000000000006,13.625,27.1,1.0,5.875,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,45,2025-10-06 09:32:14.548001,2025-10-06 09:43:18.724000,21065,11.07,3947809,3968873,SHORT,1,2,224.0,216.0,112.0,28.0,-22.0,7.6,72.60000000000001,10.5,30.05,1.0,7.5,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,46,2025-10-06 09:43:18.724000,2025-10-06 10:21:26.758000,47493,38.13,3968873,4016365,LONG,1,2,223.0,215.0,111.5,27.875,-27.5,8.2375,88.0,22.875,30.675000000000004,1.0,8.25,False,79.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,47,2025-10-06 10:21:26.758000,2025-10-06 10:28:54.532001,6896,7.46,4016365,4023260,SHORT,1,2,224.0,216.0,112.0,28.0,-5.75,7.3875,51.2,9.125,23.35,1.0,6.75,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,48,2025-10-06 10:28:54.532001,2025-10-06 11:43:25.073000,56713,74.51,4023260,4079972,LONG,1,2,224.0,216.0,112.0,28.0,-35.75,6.8125,35.9,10.0,24.375,1.0,6.625,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,50,2025-10-07 10:35:53.208209,2025-10-07 11:03:16.947000,34358,27.4,4314228,4348585,SHORT,1,2,224.0,216.0,112.0,28.0,-16.25,4.775,39.5,14.375,24.40000000000001,1.0,4.75,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,52,2025-10-08 09:31:41.664005,2025-10-08 09:40:03.420002,16964,8.36,4648145,4665108,LONG,1,2,224.0,216.0,112.0,28.0,-10.5,6.975,88.60000000000001,10.625,20.02500000000002,1.0,7.25,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,54,2025-10-09 09:35:25.951008,2025-10-09 09:42:38.507000,13090,7.21,4980768,4993857,SHORT,1,2,224.0,216.0,112.0,28.0,-21.25,6.1625,92.0,11.125,24.150000000000002,1.0,6.0,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,55,2025-10-09 09:42:38.507000,2025-10-09 09:48:58.711001,11122,6.34,4993857,5004978,LONG,1,2,223.0,215.0,111.5,27.875,-12.375,5.0875,77.2,11.25,24.72500000000001,1.0,4.875,False,79.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,56,2025-10-09 09:48:58.711001,2025-10-09 09:55:51.193000,14485,6.87,5004978,5019462,SHORT,1,2,224.0,216.0,112.0,28.0,-22.75,6.1875,82.80000000000001,10.75,17.975,1.0,5.75,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,57,2025-10-09 09:55:51.193000,2025-10-09 09:58:33.135000,4917,2.7,5019462,5024378,LONG,1,2,223.0,215.0,111.5,27.875,-7.5,6.75,90.0,11.375,22.325000000000024,1.0,6.0,False,79.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,58,2025-10-09 09:58:33.135000,2025-10-09 10:15:50.159000,18751,17.28,5024378,5043128,SHORT,1,2,224.0,216.0,112.0,28.0,-4.5,6.55,83.30000000000001,10.875,37.85,1.0,5.875,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,59,2025-10-09 10:15:50.159000,2025-10-09 15:59:57.049018,299737,344.11,5043128,5342864,LONG,1,2,223.0,215.0,111.5,27.875,-105.375,6.4625,74.8,9.5,18.900000000000006,1.0,6.125,False,79.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,61,2025-10-10 09:36:59.062016,2025-10-10 09:45:31.827001,16071,8.55,5369680,5385750,LONG,1,2,224.0,216.0,112.0,28.0,-5.75,5.8875,66.10000000000001,10.875,19.225000000000016,1.0,5.875,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,62,2025-10-10 09:45:31.827001,2025-10-10 09:49:50.201171,6793,4.31,5385750,5392542,SHORT,1,2,224.0,216.0,112.0,28.0,-5.0,5.125,46.300000000000004,9.875,18.95000000000001,1.0,4.875,False,80.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,64,2025-10-13 09:33:17.429000,2025-10-13 09:35:13.717000,6741,1.94,6117070,6123810,SHORT,1,2,224.0,216.0,112.0,28.0,-13.25,9.275,84.80000000000001,20.25,32.275,1.0,8.75,False,82.0
