DateTime,Symbol,Event,Side,Price,AvgEntryPrice,PosQty,AddQty,Level,PnlTicks,StepDist,MaxLevels,MaxContractSize
2026-03-17 17:18:34,NQZ5.CME,SEED,SHORT,25644.00,25644.00,1,1,0,0.0,5.00,1,1
2026-03-17 17:18:36,NQZ5.CME,MCS_SKIP,SHORT,25649.00,25644.00,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:41,NQZ5.CME,REVERSAL,SHORT,25643.50,25644.00,-1,0,0,2.0,5.00,1,1
2026-03-17 17:18:41,NQZ5.CME,REVERSAL_ENTRY,LONG,25644.25,25644.25,1,1,0,0.0,5.00,1,1
2026-03-17 17:18:45,NQZ5.CME,MCS_SKIP,LONG,25638.75,25644.75,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:45,NQZ5.CME,REVERSAL,LONG,25647.50,25644.75,1,0,0,11.0,5.00,1,1
2026-03-17 17:18:45,NQZ5.CME,REVERSAL_ENTRY,SHORT,25651.25,25651.25,1,1,0,0.0,5.00,1,1
2026-03-17 17:18:45,NQZ5.CME,REVERSAL,SHORT,25644.50,25651.25,-1,0,0,27.0,5.00,1,1
2026-03-17 17:18:45,NQZ5.CME,REVERSAL_ENTRY,LONG,25641.25,25641.25,1,1,0,0.0,5.00,1,1
2026-03-17 17:18:45,NQZ5.CME,REVERSAL,LONG,25647.50,25641.25,1,0,0,25.0,5.00,1,1
2026-03-17 17:18:46,NQZ5.CME,REVERSAL_ENTRY,SHORT,25650.00,25650.00,1,1,0,0.0,5.00,1,1
2026-03-17 17:18:46,NQZ5.CME,MCS_SKIP,SHORT,25655.00,25649.75,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:47,NQZ5.CME,MCS_SKIP,SHORT,25660.00,25649.75,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:49,NQZ5.CME,REVERSAL,SHORT,25654.50,25649.75,-1,0,0,-19.0,5.00,1,1
2026-03-17 17:18:50,NQZ5.CME,REVERSAL_ENTRY,LONG,25653.50,25653.50,1,1,0,0.0,5.00,1,1
2026-03-17 17:18:51,NQZ5.CME,MCS_SKIP,LONG,25647.75,25653.50,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:51,NQZ5.CME,MCS_SKIP,LONG,25640.50,25653.50,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:51,NQZ5.CME,MCS_SKIP,LONG,25635.00,25653.50,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:53,NQZ5.CME,REVERSAL,LONG,25640.50,25653.50,1,0,0,-52.0,5.00,1,1
2026-03-17 17:18:53,NQZ5.CME,REVERSAL_ENTRY,SHORT,25640.00,25640.00,1,1,0,0.0,5.00,1,1
2026-03-17 17:18:54,NQZ5.CME,MCS_SKIP,SHORT,25645.75,25640.00,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:56,NQZ5.CME,MCS_SKIP,SHORT,25651.50,25640.00,1,0,0,0.0,5.00,1,1
2026-03-17 17:18:57,NQZ5.CME,REVERSAL,SHORT,25644.75,25640.00,-1,0,0,-19.0,5.00,1,1
2026-03-17 17:18:57,NQZ5.CME,REVERSAL_ENTRY,LONG,25646.50,25646.50,1,1,0,0.0,5.00,1,1
2026-03-17 17:18:58,NQZ5.CME,MCS_SKIP,LONG,25639.25,25646.50,1,0,0,0.0,5.00,1,1
2026-03-17 17:19:03,NQZ5.CME,MCS_SKIP,LONG,25633.50,25646.50,1,0,0,0.0,5.00,1,1
2026-03-17 17:19:05,NQZ5.CME,MCS_SKIP,LONG,25626.50,25646.50,1,0,0,0.0,5.00,1,1
2026-03-17 17:19:07,NQZ5.CME,MCS_SKIP,LONG,25621.25,25646.50,1,0,0,0.0,5.00,1,1
2026-03-17 17:19:09,NQZ5.CME,REVERSAL,LONG,25628.25,25646.50,1,0,0,-73.0,5.00,1,1
2026-03-17 17:19:09,NQZ5.CME,REVERSAL_ENTRY,SHORT,25623.50,25623.50,1,1,0,0.0,5.00,1,1
2026-03-17 17:19:09,NQZ5.CME,MCS_SKIP,SHORT,25629.25,25623.50,1,0,0,0.0,5.00,1,1
2026-03-17 17:19:09,NQZ5.CME,REVERSAL,SHORT,25624.00,25623.50,-1,0,0,-2.0,5.00,1,1
2026-03-17 17:19:09,NQZ5.CME,REVERSAL_ENTRY,LONG,25625.00,25625.00,1,1,0,0.0,5.00,1,1
