DateTime,BarIndex,TouchType,ApproachDir,TouchPrice,ZoneTop,ZoneBot,HasVPRay,VPRayPrice,Reaction,Penetration,ReactionPeakBar,ZoneBroken,BreakBarIndex,BarsObserved,TouchSequence,ZoneAgeBars,ApproachVelocity,TrendSlope,SourceLabel,RxnBar_120,RxnBar_160,RxnBar_240,RxnBar_30,RxnBar_360,RxnBar_50,RxnBar_80,PenBar_120,PenBar_30,PenBar_50,PenBar_80,ZoneWidthTicks,CascadeState,TFConfluence,SBB_Label,RotBarIndex,Period
2025-09-21 20:46:28,8785,DEMAND_EDGE,-1,24850.0,24850.0,24826.75,0,0.0,58.0,405.0,8824,1,8819,235,1,24,76.0,-43.0,120m,-1,-1,-1,8819,-1,8824,-1,8856,8787,8788,8789,93,PRIOR_BROKE,1,NORMAL,50,P1a
2025-09-21 22:23:57,8811,SUPPLY_EDGE,1,24851.0,24876.0,24851.0,0,0.0,409.0,173.0,8889,1,9037,580,1,11,12.0,0.0,90m,8856,8870,8876,8816,8883,8842,8846,9296,8819,8824,9249,100,PRIOR_BROKE,1,NORMAL,76,P1a
2025-09-22 00:19:03,8828,DEMAND_EDGE,-1,24852.0,24852.0,24841.25,0,0.0,469.0,413.0,9820,1,8839,999,1,9,11.0,-56.0,15m,9296,9381,9460,8833,9766,9223,9250,8848,8839,8842,8846,43,PRIOR_BROKE,1,NORMAL,93,P1a
2025-09-22 00:43:04,8830,DEMAND_EDGE,-1,24849.75,24849.75,24841.25,0,0.0,573.0,404.0,9922,1,8832,1100,1,8,30.0,-52.0,30m,9255,9380,9457,8833,9765,9223,9245,8856,8841,8845,8846,34,PRIOR_BROKE,1,NORMAL,95,P1a
2025-09-22 00:50:03,8831,SUPPLY_EDGE,1,24853.25,24856.5,24853.25,0,0.0,418.0,559.0,8889,1,8832,1121,1,1,35.0,-13.0,15m,8847,8868,8876,8839,8883,8841,8846,9296,8834,9236,9250,13,PRIOR_BROKE,1,SBB,96,P1a
2025-09-22 02:01:18,8843,SUPPLY_EDGE,1,24846.75,24864.5,24846.75,0,0.0,392.0,615.0,8889,1,9025,1296,1,8,64.0,-8.0,120m,8857,8870,8877,8845,8885,8845,8847,9254,9106,9217,9237,71,PRIOR_BROKE,1,NORMAL,108,P1a
2025-09-22 02:10:10,8847,DEMAND_EDGE,-1,24826.0,24826.0,24807.25,0,0.0,698.0,309.0,10108,1,8861,1315,2,442,110.0,-92.0,15m,9108,9236,9297,8853,9463,9082,9096,8875,8857,8868,8870,75,PRIOR_BROKE,1,NORMAL,112,P1a
2025-09-22 02:40:44,8857,DEMAND_EDGE,-1,24818.75,24818.75,24804.0,0,0.0,797.0,280.0,10222,1,8861,1385,2,523,5.0,-91.0,15m,9096,9216,9254,8861,9445,9075,9082,8876,8870,8870,8873,59,PRIOR_BROKE,1,NORMAL,122,P1a
2025-09-22 03:02:09,8865,SUPPLY_EDGE,1,24829.25,24837.75,24829.25,0,0.0,322.0,760.0,8889,1,9006,1425,1,9,24.0,-80.0,15m,8872,8876,8881,8867,-1,8868,8870,9217,9081,9086,9097,34,PRIOR_BROKE,1,NORMAL,130,P1a
2025-09-22 03:19:27,8878,DEMAND_EDGE,-1,24782.75,24782.75,24708.0,0,0.0,978.0,136.0,10320,0,-1,1454,2,950,94.0,-257.0,60m,8916,8921,9090,8879,9250,8903,8915,8886,8880,8881,8883,299,PRIOR_BROKE,1,NORMAL,143,P1a
