step_dist	max_levels	max_total_position	source_id	cycle_pf	n_cycles	win_rate	total_pnl_ticks	max_drawdown_ticks	sharpe	worst_cycle_dd	max_level_exposure_pct	tail_ratio	calmar_ratio	sortino_ratio	winning_session_pct	max_dd_duration_bars	bars_processed
1.5	3	4	bar_data_250tick_rot	0.0	312861	0.0	-2214139.0	2214156.0	-0.2209	8538.0	0.0	2.4011	-1.0	-0.1019	0.0	373945	61085
1.5	3	8	bar_data_250tick_rot	0.0	312861	0.0	-3192115.0	3192132.0	-0.1787	17034.0	0.0	1.6667	-1.0	-0.0778	0.0	373945	61085
1.5	3	16	bar_data_250tick_rot	0.0	312861	0.0	-4471891.0	4471908.0	-0.1395	33978.0	4.5	1.1896	-1.0	-0.0584	0.0	373945	61085
1.5	3	0	bar_data_250tick_rot	0.0	312861	0.0	-9388963.0	9388980.0	-0.0081	2027400.0	1.69	0.5665	-1.0	-0.0032	0.0	373945	61085
1.5	4	4	bar_data_250tick_rot	0.0	312861	0.0	-2214139.0	2214156.0	-0.2209	8538.0	0.0	2.4011	-1.0	-0.1019	0.0	373945	61085
1.5	4	8	bar_data_250tick_rot	0.0	312861	0.0	-3192115.0	3192132.0	-0.1787	17034.0	0.0	1.6667	-1.0	-0.0778	0.0	373945	61085
1.5	4	16	bar_data_250tick_rot	0.0	312861	0.0	-4471891.0	4471908.0	-0.1395	33978.0	0.0	1.1896	-1.0	-0.0584	0.0	373945	61085
1.5	4	0	bar_data_250tick_rot	0.0	312861	0.0	-9388963.0	9388980.0	-0.0081	2027400.0	2.82	0.5665	-1.0	-0.0032	0.0	373945	61085
1.5	5	4	bar_data_250tick_rot	0.0	312861	0.0	-2214139.0	2214156.0	-0.2209	8538.0	0.0	2.4011	-1.0	-0.1019	0.0	373945	61085
1.5	5	8	bar_data_250tick_rot	0.0	312861	0.0	-3192115.0	3192132.0	-0.1787	17034.0	0.0	1.6667	-1.0	-0.0778	0.0	373945	61085
1.5	5	16	bar_data_250tick_rot	0.0	312861	0.0	-4471891.0	4471908.0	-0.1395	33978.0	0.0	1.1896	-1.0	-0.0584	0.0	373945	61085
1.5	5	0	bar_data_250tick_rot	0.0	312861	0.0	-9388963.0	9388980.0	-0.0081	2027400.0	0.0	0.5665	-1.0	-0.0032	0.0	373945	61085
2.0	1	1	bar_data_250tick_rot	0.5971	270780	0.8306	-303537.0	303555.0	-0.111	2166.0	0.0	0.1218	-0.9999	-0.0627	0.0	331855	61085
2.0	1	2	bar_data_250tick_rot	0.3947	270780	0.8306	-689917.0	689935.0	-0.1429	4324.0	0.0	0.0805	-1.0	-0.0713	0.0	331855	61085
2.0	1	4	bar_data_250tick_rot	0.2883	270780	0.8306	-1110677.0	1110695.0	-0.1332	8624.0	9.89	0.0588	-1.0	-0.061	0.0	331855	61085
2.0	1	8	bar_data_250tick_rot	0.2211	270780	0.8306	-1584429.0	1584447.0	-0.109	17192.0	4.51	0.0451	-1.0	-0.0474	0.0	331855	61085
2.0	1	16	bar_data_250tick_rot	0.1731	270780	0.8306	-2148237.0	2148255.0	-0.0827	34264.0	4.51	0.0353	-1.0	-0.035	0.0	331855	61085
2.0	1	0	bar_data_250tick_rot	0.0841	270780	0.8306	-4899005.0	4899023.0	-0.006	1551964.0	4.51	0.0172	-1.0	-0.0025	0.0	331855	61085
2.0	2	2	bar_data_250tick_rot	0.3947	270780	0.8306	-689917.0	689935.0	-0.1429	4324.0	0.0	0.0805	-1.0	-0.0713	0.0	331855	61085
2.0	2	4	bar_data_250tick_rot	0.2883	270780	0.8306	-1110677.0	1110695.0	-0.1332	8624.0	0.0	0.0588	-1.0	-0.061	0.0	331855	61085
2.0	2	8	bar_data_250tick_rot	0.2211	270780	0.8306	-1584429.0	1584447.0	-0.109	17192.0	5.37	0.0451	-1.0	-0.0474	0.0	331855	61085
2.0	2	16	bar_data_250tick_rot	0.1731	270780	0.8306	-2148237.0	2148255.0	-0.0827	34264.0	2.53	0.0353	-1.0	-0.035	0.0	331855	61085
2.0	2	0	bar_data_250tick_rot	0.0841	270780	0.8306	-4899005.0	4899023.0	-0.006	1551964.0	2.53	0.0172	-1.0	-0.0025	0.0	331855	61085
2.0	3	4	bar_data_250tick_rot	0.2883	270780	0.8306	-1110677.0	1110695.0	-0.1332	8624.0	0.0	0.0588	-1.0	-0.061	0.0	331855	61085
2.0	3	8	bar_data_250tick_rot	0.2211	270780	0.8306	-1584429.0	1584447.0	-0.109	17192.0	0.0	0.0451	-1.0	-0.0474	0.0	331855	61085
2.0	3	16	bar_data_250tick_rot	0.1731	270780	0.8306	-2148237.0	2148255.0	-0.0827	34264.0	2.85	0.0353	-1.0	-0.035	0.0	331855	61085
2.0	3	0	bar_data_250tick_rot	0.0841	270780	0.8306	-4899005.0	4899023.0	-0.006	1551964.0	1.32	0.0172	-1.0	-0.0025	0.0	331855	61085
2.0	4	4	bar_data_250tick_rot	0.2883	270780	0.8306	-1110677.0	1110695.0	-0.1332	8624.0	0.0	0.0588	-1.0	-0.061	0.0	331855	61085
2.0	4	8	bar_data_250tick_rot	0.2211	270780	0.8306	-1584429.0	1584447.0	-0.109	17192.0	0.0	0.0451	-1.0	-0.0474	0.0	331855	61085
2.0	4	16	bar_data_250tick_rot	0.1731	270780	0.8306	-2148237.0	2148255.0	-0.0827	34264.0	0.0	0.0353	-1.0	-0.035	0.0	331855	61085
2.0	4	0	bar_data_250tick_rot	0.0841	270780	0.8306	-4899005.0	4899023.0	-0.006	1551964.0	1.52	0.0172	-1.0	-0.0025	0.0	331855	61085
2.0	5	4	bar_data_250tick_rot	0.2883	270780	0.8306	-1110677.0	1110695.0	-0.1332	8624.0	0.0	0.0588	-1.0	-0.061	0.0	331855	61085
2.0	5	8	bar_data_250tick_rot	0.2211	270780	0.8306	-1584429.0	1584447.0	-0.109	17192.0	0.0	0.0451	-1.0	-0.0474	0.0	331855	61085
2.0	5	16	bar_data_250tick_rot	0.1731	270780	0.8306	-2148237.0	2148255.0	-0.0827	34264.0	0.0	0.0353	-1.0	-0.035	0.0	331855	61085
2.0	5	0	bar_data_250tick_rot	0.0841	270780	0.8306	-4899005.0	4899023.0	-0.006	1551964.0	0.0	0.0172	-1.0	-0.0025	0.0	331855	61085
2.5	1	1	bar_data_250tick_rot	1.2227	237952	0.8253	143091.0	10110.0	0.0569	2166.0	0.0	0.2587	14.1534	0.0333	75.68	54534	61085
2.5	1	2	bar_data_250tick_rot	0.9036	237952	0.8253	-83769.0	160714.0	-0.0198	4322.0	0.0	0.1912	-0.5212	-0.0098	62.16	180793	61085
2.5	1	4	bar_data_250tick_rot	0.7311	237952	0.8253	-288969.0	359018.0	-0.0408	8614.0	8.72	0.1547	-0.8049	-0.0184	51.35	180729	61085
2.5	1	8	bar_data_250tick_rot	0.6094	237952	0.8253	-503569.0	573354.0	-0.0411	17158.0	4.76	0.1289	-0.8783	-0.0178	40.54	180729	61085
2.5	1	16	bar_data_250tick_rot	0.5082	237952	0.8253	-760161.0	827480.0	-0.0345	34166.0	4.76	0.1076	-0.9186	-0.0146	40.54	184011	61085
2.5	1	0	bar_data_250tick_rot	0.233	237952	0.8253	-2586497.0	2648870.0	-0.0042	1239194.0	4.76	0.0493	-0.9765	-0.0018	40.54	184011	61085
2.5	2	2	bar_data_250tick_rot	0.9036	237952	0.8253	-83769.0	160714.0	-0.0198	4322.0	0.0	0.1912	-0.5212	-0.0098	62.16	180793	61085
2.5	2	4	bar_data_250tick_rot	0.7311	237952	0.8253	-288969.0	359018.0	-0.0408	8614.0	0.0	0.1547	-0.8049	-0.0184	51.35	180729	61085
2.5	2	8	bar_data_250tick_rot	0.6094	237952	0.8253	-503569.0	573354.0	-0.0411	17158.0	3.96	0.1289	-0.8783	-0.0178	40.54	180729	61085
2.5	2	16	bar_data_250tick_rot	0.5082	237952	0.8253	-760161.0	827480.0	-0.0345	34166.0	2.18	0.1076	-0.9186	-0.0146	40.54	184011	61085
2.5	2	0	bar_data_250tick_rot	0.233	237952	0.8253	-2586497.0	2648870.0	-0.0042	1239194.0	2.18	0.0493	-0.9765	-0.0018	40.54	184011	61085
2.5	3	4	bar_data_250tick_rot	0.7311	237952	0.8253	-288969.0	359018.0	-0.0408	8614.0	0.0	0.1547	-0.8049	-0.0184	51.35	180729	61085
2.5	3	8	bar_data_250tick_rot	0.6094	237952	0.8253	-503569.0	573354.0	-0.0411	17158.0	0.0	0.1289	-0.8783	-0.0178	40.54	180729	61085
2.5	3	16	bar_data_250tick_rot	0.5082	237952	0.8253	-760161.0	827480.0	-0.0345	34166.0	1.78	0.1076	-0.9186	-0.0146	40.54	184011	61085
2.5	3	0	bar_data_250tick_rot	0.233	237952	0.8253	-2586497.0	2648870.0	-0.0042	1239194.0	0.94	0.0493	-0.9765	-0.0018	40.54	184011	61085
2.5	4	4	bar_data_250tick_rot	0.7311	237952	0.8253	-288969.0	359018.0	-0.0408	8614.0	0.0	0.1547	-0.8049	-0.0184	51.35	180729	61085
2.5	4	8	bar_data_250tick_rot	0.6094	237952	0.8253	-503569.0	573354.0	-0.0411	17158.0	0.0	0.1289	-0.8783	-0.0178	40.54	180729	61085
2.5	4	16	bar_data_250tick_rot	0.5082	237952	0.8253	-760161.0	827480.0	-0.0345	34166.0	0.0	0.1076	-0.9186	-0.0146	40.54	184011	61085
2.5	4	0	bar_data_250tick_rot	0.233	237952	0.8253	-2586497.0	2648870.0	-0.0042	1239194.0	0.84	0.0493	-0.9765	-0.0018	40.54	184011	61085
2.5	5	4	bar_data_250tick_rot	0.7311	237952	0.8253	-288969.0	359018.0	-0.0408	8614.0	0.0	0.1547	-0.8049	-0.0184	51.35	180729	61085
2.5	5	8	bar_data_250tick_rot	0.6094	237952	0.8253	-503569.0	573354.0	-0.0411	17158.0	0.0	0.1289	-0.8783	-0.0178	40.54	180729	61085
2.5	5	16	bar_data_250tick_rot	0.5082	237952	0.8253	-760161.0	827480.0	-0.0345	34166.0	0.0	0.1076	-0.9186	-0.0146	40.54	184011	61085
2.5	5	0	bar_data_250tick_rot	0.233	237952	0.8253	-2586497.0	2648870.0	-0.0042	1239194.0	0.0	0.0493	-0.9765	-0.0018	40.54	184011	61085
3.0	1	1	bar_data_250tick_rot	1.8819	208201	0.8236	482129.0	3420.0	0.208	2190.0	0.0	0.4032	140.9734	0.125	100.0	4351	61085
3.0	1	2	bar_data_250tick_rot	1.5765	208201	0.8236	376217.0	17670.0	0.1004	4368.0	0.0	0.3376	21.2913	0.0384	86.49	25156	61085
3.0	1	4	bar_data_250tick_rot	1.4153	208201	0.8236	301913.0	41112.0	0.0492	8700.0	7.72	0.3032	7.3437	0.0154	78.38	97602	61085
3.0	1	8	bar_data_250tick_rot	1.2677	208201	0.8236	217265.0	98484.0	0.0205	17316.0	4.72	0.2716	2.2061	0.006	75.68	135815	61085
3.0	1	16	bar_data_250tick_rot	1.102	208201	0.8236	95201.0	187392.0	0.0049	34452.0	4.72	0.236	0.508	0.0014	72.97	165366	61085
3.0	1	0	bar_data_250tick_rot	0.4474	208201	0.8236	-1270861.0	1552776.0	-0.0026	1053756.0	4.72	0.0958	-0.8184	-0.0007	67.57	165366	61085
3.0	2	2	bar_data_250tick_rot	1.5765	208201	0.8236	376217.0	17670.0	0.1004	4368.0	0.0	0.3376	21.2913	0.0384	86.49	25156	61085
3.0	2	4	bar_data_250tick_rot	1.4153	208201	0.8236	301913.0	41112.0	0.0492	8700.0	0.0	0.3032	7.3437	0.0154	78.38	97602	61085
3.0	2	8	bar_data_250tick_rot	1.2677	208201	0.8236	217265.0	98484.0	0.0205	17316.0	3.0	0.2716	2.2061	0.006	75.68	135815	61085
3.0	2	16	bar_data_250tick_rot	1.102	208201	0.8236	95201.0	187392.0	0.0049	34452.0	1.84	0.236	0.508	0.0014	72.97	165366	61085
3.0	2	0	bar_data_250tick_rot	0.4474	208201	0.8236	-1270861.0	1552776.0	-0.0026	1053756.0	1.84	0.0958	-0.8184	-0.0007	67.57	165366	61085
3.0	3	4	bar_data_250tick_rot	1.4153	208201	0.8236	301913.0	41112.0	0.0492	8700.0	0.0	0.3032	7.3437	0.0154	78.38	97602	61085
3.0	3	8	bar_data_250tick_rot	1.2677	208201	0.8236	217265.0	98484.0	0.0205	17316.0	0.0	0.2716	2.2061	0.006	75.68	135815	61085
3.0	3	16	bar_data_250tick_rot	1.102	208201	0.8236	95201.0	187392.0	0.0049	34452.0	1.16	0.236	0.508	0.0014	72.97	165366	61085
3.0	3	0	bar_data_250tick_rot	0.4474	208201	0.8236	-1270861.0	1552776.0	-0.0026	1053756.0	0.65	0.0958	-0.8184	-0.0007	67.57	165366	61085
3.0	4	4	bar_data_250tick_rot	1.4153	208201	0.8236	301913.0	41112.0	0.0492	8700.0	0.0	0.3032	7.3437	0.0154	78.38	97602	61085
3.0	4	8	bar_data_250tick_rot	1.2677	208201	0.8236	217265.0	98484.0	0.0205	17316.0	0.0	0.2716	2.2061	0.006	75.68	135815	61085
3.0	4	16	bar_data_250tick_rot	1.102	208201	0.8236	95201.0	187392.0	0.0049	34452.0	0.0	0.236	0.508	0.0014	72.97	165366	61085
3.0	4	0	bar_data_250tick_rot	0.4474	208201	0.8236	-1270861.0	1552776.0	-0.0026	1053756.0	0.51	0.0958	-0.8184	-0.0007	67.57	165366	61085
3.0	5	4	bar_data_250tick_rot	1.4153	208201	0.8236	301913.0	41112.0	0.0492	8700.0	0.0	0.3032	7.3437	0.0154	78.38	97602	61085
3.0	5	8	bar_data_250tick_rot	1.2677	208201	0.8236	217265.0	98484.0	0.0205	17316.0	0.0	0.2716	2.2061	0.006	75.68	135815	61085
3.0	5	16	bar_data_250tick_rot	1.102	208201	0.8236	95201.0	187392.0	0.0049	34452.0	0.0	0.236	0.508	0.0014	72.97	165366	61085
3.0	5	0	bar_data_250tick_rot	0.4474	208201	0.8236	-1270861.0	1552776.0	-0.0026	1053756.0	0.0	0.0958	-0.8184	-0.0007	67.57	165366	61085
3.5	1	1	bar_data_250tick_rot	2.5188	179494	0.8219	711667.0	2348.0	0.3335	2190.0	0.0	0.5457	303.095	0.2057	100.0	1215	61085
3.5	1	2	bar_data_250tick_rot	2.3071	179494	0.9296	690591.0	7864.0	0.2074	4366.0	0.0	0.1745	87.8168	0.0755	97.3	5292	61085
3.5	1	4	bar_data_250tick_rot	2.3162	179494	0.9296	692663.0	22294.0	0.1292	8690.0	7.04	0.1752	31.0695	0.0378	94.59	12779	61085
3.5	1	8	bar_data_250tick_rot	2.2222	179494	0.9296	670407.0	39628.0	0.0719	17282.0	4.64	0.1681	16.9175	0.0197	91.89	18834	61085
3.5	1	16	bar_data_250tick_rot	1.9975	179494	0.9296	608695.0	60194.0	0.0352	34354.0	4.64	0.1511	10.1122	0.0095	89.19	25172	61085
3.5	1	0	bar_data_250tick_rot	0.7125	179494	0.9296	-491765.0	944780.0	-0.0013	901522.0	4.64	0.0539	-0.5205	-0.0003	78.38	138059	61085
3.5	2	2	bar_data_250tick_rot	2.3071	179494	0.9296	690591.0	7864.0	0.2074	4366.0	0.0	0.1745	87.8168	0.0755	97.3	5292	61085
3.5	2	4	bar_data_250tick_rot	2.3162	179494	0.9296	692663.0	22294.0	0.1292	8690.0	0.0	0.1752	31.0695	0.0378	94.59	12779	61085
3.5	2	8	bar_data_250tick_rot	2.2222	179494	0.9296	670407.0	39628.0	0.0719	17282.0	2.39	0.1681	16.9175	0.0197	91.89	18834	61085
3.5	2	16	bar_data_250tick_rot	1.9975	179494	0.9296	608695.0	60194.0	0.0352	34354.0	1.58	0.1511	10.1122	0.0095	89.19	25172	61085
3.5	2	0	bar_data_250tick_rot	0.7125	179494	0.9296	-491765.0	944780.0	-0.0013	901522.0	1.58	0.0539	-0.5205	-0.0003	78.38	138059	61085
3.5	3	4	bar_data_250tick_rot	2.3162	179494	0.9296	692663.0	22294.0	0.1292	8690.0	0.0	0.1752	31.0695	0.0378	94.59	12779	61085
3.5	3	8	bar_data_250tick_rot	2.2222	179494	0.9296	670407.0	39628.0	0.0719	17282.0	0.0	0.1681	16.9175	0.0197	91.89	18834	61085
3.5	3	16	bar_data_250tick_rot	1.9975	179494	0.9296	608695.0	60194.0	0.0352	34354.0	0.82	0.1511	10.1122	0.0095	89.19	25172	61085
3.5	3	0	bar_data_250tick_rot	0.7125	179494	0.9296	-491765.0	944780.0	-0.0013	901522.0	0.49	0.0539	-0.5205	-0.0003	78.38	138059	61085
3.5	4	4	bar_data_250tick_rot	2.3162	179494	0.9296	692663.0	22294.0	0.1292	8690.0	0.0	0.1752	31.0695	0.0378	94.59	12779	61085
3.5	4	8	bar_data_250tick_rot	2.2222	179494	0.9296	670407.0	39628.0	0.0719	17282.0	0.0	0.1681	16.9175	0.0197	91.89	18834	61085
3.5	4	16	bar_data_250tick_rot	1.9975	179494	0.9296	608695.0	60194.0	0.0352	34354.0	0.0	0.1511	10.1122	0.0095	89.19	25172	61085
3.5	4	0	bar_data_250tick_rot	0.7125	179494	0.9296	-491765.0	944780.0	-0.0013	901522.0	0.33	0.0539	-0.5205	-0.0003	78.38	138059	61085
3.5	5	4	bar_data_250tick_rot	2.3162	179494	0.9296	692663.0	22294.0	0.1292	8690.0	0.0	0.1752	31.0695	0.0378	94.59	12779	61085
3.5	5	8	bar_data_250tick_rot	2.2222	179494	0.9296	670407.0	39628.0	0.0719	17282.0	0.0	0.1681	16.9175	0.0197	91.89	18834	61085
3.5	5	16	bar_data_250tick_rot	1.9975	179494	0.9296	608695.0	60194.0	0.0352	34354.0	0.0	0.1511	10.1122	0.0095	89.19	25172	61085
3.5	5	0	bar_data_250tick_rot	0.7125	179494	0.9296	-491765.0	944780.0	-0.0013	901522.0	0.0	0.0539	-0.5205	-0.0003	78.38	138059	61085
4.0	1	1	bar_data_250tick_rot	3.1295	154241	0.8212	861929.0	2236.0	0.4367	2214.0	0.0	0.6812	385.4781	0.274	100.0	913	61085
4.0	1	2	bar_data_250tick_rot	3.0484	154241	0.935	898321.0	6366.0	0.2998	4412.0	0.0	0.2119	141.1123	0.1042	100.0	3072	61085
4.0	1	4	bar_data_250tick_rot	3.3767	154241	0.935	940965.0	15322.0	0.1969	8776.0	6.5	0.2347	61.4127	0.0546	97.3	4586	61085
4.0	1	8	bar_data_250tick_rot	3.4338	154241	0.935	947549.0	29988.0	0.113	17440.0	4.49	0.2387	31.5976	0.0295	94.59	6883	61085
4.0	1	16	bar_data_250tick_rot	3.1687	154241	0.935	914973.0	55844.0	0.0583	34640.0	4.49	0.2202	16.3844	0.015	94.59	13483	61085
4.0	1	0	bar_data_250tick_rot	0.9835	154241	0.935	-22387.0	837238.0	-0.0001	804812.0	4.49	0.0684	-0.0267	-0.0	83.78	125822	61085
4.0	2	2	bar_data_250tick_rot	3.0484	154241	0.935	898321.0	6366.0	0.2998	4412.0	0.0	0.2119	141.1123	0.1042	100.0	3072	61085
4.0	2	4	bar_data_250tick_rot	3.3767	154241	0.935	940965.0	15322.0	0.1969	8776.0	0.0	0.2347	61.4127	0.0546	97.3	4586	61085
4.0	2	8	bar_data_250tick_rot	3.4338	154241	0.935	947549.0	29988.0	0.113	17440.0	2.01	0.2387	31.5976	0.0295	94.59	6883	61085
4.0	2	16	bar_data_250tick_rot	3.1687	154241	0.935	914973.0	55844.0	0.0583	34640.0	1.38	0.2202	16.3844	0.015	94.59	13483	61085
4.0	2	0	bar_data_250tick_rot	0.9835	154241	0.935	-22387.0	837238.0	-0.0001	804812.0	1.38	0.0684	-0.0267	-0.0	83.78	125822	61085
4.0	3	4	bar_data_250tick_rot	3.3767	154241	0.935	940965.0	15322.0	0.1969	8776.0	0.0	0.2347	61.4127	0.0546	97.3	4586	61085
4.0	3	8	bar_data_250tick_rot	3.4338	154241	0.935	947549.0	29988.0	0.113	17440.0	0.0	0.2387	31.5976	0.0295	94.59	6883	61085
4.0	3	16	bar_data_250tick_rot	3.1687	154241	0.935	914973.0	55844.0	0.0583	34640.0	0.63	0.2202	16.3844	0.015	94.59	13483	61085
4.0	3	0	bar_data_250tick_rot	0.9835	154241	0.935	-22387.0	837238.0	-0.0001	804812.0	0.4	0.0684	-0.0267	-0.0	83.78	125822	61085
4.0	4	4	bar_data_250tick_rot	3.3767	154241	0.935	940965.0	15322.0	0.1969	8776.0	0.0	0.2347	61.4127	0.0546	97.3	4586	61085
4.0	4	8	bar_data_250tick_rot	3.4338	154241	0.935	947549.0	29988.0	0.113	17440.0	0.0	0.2387	31.5976	0.0295	94.59	6883	61085
4.0	4	16	bar_data_250tick_rot	3.1687	154241	0.935	914973.0	55844.0	0.0583	34640.0	0.0	0.2202	16.3844	0.015	94.59	13483	61085
4.0	4	0	bar_data_250tick_rot	0.9835	154241	0.935	-22387.0	837238.0	-0.0001	804812.0	0.23	0.0684	-0.0267	-0.0	83.78	125822	61085
4.0	5	4	bar_data_250tick_rot	3.3767	154241	0.935	940965.0	15322.0	0.1969	8776.0	0.0	0.2347	61.4127	0.0546	97.3	4586	61085
4.0	5	8	bar_data_250tick_rot	3.4338	154241	0.935	947549.0	29988.0	0.113	17440.0	0.0	0.2387	31.5976	0.0295	94.59	6883	61085
4.0	5	16	bar_data_250tick_rot	3.1687	154241	0.935	914973.0	55844.0	0.0583	34640.0	0.0	0.2202	16.3844	0.015	94.59	13483	61085
4.0	5	0	bar_data_250tick_rot	0.9835	154241	0.935	-22387.0	837238.0	-0.0001	804812.0	0.0	0.0684	-0.0267	-0.0	83.78	125822	61085
4.5	1	1	bar_data_250tick_rot	3.6395	130942	0.8201	934603.0	2184.0	0.5145	2184.0	0.0	0.7984	427.9318	0.329	100.0	633	61085
4.5	1	2	bar_data_250tick_rot	3.6681	130942	0.9375	1004455.0	4818.0	0.3725	4350.0	0.0	0.2444	208.4797	0.1269	100.0	1234	61085
