config_id,approach,step_dist,add_dist,confirm_dist,max_adds,add_size,cycle_count,win_count,loss_count,win_rate,gross_pnl,net_pnl,total_costs,npf_gross,npf_net,avg_win_net,avg_loss_net,max_drawdown_ticks,profit_per_dd,max_position,avg_cycle_duration_bars,cycles_0_adds,cycles_1_add,cycles_multi_add,pnl_0_adds,pnl_1_add,pnl_multi_add,flatten_reseed_would_fire,incomplete_cycles,incomplete_unrealized_pnl
C_SD20_CD8.0_MA1,C,20.0,0.0,8.0,1,1,410,410,0,1.0,52439.0,49159.0,3280.0,999.0,999.0,119.9,0.0,0.0,999.0,2,21945.77,0,410,0,0.0,49159.0,0.0,0,59,-63662.0
C_SD20_CD8.0_MA2,C,20.0,0.0,8.0,2,1,410,410,0,1.0,58974.0,54054.0,4920.0,999.0,999.0,131.839,0.0,0.0,999.0,3,21945.77,0,0,410,0.0,0.0,54054.0,0,59,-72230.0
C_SD25_CD10.0_MA1,C,25.0,0.0,10.0,1,1,330,330,0,1.0,52780.0,50140.0,2640.0,999.0,999.0,151.9394,0.0,0.0,999.0,2,26786.65,0,330,0,0.0,50140.0,0.0,0,59,-59333.0
C_SD25_CD10.0_MA2,C,25.0,0.0,10.0,2,1,330,330,0,1.0,59328.0,55368.0,3960.0,999.0,999.0,167.7818,0.0,0.0,999.0,3,26786.65,0,0,330,0.0,0.0,55368.0,0,59,-65232.0
C_SD25_CD12.5_MA1,C,25.0,0.0,12.5,1,1,330,330,0,1.0,49475.0,46835.0,2640.0,999.0,999.0,141.9242,0.0,0.0,999.0,2,26786.65,0,330,0,0.0,46835.0,0.0,0,59,-53342.0
C_SD25_CD15.0_MA1,C,25.0,0.0,15.0,1,1,330,330,0,1.0,46211.0,43571.0,2640.0,999.0,999.0,132.0333,0.0,0.0,999.0,2,26786.65,0,330,0,0.0,43571.0,0.0,0,59,-50141.0
C_SD25_CD17.5_MA1,C,25.0,0.0,17.5,1,1,330,330,0,1.0,42929.0,40289.0,2640.0,999.0,999.0,122.0879,0.0,0.0,999.0,2,26786.65,0,330,0,0.0,40289.0,0.0,0,59,-50025.0
C_SD30_CD12.0_MA1,C,30.0,0.0,12.0,1,1,285,285,0,1.0,54695.0,52415.0,2280.0,999.0,999.0,183.9123,0.0,0.0,999.0,2,33016.03,0,285,0,0.0,52415.0,0.0,0,59,-56006.0
C_SD30_CD12.0_MA2,C,30.0,0.0,12.0,2,1,285,285,0,1.0,61513.0,58093.0,3420.0,999.0,999.0,203.8351,0.0,0.0,999.0,3,33016.03,0,0,285,0.0,0.0,58093.0,0,59,-65771.0
C_SD30_CD15.0_MA1,C,30.0,0.0,15.0,1,1,285,285,0,1.0,51275.0,48995.0,2280.0,999.0,999.0,171.9123,0.0,0.0,999.0,2,33016.03,0,285,0,0.0,48995.0,0.0,0,59,-54562.0
C_SD30_CD18.0_MA1,C,30.0,0.0,18.0,1,1,285,285,0,1.0,47875.0,45595.0,2280.0,999.0,999.0,159.9825,0.0,0.0,999.0,2,33016.03,0,285,0,0.0,45595.0,0.0,0,59,-50474.0
C_SD30_CD21.0_MA1,C,30.0,0.0,21.0,1,1,285,285,0,1.0,44438.0,42158.0,2280.0,999.0,999.0,147.9228,0.0,0.0,999.0,2,33016.03,0,285,0,0.0,42158.0,0.0,0,59,-48363.0
C_SD35_CD14.0_MA1,C,35.0,0.0,14.0,1,1,217,217,0,1.0,48684.0,46948.0,1736.0,999.0,999.0,216.3502,0.0,0.0,999.0,2,41963.54,0,217,0,0.0,46948.0,0.0,0,59,-55987.0
C_SD35_CD14.0_MA2,C,35.0,0.0,14.0,2,1,217,217,0,1.0,54782.0,52178.0,2604.0,999.0,999.0,240.4516,0.0,0.0,999.0,3,41963.54,0,0,217,0.0,0.0,52178.0,0,59,-65250.0
C_SD35_CD17.5_MA1,C,35.0,0.0,17.5,1,1,217,217,0,1.0,45667.0,43931.0,1736.0,999.0,999.0,202.447,0.0,0.0,999.0,2,41963.54,0,217,0,0.0,43931.0,0.0,0,59,-53235.0
C_SD35_CD21.0_MA1,C,35.0,0.0,21.0,1,1,217,217,0,1.0,42630.0,40894.0,1736.0,999.0,999.0,188.4516,0.0,0.0,999.0,2,41963.54,0,217,0,0.0,40894.0,0.0,0,59,-52513.0
C_SD35_CD24.5_MA1,C,35.0,0.0,24.5,1,1,217,217,0,1.0,39585.0,37849.0,1736.0,999.0,999.0,174.4194,0.0,0.0,999.0,2,41963.54,0,217,0,0.0,37849.0,0.0,0,59,-46293.0
C_SD40_CD16.0_MA1,C,40.0,0.0,16.0,1,1,216,216,0,1.0,55368.0,53640.0,1728.0,999.0,999.0,248.3333,0.0,0.0,999.0,2,47363.97,0,216,0,0.0,53640.0,0.0,0,59,-49775.0
C_SD40_CD16.0_MA2,C,40.0,0.0,16.0,2,1,216,216,0,1.0,62283.0,59691.0,2592.0,999.0,999.0,276.3472,0.0,0.0,999.0,3,47363.97,0,0,216,0.0,0.0,59691.0,0,59,-56514.0
C_SD40_CD20.0_MA1,C,40.0,0.0,20.0,1,1,216,216,0,1.0,51949.0,50221.0,1728.0,999.0,999.0,232.5046,0.0,0.0,999.0,2,47363.97,0,216,0,0.0,50221.0,0.0,0,59,-45882.0
C_SD40_CD24.0_MA1,C,40.0,0.0,24.0,1,1,216,216,0,1.0,48489.0,46761.0,1728.0,999.0,999.0,216.4861,0.0,0.0,999.0,2,47363.97,0,216,0,0.0,46761.0,0.0,0,59,-42529.0
C_SD40_CD28.0_MA1,C,40.0,0.0,28.0,1,1,216,216,0,1.0,45013.0,43285.0,1728.0,999.0,999.0,200.3935,0.0,0.0,999.0,2,47363.97,0,216,0,0.0,43285.0,0.0,0,59,-40328.0
C_SD50_CD20.0_MA1,C,50.0,0.0,20.0,1,1,143,143,0,1.0,45802.0,44658.0,1144.0,999.0,999.0,312.2937,0.0,0.0,999.0,2,62936.21,0,143,0,0.0,44658.0,0.0,0,59,-56136.0
C_SD50_CD20.0_MA2,C,50.0,0.0,20.0,2,1,143,143,0,1.0,51540.0,49824.0,1716.0,999.0,999.0,348.4196,0.0,0.0,999.0,3,62936.21,0,0,143,0.0,0.0,49824.0,0,59,-63612.0
C_SD50_CD25.0_MA1,C,50.0,0.0,25.0,1,1,143,143,0,1.0,42941.0,41797.0,1144.0,999.0,999.0,292.2867,0.0,0.0,999.0,2,62936.21,0,143,0,0.0,41797.0,0.0,0,59,-55316.0
C_SD50_CD30.0_MA1,C,50.0,0.0,30.0,1,1,143,143,0,1.0,40081.0,38937.0,1144.0,999.0,999.0,272.2867,0.0,0.0,999.0,2,62936.21,0,143,0,0.0,38937.0,0.0,0,59,-45715.0
C_SD50_CD35.0_MA1,C,50.0,0.0,35.0,1,1,143,143,0,1.0,37225.0,36081.0,1144.0,999.0,999.0,252.3147,0.0,0.0,999.0,2,62936.21,0,143,0,0.0,36081.0,0.0,0,59,-43686.0
D_SD15_CD10.5_AS2,D,15.0,0.0,10.5,1,2,567,567,0,1.0,54520.0,47716.0,6804.0,999.0,999.0,84.1552,0.0,0.0,999.0,3,16449.99,0,567,0,0.0,47716.0,0.0,0,60,-58715.0
D_SD15_CD10.5_AS3,D,15.0,0.0,10.5,1,3,567,567,0,1.0,64682.0,55610.0,9072.0,999.0,999.0,98.0776,0.0,0.0,999.0,4,16449.99,0,567,0,0.0,55610.0,0.0,0,60,-68628.0
D_SD15_CD6.0_AS2,D,15.0,0.0,6.0,1,2,567,567,0,1.0,74814.0,68010.0,6804.0,999.0,999.0,119.9471,0.0,0.0,999.0,3,16449.99,0,567,0,0.0,68010.0,0.0,0,60,-80215.0
D_SD15_CD6.0_AS3,D,15.0,0.0,6.0,1,3,567,567,0,1.0,95123.0,86051.0,9072.0,999.0,999.0,151.7654,0.0,0.0,999.0,4,16449.99,0,567,0,0.0,86051.0,0.0,0,60,-100878.0
D_SD15_CD7.5_AS2,D,15.0,0.0,7.5,1,2,567,567,0,1.0,67960.0,61156.0,6804.0,999.0,999.0,107.8589,0.0,0.0,999.0,3,16449.99,0,567,0,0.0,61156.0,0.0,0,60,-76547.0
D_SD15_CD7.5_AS3,D,15.0,0.0,7.5,1,3,567,567,0,1.0,84842.0,75770.0,9072.0,999.0,999.0,133.6332,0.0,0.0,999.0,4,16449.99,0,567,0,0.0,75770.0,0.0,0,60,-95376.0
D_SD15_CD9.0_AS2,D,15.0,0.0,9.0,1,2,567,567,0,1.0,61224.0,54420.0,6804.0,999.0,999.0,95.9788,0.0,0.0,999.0,3,16449.99,0,567,0,0.0,54420.0,0.0,0,60,-69357.0
D_SD15_CD9.0_AS3,D,15.0,0.0,9.0,1,3,567,567,0,1.0,74738.0,65666.0,9072.0,999.0,999.0,115.8131,0.0,0.0,999.0,4,16449.99,0,567,0,0.0,65666.0,0.0,0,60,-84591.0
D_SD20_CD10.0_AS2,D,20.0,0.0,10.0,1,2,410,410,0,1.0,65555.0,60635.0,4920.0,999.0,999.0,147.8902,0.0,0.0,999.0,3,21945.77,0,410,0,0.0,60635.0,0.0,0,59,-82911.0
D_SD20_CD10.0_AS3,D,20.0,0.0,10.0,1,3,410,410,0,1.0,81884.0,75324.0,6560.0,999.0,999.0,183.7171,0.0,0.0,999.0,4,21945.77,0,410,0,0.0,75324.0,0.0,0,59,-105278.0
D_SD20_CD12.0_AS2,D,20.0,0.0,12.0,1,2,410,410,0,1.0,59009.0,54089.0,4920.0,999.0,999.0,131.9244,0.0,0.0,999.0,3,21945.77,0,410,0,0.0,54089.0,0.0,0,59,-80675.0
D_SD20_CD12.0_AS3,D,20.0,0.0,12.0,1,3,410,410,0,1.0,72065.0,65505.0,6560.0,999.0,999.0,159.7683,0.0,0.0,999.0,4,21945.77,0,410,0,0.0,65505.0,0.0,0,59,-101924.0
D_SD20_CD14.0_AS2,D,20.0,0.0,14.0,1,2,410,410,0,1.0,52509.0,47589.0,4920.0,999.0,999.0,116.0707,0.0,0.0,999.0,3,21945.77,0,410,0,0.0,47589.0,0.0,0,59,-71633.0
D_SD20_CD14.0_AS3,D,20.0,0.0,14.0,1,3,410,410,0,1.0,62315.0,55755.0,6560.0,999.0,999.0,135.9878,0.0,0.0,999.0,4,21945.77,0,410,0,0.0,55755.0,0.0,0,59,-88361.0
D_SD20_CD8.0_AS2,D,20.0,0.0,8.0,1,2,410,410,0,1.0,71981.0,67061.0,4920.0,999.0,999.0,163.5634,0.0,0.0,999.0,3,21945.77,0,410,0,0.0,67061.0,0.0,0,59,-89147.0
D_SD20_CD8.0_AS3,D,20.0,0.0,8.0,1,3,410,410,0,1.0,91523.0,84963.0,6560.0,999.0,999.0,207.2268,0.0,0.0,999.0,4,21945.77,0,410,0,0.0,84963.0,0.0,0,59,-114632.0
D_SD25_CD10.0_AS2,D,25.0,0.0,10.0,1,2,330,330,0,1.0,72508.0,68548.0,3960.0,999.0,999.0,207.7212,0.0,0.0,999.0,3,26786.65,0,330,0,0.0,68548.0,0.0,0,59,-81370.0
D_SD25_CD10.0_AS3,D,25.0,0.0,10.0,1,3,330,330,0,1.0,92236.0,86956.0,5280.0,999.0,999.0,263.503,0.0,0.0,999.0,4,26786.65,0,330,0,0.0,86956.0,0.0,0,59,-103407.0
D_SD25_CD12.5_AS2,D,25.0,0.0,12.5,1,2,330,330,0,1.0,65898.0,61938.0,3960.0,999.0,999.0,187.6909,0.0,0.0,999.0,3,26786.65,0,330,0,0.0,61938.0,0.0,0,59,-69388.0
D_SD25_CD12.5_AS3,D,25.0,0.0,12.5,1,3,330,330,0,1.0,82321.0,77041.0,5280.0,999.0,999.0,233.4576,0.0,0.0,999.0,4,26786.65,0,330,0,0.0,77041.0,0.0,0,59,-85434.0
D_SD25_CD15.0_AS2,D,25.0,0.0,15.0,1,2,330,330,0,1.0,59370.0,55410.0,3960.0,999.0,999.0,167.9091,0.0,0.0,999.0,3,26786.65,0,330,0,0.0,55410.0,0.0,0,59,-62986.0
D_SD25_CD15.0_AS3,D,25.0,0.0,15.0,1,3,330,330,0,1.0,72529.0,67249.0,5280.0,999.0,999.0,203.7848,0.0,0.0,999.0,4,26786.65,0,330,0,0.0,67249.0,0.0,0,59,-75831.0
D_SD25_CD17.5_AS2,D,25.0,0.0,17.5,1,2,330,330,0,1.0,52806.0,48846.0,3960.0,999.0,999.0,148.0182,0.0,0.0,999.0,3,26786.65,0,330,0,0.0,48846.0,0.0,0,59,-62754.0
D_SD25_CD17.5_AS3,D,25.0,0.0,17.5,1,3,330,330,0,1.0,62683.0,57403.0,5280.0,999.0,999.0,173.9485,0.0,0.0,999.0,4,26786.65,0,330,0,0.0,57403.0,0.0,0,59,-75483.0
D_SD30_CD12.0_AS2,D,30.0,0.0,12.0,1,2,285,285,0,1.0,75156.0,71736.0,3420.0,999.0,999.0,251.7053,0.0,0.0,999.0,3,33016.03,0,285,0,0.0,71736.0,0.0,0,59,-76273.0
D_SD30_CD12.0_AS3,D,30.0,0.0,12.0,1,3,285,285,0,1.0,95617.0,91057.0,4560.0,999.0,999.0,319.4982,0.0,0.0,999.0,4,33016.03,0,285,0,0.0,91057.0,0.0,0,59,-96540.0
D_SD30_CD15.0_AS2,D,30.0,0.0,15.0,1,2,285,285,0,1.0,68316.0,64896.0,3420.0,999.0,999.0,227.7053,0.0,0.0,999.0,3,33016.03,0,285,0,0.0,64896.0,0.0,0,59,-73385.0
D_SD30_CD15.0_AS3,D,30.0,0.0,15.0,1,3,285,285,0,1.0,85357.0,80797.0,4560.0,999.0,999.0,283.4982,0.0,0.0,999.0,4,33016.03,0,285,0,0.0,80797.0,0.0,0,59,-92208.0
D_SD30_CD18.0_AS2,D,30.0,0.0,18.0,1,2,285,285,0,1.0,61516.0,58096.0,3420.0,999.0,999.0,203.8456,0.0,0.0,999.0,3,33016.03,0,285,0,0.0,58096.0,0.0,0,59,-65209.0
D_SD30_CD18.0_AS3,D,30.0,0.0,18.0,1,3,285,285,0,1.0,75157.0,70597.0,4560.0,999.0,999.0,247.7088,0.0,0.0,999.0,4,33016.03,0,285,0,0.0,70597.0,0.0,0,59,-79944.0
D_SD30_CD21.0_AS2,D,30.0,0.0,21.0,1,2,285,285,0,1.0,54642.0,51222.0,3420.0,999.0,999.0,179.7263,0.0,0.0,999.0,3,33016.03,0,285,0,0.0,51222.0,0.0,0,59,-60987.0
D_SD30_CD21.0_AS3,D,30.0,0.0,21.0,1,3,285,285,0,1.0,64846.0,60286.0,4560.0,999.0,999.0,211.5298,0.0,0.0,999.0,4,33016.03,0,285,0,0.0,60286.0,0.0,0,59,-73611.0
D_SD35_CD14.0_AS2,D,35.0,0.0,14.0,1,2,217,217,0,1.0,66921.0,64317.0,2604.0,999.0,999.0,296.3917,0.0,0.0,999.0,3,41963.54,0,217,0,0.0,64317.0,0.0,0,59,-76739.0
D_SD35_CD14.0_AS3,D,35.0,0.0,14.0,1,3,217,217,0,1.0,85158.0,81686.0,3472.0,999.0,999.0,376.4332,0.0,0.0,999.0,4,41963.54,0,217,0,0.0,81686.0,0.0,0,59,-97491.0
D_SD35_CD17.5_AS2,D,35.0,0.0,17.5,1,2,217,217,0,1.0,60887.0,58283.0,2604.0,999.0,999.0,268.5853,0.0,0.0,999.0,3,41963.54,0,217,0,0.0,58283.0,0.0,0,59,-71235.0
D_SD35_CD17.5_AS3,D,35.0,0.0,17.5,1,3,217,217,0,1.0,76107.0,72635.0,3472.0,999.0,999.0,334.7235,0.0,0.0,999.0,4,41963.54,0,217,0,0.0,72635.0,0.0,0,59,-89235.0
D_SD35_CD21.0_AS2,D,35.0,0.0,21.0,1,2,217,217,0,1.0,54813.0,52209.0,2604.0,999.0,999.0,240.5945,0.0,0.0,999.0,3,41963.54,0,217,0,0.0,52209.0,0.0,0,59,-69791.0
D_SD35_CD21.0_AS3,D,35.0,0.0,21.0,1,3,217,217,0,1.0,66996.0,63524.0,3472.0,999.0,999.0,292.7373,0.0,0.0,999.0,4,41963.54,0,217,0,0.0,63524.0,0.0,0,59,-87069.0
D_SD35_CD24.5_AS2,D,35.0,0.0,24.5,1,2,217,217,0,1.0,48723.0,46119.0,2604.0,999.0,999.0,212.53,0.0,0.0,999.0,3,41963.54,0,217,0,0.0,46119.0,0.0,0,59,-57351.0
D_SD35_CD24.5_AS3,D,35.0,0.0,24.5,1,3,217,217,0,1.0,57861.0,54389.0,3472.0,999.0,999.0,250.6406,0.0,0.0,999.0,4,41963.54,0,217,0,0.0,54389.0,0.0,0,59,-68409.0
D_SD40_CD16.0_AS2,D,40.0,0.0,16.0,1,2,216,216,0,1.0,76103.0,73511.0,2592.0,999.0,999.0,340.3287,0.0,0.0,999.0,3,47363.97,0,216,0,0.0,73511.0,0.0,0,59,-66837.0
D_SD40_CD16.0_AS3,D,40.0,0.0,16.0,1,3,216,216,0,1.0,96838.0,93382.0,3456.0,999.0,999.0,432.3241,0.0,0.0,999.0,4,47363.97,0,216,0,0.0,93382.0,0.0,0,59,-83899.0
D_SD40_CD20.0_AS2,D,40.0,0.0,20.0,1,2,216,216,0,1.0,69265.0,66673.0,2592.0,999.0,999.0,308.6713,0.0,0.0,999.0,3,47363.97,0,216,0,0.0,66673.0,0.0,0,59,-59051.0
D_SD40_CD20.0_AS3,D,40.0,0.0,20.0,1,3,216,216,0,1.0,86581.0,83125.0,3456.0,999.0,999.0,384.838,0.0,0.0,999.0,4,47363.97,0,216,0,0.0,83125.0,0.0,0,59,-72220.0
D_SD40_CD24.0_AS2,D,40.0,0.0,24.0,1,2,216,216,0,1.0,62345.0,59753.0,2592.0,999.0,999.0,276.6343,0.0,0.0,999.0,3,47363.97,0,216,0,0.0,59753.0,0.0,0,59,-52345.0
D_SD40_CD24.0_AS3,D,40.0,0.0,24.0,1,3,216,216,0,1.0,76201.0,72745.0,3456.0,999.0,999.0,336.7824,0.0,0.0,999.0,4,47363.97,0,216,0,0.0,72745.0,0.0,0,59,-62161.0
D_SD40_CD28.0_AS2,D,40.0,0.0,28.0,1,2,216,216,0,1.0,55393.0,52801.0,2592.0,999.0,999.0,244.4491,0.0,0.0,999.0,3,47363.97,0,216,0,0.0,52801.0,0.0,0,59,-47943.0
D_SD40_CD28.0_AS3,D,40.0,0.0,28.0,1,3,216,216,0,1.0,65773.0,62317.0,3456.0,999.0,999.0,288.5046,0.0,0.0,999.0,4,47363.97,0,216,0,0.0,62317.0,0.0,0,59,-55558.0
D_SD50_CD20.0_AS2,D,50.0,0.0,20.0,1,2,143,143,0,1.0,62970.0,61254.0,1716.0,999.0,999.0,428.3497,0.0,0.0,999.0,3,62936.21,0,143,0,0.0,61254.0,0.0,0,59,-79861.0
D_SD50_CD20.0_AS3,D,50.0,0.0,20.0,1,3,143,143,0,1.0,80138.0,77850.0,2288.0,999.0,999.0,544.4056,0.0,0.0,999.0,4,62936.21,0,143,0,0.0,77850.0,0.0,0,59,-103586.0
D_SD50_CD25.0_AS2,D,50.0,0.0,25.0,1,2,143,143,0,1.0,57248.0,55532.0,1716.0,999.0,999.0,388.3357,0.0,0.0,999.0,3,62936.21,0,143,0,0.0,55532.0,0.0,0,59,-78221.0
D_SD50_CD25.0_AS3,D,50.0,0.0,25.0,1,3,143,143,0,1.0,71555.0,69267.0,2288.0,999.0,999.0,484.3846,0.0,0.0,999.0,4,62936.21,0,143,0,0.0,69267.0,0.0,0,59,-101126.0
D_SD50_CD30.0_AS2,D,50.0,0.0,30.0,1,2,143,143,0,1.0,51528.0,49812.0,1716.0,999.0,999.0,348.3357,0.0,0.0,999.0,3,62936.21,0,143,0,0.0,49812.0,0.0,0,59,-59019.0
D_SD50_CD30.0_AS3,D,50.0,0.0,30.0,1,3,143,143,0,1.0,62975.0,60687.0,2288.0,999.0,999.0,424.3846,0.0,0.0,999.0,4,62936.21,0,143,0,0.0,60687.0,0.0,0,59,-72323.0
D_SD50_CD35.0_AS2,D,50.0,0.0,35.0,1,2,143,143,0,1.0,45816.0,44100.0,1716.0,999.0,999.0,308.3916,0.0,0.0,999.0,3,62936.21,0,143,0,0.0,44100.0,0.0,0,59,-54961.0
D_SD50_CD35.0_AS3,D,50.0,0.0,35.0,1,3,143,143,0,1.0,54407.0,52119.0,2288.0,999.0,999.0,364.4685,0.0,0.0,999.0,4,62936.21,0,143,0,0.0,52119.0,0.0,0,59,-66236.0
