config_id,step_dist,add_dist,max_adds,reversal_target,cycle_count,success_count,failure_count,success_rate,win_count,loss_count,win_rate,gross_pnl,net_pnl,total_costs,npf_gross,npf_net,avg_win_net,avg_loss_net,max_drawdown_ticks,profit_per_dd,max_position,avg_cycle_duration_bars,cycles_0_adds,cycles_1_add,cycles_multi_add,pnl_0_adds,pnl_1_add,pnl_multi_add,failure_after_failure,incomplete_cycles,incomplete_unrealized_pnl,adjusted_net_pnl,avg_progress_hwm_success,avg_progress_hwm_failure,avg_cycle_waste_pct,first_cycle_success_rate,later_cycle_success_rate
FA_SD25_R04_MA1_RT70,25.0,10.0,1,0.7,6968,4123,2845,0.5917,4123,2845,0.5917,5144.0,-40402.0,45546.0,1.0113,0.9156,106.2479,-168.1764,40642.0,-0.9941,2,3545.48,2579,4389,0,171176.0,-211578.0,0.0,1181,59,215.0,-40187.0,70.35,28.54,38.48,0.678,0.591
FA_SD25_R04_MA1_RT80,25.0,10.0,1,0.8,6019,3346,2673,0.5559,3346,2673,0.5559,377.0,-39813.0,40190.0,1.0009,0.9114,122.4214,-168.1388,40551.0,-0.9818,2,4096.38,2020,3999,0,154052.0,-193865.0,0.0,1187,59,858.0,-38955.0,80.25,32.56,40.9,0.6271,0.5552
FA_SD25_R04_MA2_RT100,25.0,10.0,2,1.0,4856,2401,2455,0.4944,2401,2455,0.4944,-10002.0,-54336.0,44334.0,0.9774,0.8848,173.7709,-192.0815,56485.0,-0.962,3,5034.78,1368,778,2710,131617.0,181176.0,-367129.0,1237,59,2068.0,-52268.0,100.25,37.77,44.84,0.6102,0.493
FA_SD25_R04_MA2_RT50,25.0,10.0,2,0.5,9815,6559,3256,0.6683,6559,3256,0.6683,6121.0,-70001.0,76122.0,1.0104,0.8881,84.7312,-192.1846,73019.0,-0.9587,3,2526.71,4372,1700,3743,203059.0,225960.0,-499020.0,1081,59,-610.0,-70611.0,50.42,20.9,34.76,0.7458,0.6678
FA_SD25_R04_MA2_RT60,25.0,10.0,2,0.6,8081,5009,3072,0.6198,5009,3072,0.6198,-11671.0,-77521.0,65850.0,0.9789,0.8686,102.2795,-192.0049,82507.0,-0.9396,3,3064.11,3212,1386,3483,181099.0,211224.0,-469844.0,1185,59,-309.0,-77830.0,60.36,25.25,36.64,0.7119,0.6192
FA_SD25_R04_MA2_RT70,25.0,10.0,2,0.7,6968,4123,2845,0.5917,4123,2845,0.5917,4519.0,-53895.0,58414.0,1.0088,0.9014,119.5093,-192.1378,54132.0,-0.9956,3,3545.48,2579,1172,3217,171176.0,202250.0,-427321.0,1181,59,698.0,-53197.0,70.35,28.54,38.48,0.678,0.591
FA_SD25_R04_MA2_RT80,25.0,10.0,2,0.8,6019,3346,2673,0.5559,3346,2673,0.5559,-1195.0,-53369.0,52174.0,0.9975,0.8961,137.5242,-192.1156,53635.0,-0.995,3,4096.38,2020,1003,2996,154052.0,193345.0,-400766.0,1187,59,1254.0,-52115.0,80.25,32.56,40.9,0.6271,0.5552
FA_SD25_R05_MA1_RT100,25.0,12.5,1,1.0,4856,2401,2455,0.4944,2401,2455,0.4944,-7111.0,-39677.0,32566.0,0.9807,0.8978,145.1558,-158.1246,42816.0,-0.9267,2,5034.78,1600,3256,0,153926.0,-193603.0,0.0,1237,59,1147.0,-38530.0,100.25,37.77,44.84,0.6102,0.493
FA_SD25_R05_MA1_RT50,25.0,12.5,1,0.5,9815,6559,3256,0.6683,6559,3256,0.6683,4353.0,-54513.0,58866.0,1.0089,0.8942,70.2348,-158.2257,56589.0,-0.9633,2,2526.71,4943,4872,0,229515.0,-284028.0,0.0,1081,59,-976.0,-55489.0,50.42,20.9,34.76,0.7458,0.6678
FA_SD25_R05_MA1_RT60,25.0,12.5,1,0.6,8081,5009,3072,0.6198,5009,3072,0.6198,-10520.0,-60606.0,50086.0,0.9772,0.8752,84.8601,-158.0957,64708.0,-0.9366,2,3064.11,3670,4411,0,206881.0,-267487.0,0.0,1185,59,-576.0,-61182.0,60.36,25.25,36.64,0.7119,0.6192
FA_SD25_R05_MA1_RT70,25.0,12.5,1,0.7,6968,4123,2845,0.5917,4123,2845,0.5917,5135.0,-38955.0,44090.0,1.012,0.9134,99.7065,-158.188,39225.0,-0.9931,2,3545.48,2943,4025,0,195288.0,-234243.0,0.0,1181,59,257.0,-38698.0,70.35,28.54,38.48,0.678,0.591
FA_SD25_R05_MA1_RT80,25.0,12.5,1,0.8,6019,3346,2673,0.5559,3346,2673,0.5559,-1338.0,-40248.0,38910.0,0.9967,0.9048,114.28,-158.1104,42077.0,-0.9565,2,4096.38,2340,3679,0,178452.0,-218700.0,0.0,1187,59,912.0,-39336.0,80.25,32.56,40.9,0.6271,0.5552
FA_SD30_MA0_RT100,30.0,12.0,0,1.0,3306,1663,1643,0.503,1663,1643,0.503,2350.0,-10992.0,13342.0,1.0119,0.9462,116.1744,-124.2788,12455.0,-0.8825,1,7261.57,3306,0,0,-10992.0,0.0,0.0,820,59,-481.0,-11473.0,100.18,38.42,54.11,0.6271,0.5008
FA_SD30_MA0_RT50,30.0,12.0,0,0.5,6731,4473,2258,0.6645,4473,2258,0.6645,-1546.0,-28588.0,27042.0,0.9943,0.8981,56.3349,-124.2578,29929.0,-0.9552,1,3644.37,6731,0,0,-28588.0,0.0,0.0,770,59,-983.0,-29571.0,50.29,21.68,41.41,0.678,0.6644
FA_SD30_MA0_RT60,30.0,12.0,0,0.6,5607,3534,2073,0.6303,3534,2073,0.6303,6442.0,-16104.0,22546.0,1.0258,0.9375,68.3277,-124.2518,17621.0,-0.9139,1,4349.32,5607,0,0,-16104.0,0.0,0.0,779,59,-841.0,-16945.0,60.29,24.75,43.89,0.678,0.6298
FA_SD30_MA0_RT70,30.0,12.0,0,0.7,4778,2755,2023,0.5766,2755,2023,0.5766,-11119.0,-30349.0,19230.0,0.9543,0.8793,80.2501,-124.2897,31299.0,-0.9696,1,5110.0,4778,0,0,-30349.0,0.0,0.0,860,59,-932.0,-31281.0,70.23,28.58,46.18,0.661,0.5755
FA_SD30_MA0_RT80,30.0,12.0,0,0.8,4252,2417,1835,0.5684,2417,1835,0.5684,12015.0,-5111.0,17126.0,1.0545,0.9776,92.2305,-124.2681,7860.0,-0.6503,1,5679.22,4252,0,0,-5111.0,0.0,0.0,823,59,-892.0,-6003.0,80.22,31.88,47.83,0.661,0.5671
FA_SD30_R03_MA2_RT100,30.0,9.0,2,1.0,3306,1663,1643,0.503,1663,1643,0.503,3904.0,-27786.0,31690.0,1.0094,0.936,244.2225,-264.1071,30394.0,-0.9142,3,7261.57,766,493,2047,89035.0,132454.0,-249275.0,820,59,1222.0,-26564.0,100.18,38.42,54.11,0.6271,0.5008
FA_SD30_R03_MA2_RT50,30.0,9.0,2,0.5,6731,4473,2258,0.6645,4473,2258,0.6645,-7893.0,-63871.0,55978.0,0.9861,0.8929,119.0367,-264.093,67243.0,-0.9499,3,3644.37,2554,1120,3057,143993.0,166775.0,-374639.0,770,59,-234.0,-64105.0,50.29,21.68,41.41,0.678,0.6644
FA_SD30_R03_MA2_RT60,30.0,9.0,2,0.6,5607,3534,2073,0.6303,3534,2073,0.6303,17850.0,-30848.0,48698.0,1.0342,0.9436,146.1282,-263.9966,34472.0,-0.8949,3,4349.32,1825,1026,2756,124823.0,177352.0,-333023.0,779,59,425.0,-30423.0,60.29,24.75,43.89,0.678,0.6298
FA_SD30_R03_MA2_RT70,30.0,9.0,2,0.7,4778,2755,2023,0.5766,2755,2023,0.5766,-25317.0,-68399.0,43082.0,0.9504,0.872,169.1176,-264.1216,69987.0,-0.9773,3,5110.0,1432,729,2617,114984.0,143463.0,-326846.0,860,59,324.0,-68075.0,70.23,28.58,46.18,0.661,0.5755
FA_SD30_R03_MA2_RT80,30.0,9.0,2,0.8,4252,2417,1835,0.5684,2417,1835,0.5684,19267.0,-19483.0,38750.0,1.0417,0.9598,192.4208,-264.0676,24639.0,-0.7907,3,5679.22,1209,680,2363,111551.0,150134.0,-281168.0,823,59,649.0,-18834.0,80.22,31.88,47.83,0.661,0.5671
FA_SD30_R03_MA3_RT100,30.0,9.0,3,1.0,3306,1663,1643,0.503,1663,1643,0.503,593.0,-37957.0,38550.0,1.0014,0.9175,253.9387,-280.1321,38897.0,-0.9758,4,7261.57,766,493,2047,89035.0,132454.0,-259446.0,820,59,1872.0,-36085.0,100.18,38.42,54.11,0.6271,0.5008
FA_SD30_R03_MA3_RT50,30.0,9.0,3,0.5,6731,4473,2258,0.6645,4473,2258,0.6645,-8530.0,-74156.0,65626.0,0.9857,0.8827,124.8039,-280.0726,77542.0,-0.9563,4,3644.37,2554,1120,3057,143993.0,166775.0,-384924.0,770,59,0.0,-74156.0,50.29,21.68,41.41,0.678,0.6644
FA_SD30_R03_MA3_RT60,30.0,9.0,3,0.6,5607,3534,2073,0.6303,3534,2073,0.6303,16937.0,-40581.0,57518.0,1.0309,0.9301,152.7651,-280.0063,44447.0,-0.913,4,4349.32,1825,1026,2756,124823.0,177352.0,-342756.0,779,59,734.0,-39847.0,60.29,24.75,43.89,0.678,0.6298
FA_SD30_R03_MA3_RT70,30.0,9.0,3,0.7,4778,2755,2023,0.5766,2755,2023,0.5766,-24621.0,-76315.0,51694.0,0.9539,0.8653,178.0094,-280.1438,77931.0,-0.9793,4,5110.0,1432,729,2617,114984.0,143463.0,-334762.0,860,59,564.0,-75751.0,70.23,28.58,46.18,0.661,0.5755
FA_SD30_R03_MA3_RT80,30.0,9.0,3,0.8,4252,2417,1835,0.5684,2417,1835,0.5684,20997.0,-25553.0,46550.0,1.0433,0.9503,202.0302,-280.0327,29312.0,-0.8718,4,5679.22,1209,680,2363,111551.0,150134.0,-287238.0,823,59,939.0,-24614.0,80.22,31.88,47.83,0.661,0.5671
FA_SD30_R04_MA1_RT100,30.0,12.0,1,1.0,3306,1663,1643,0.503,1663,1643,0.503,4393.0,-18377.0,22770.0,1.0139,0.9441,186.7974,-200.2562,20259.0,-0.9071,2,7261.57,949,2357,0,110302.0,-128679.0,0.0,820,59,181.0,-18196.0,100.18,38.42,54.11,0.6271,0.5008
FA_SD30_R04_MA1_RT50,30.0,12.0,1,0.5,6731,4473,2258,0.6645,4473,2258,0.6645,-6616.0,-48482.0,41866.0,0.9848,0.8927,90.2108,-200.1749,50475.0,-0.9605,2,3644.37,3025,3706,0,170486.0,-218968.0,0.0,770,59,-622.0,-49104.0,50.29,21.68,41.41,0.678,0.6644
FA_SD30_R04_MA1_RT60,30.0,12.0,1,0.6,5607,3534,2073,0.6303,3534,2073,0.6303,10944.0,-24986.0,35930.0,1.0275,0.9398,110.3376,-200.1539,27328.0,-0.9143,2,4349.32,2261,3346,0,154594.0,-179580.0,0.0,779,59,-112.0,-25098.0,60.29,24.75,43.89,0.678,0.6298
FA_SD30_R04_MA1_RT70,30.0,12.0,1,0.7,4778,2755,2023,0.5766,2755,2023,0.5766,-18942.0,-50416.0,31474.0,0.9513,0.8755,128.714,-200.2091,51682.0,-0.9755,2,5110.0,1717,3061,0,137843.0,-188259.0,0.0,860,59,-270.0,-50686.0,70.23,28.58,46.18,0.661,0.5755
FA_SD30_R04_MA1_RT80,30.0,12.0,1,0.8,4252,2417,1835,0.5684,2417,1835,0.5684,15542.0,-12672.0,28214.0,1.0441,0.9655,146.6806,-200.1084,17275.0,-0.7335,2,5679.22,1480,2772,0,136566.0,-149238.0,0.0,823,59,-33.0,-12705.0,80.22,31.88,47.83,0.661,0.5671
FA_SD30_R04_MA2_RT100,30.0,12.0,2,1.0,3306,1663,1643,0.503,1663,1643,0.503,3224.0,-26826.0,30050.0,1.0091,0.9285,209.3993,-228.2757,27787.0,-0.9654,3,7261.57,949,537,1820,110302.0,150661.0,-287789.0,820,59,1087.0,-25739.0,100.18,38.42,54.11,0.6271,0.5008
FA_SD30_R04_MA2_RT50,30.0,12.0,2,0.5,6731,4473,2258,0.6645,4473,2258,0.6645,-9733.0,-61935.0,52202.0,0.9801,0.8798,101.3324,-228.1643,63983.0,-0.968,3,3644.37,3025,1122,2584,170486.0,180565.0,-412986.0,770,59,-256.0,-62191.0,50.29,21.68,41.41,0.678,0.6644
FA_SD30_R04_MA2_RT60,30.0,12.0,2,0.6,5607,3534,2073,0.6303,3534,2073,0.6303,8971.0,-36379.0,45350.0,1.02,0.9231,123.5113,-228.1081,39272.0,-0.9263,3,4349.32,2261,991,2355,154594.0,182811.0,-373784.0,779,59,665.0,-35714.0,60.29,24.75,43.89,0.678,0.6298
FA_SD30_R04_MA2_RT70,30.0,12.0,2,0.7,4778,2755,2023,0.5766,2755,2023,0.5766,-18606.0,-59256.0,40650.0,0.9575,0.8716,146.0646,-228.2076,60566.0,-0.9784,3,5110.0,1717,767,2294,137843.0,160184.0,-357283.0,860,59,69.0,-59187.0,70.23,28.58,46.18,0.661,0.5755
FA_SD30_R04_MA2_RT80,30.0,12.0,2,0.8,4252,2417,1835,0.5684,2417,1835,0.5684,15775.0,-20695.0,36470.0,1.0398,0.9506,164.5999,-228.0834,24698.0,-0.8379,3,5679.22,1480,708,2064,136566.0,164252.0,-321513.0,823,59,582.0,-20113.0,80.22,31.88,47.83,0.661,0.5671
FA_SD30_R05_MA1_RT100,30.0,15.0,1,1.0,3306,1663,1643,0.503,1663,1643,0.503,4181.0,-17957.0,22138.0,1.0141,0.9419,175.1612,-188.2228,20440.0,-0.8785,2,7261.57,1107,2199,0,128647.0,-146604.0,0.0,820,59,552.0,-17405.0,100.18,38.42,54.11,0.6271,0.5008
FA_SD30_R05_MA1_RT50,30.0,15.0,1,0.5,6731,4473,2258,0.6645,4473,2258,0.6645,-4785.0,-45243.0,40458.0,0.9882,0.8935,84.8936,-188.2073,47431.0,-0.9539,2,3644.37,3377,3354,0,190340.0,-235583.0,0.0,770,59,-365.0,-45608.0,50.29,21.68,41.41,0.678,0.6644
FA_SD30_R05_MA1_RT60,30.0,15.0,1,0.6,5607,3534,2073,0.6303,3534,2073,0.6303,9644.0,-25034.0,34678.0,1.0258,0.9358,103.2816,-188.1481,27320.0,-0.9163,2,4349.32,2574,3033,0,175934.0,-200968.0,0.0,779,59,43.0,-24991.0,60.29,24.75,43.89,0.678,0.6298
FA_SD30_R05_MA1_RT70,30.0,15.0,1,0.7,4778,2755,2023,0.5766,2755,2023,0.5766,-15978.0,-46520.0,30542.0,0.9562,0.8778,121.3256,-188.2215,47887.0,-0.9715,2,5110.0,1950,2828,0,156528.0,-203048.0,0.0,860,59,-88.0,-46608.0,70.23,28.58,46.18,0.661,0.5755
FA_SD30_R05_MA1_RT80,30.0,15.0,1,0.8,4252,2417,1835,0.5684,2417,1835,0.5684,18272.0,-9162.0,27434.0,1.0553,0.9735,139.0596,-188.1575,15177.0,-0.6037,2,5679.22,1675,2577,0,154541.0,-163703.0,0.0,823,59,323.0,-8839.0,80.22,31.88,47.83,0.661,0.5671
FA_SD35_MA0_RT100,35.0,14.0,0,1.0,2397,1236,1161,0.5156,1236,1161,0.5156,10520.0,814.0,9706.0,1.0646,1.0049,136.1715,-144.267,9807.0,0.083,1,9746.43,2397,0,0,814.0,0.0,0.0,561,59,682.0,1496.0,100.16,39.41,62.7,0.6102,0.5133
FA_SD35_MA0_RT50,35.0,14.0,0,0.5,4885,3304,1581,0.6764,3304,1581,0.6764,10686.0,-8972.0,19658.0,1.0482,0.9607,66.3136,-144.2581,11800.0,-0.7603,1,4932.14,4885,0,0,-8972.0,0.0,0.0,513,59,-1486.0,-10458.0,50.24,21.99,48.78,0.7627,0.6753
FA_SD35_MA0_RT60,35.0,14.0,0,0.6,4145,2634,1511,0.6355,2634,1511,0.6355,10115.0,-6583.0,16698.0,1.0477,0.9698,80.2407,-144.2336,10770.0,-0.6112,1,5775.96,4145,0,0,-6583.0,0.0,0.0,560,59,-1019.0,-7602.0,60.2,24.49,50.3,0.7458,0.6339
FA_SD35_MA0_RT70,35.0,14.0,0,0.7,3483,2108,1375,0.6052,2108,1375,0.6052,14386.0,336.0,14050.0,1.0746,1.0017,94.2614,-144.2669,7368.0,0.0456,1,6798.15,3483,0,0,336.0,0.0,0.0,548,59,-1604.0,-1268.0,70.21,29.41,53.6,0.6949,0.6037
FA_SD35_MA0_RT80,35.0,14.0,0,0.8,2990,1649,1341,0.5515,1649,1341,0.5515,-2926.0,-15004.0,12078.0,0.9844,0.9224,108.2001,-144.2401,16433.0,-0.913,1,7901.03,2990,0,0,-15004.0,0.0,0.0,603,59,-680.0,-15684.0,80.18,32.6,57.27,0.661,0.5493
FA_SD35_R03_MA2_RT100,35.0,10.5,2,1.0,2397,1236,1161,0.5156,1236,1161,0.5156,18485.0,-4329.0,22814.0,1.0541,0.9878,284.0591,-306.1378,24701.0,-0.1753,3,9746.43,574,369,1454,78170.0,116094.0,-198593.0,561,59,3493.0,-836.0,100.16,39.41,62.7,0.6102,0.5133
FA_SD35_R03_MA2_RT50,35.0,10.5,2,0.5,4885,3304,1581,0.6764,3304,1581,0.6764,17645.0,-22681.0,40326.0,1.0379,0.9531,139.615,-306.1157,29027.0,-0.7814,3,4932.14,1884,835,2166,125085.0,145944.0,-293710.0,513,59,-204.0,-22885.0,50.24,21.99,48.78,0.7627,0.6753
FA_SD35_R03_MA2_RT60,35.0,10.5,2,0.6,4145,2634,1511,0.6355,2634,1511,0.6355,14867.0,-20735.0,35602.0,1.0335,0.9552,167.7069,-306.0721,26076.0,-0.7952,3,5775.96,1443,678,2024,115826.0,137490.0,-274051.0,560,59,228.0,-20507.0,60.2,24.49,50.3,0.7458,0.6339
FA_SD35_R03_MA2_RT70,35.0,10.5,2,0.7,3483,2108,1375,0.6052,2108,1375,0.6052,28434.0,-2504.0,30938.0,1.0703,0.9941,198.5043,-306.1462,16508.0,-0.1517,3,6798.15,1079,586,1818,101714.0,135267.0,-239485.0,548,59,-634.0,-3138.0,70.21,29.41,53.6,0.6949,0.6037
FA_SD35_R03_MA2_RT80,35.0,10.5,2,0.8,2990,1649,1341,0.5515,1649,1341,0.5515,551.0,-27259.0,27810.0,1.0014,0.9336,232.2814,-305.959,29996.0,-0.9088,3,7901.03,784,479,1727,84819.0,123943.0,-236021.0,603,59,1308.0,-25951.0,80.18,32.6,57.27,0.661,0.5493
FA_SD35_R03_MA3_RT100,35.0,10.5,3,1.0,2397,1236,1161,0.5156,1236,1161,0.5156,18239.0,-9459.0,27698.0,1.051,0.9749,296.7953,-324.1154,29046.0,-0.3257,4,9746.43,574,369,1454,78170.0,116094.0,-203723.0,561,59,4201.0,-5258.0,100.16,39.41,62.7,0.6102,0.5133
FA_SD35_R03_MA3_RT50,35.0,10.5,3,0.5,4885,3304,1581,0.6764,3304,1581,0.6764,18327.0,-28787.0,47114.0,1.0376,0.9438,146.372,-324.0987,35266.0,-0.8163,4,4932.14,1884,835,2166,125085.0,145944.0,-299816.0,513,59,154.0,-28633.0,50.24,21.99,48.78,0.7627,0.6753
FA_SD35_R03_MA3_RT60,35.0,10.5,3,0.6,4145,2634,1511,0.6355,2634,1511,0.6355,17551.0,-24547.0,42098.0,1.0377,0.9499,176.5573,-324.0232,29010.0,-0.8462,4,5775.96,1443,678,2024,115826.0,137490.0,-277863.0,560,59,521.0,-24026.0,60.2,24.49,50.3,0.7458,0.6339
FA_SD35_R03_MA3_RT70,35.0,10.5,3,0.7,3483,2108,1375,0.6052,2108,1375,0.6052,29888.0,-6918.0,36806.0,1.0706,0.9845,208.1267,-324.1084,19219.0,-0.36,4,6798.15,1079,586,1818,101714.0,135267.0,-243899.0,548,59,202.0,-6716.0,70.21,29.41,53.6,0.6949,0.6037
FA_SD35_R03_MA3_RT80,35.0,10.5,3,0.8,2990,1649,1341,0.5515,1649,1341,0.5515,478.0,-33008.0,33486.0,1.0012,0.924,243.3663,-323.877,35728.0,-0.9239,4,7901.03,784,479,1727,84819.0,123943.0,-241770.0,603,59,1857.0,-31151.0,80.18,32.6,57.27,0.661,0.5493
FA_SD35_R04_MA1_RT100,35.0,14.0,1,1.0,2397,1236,1161,0.5156,1236,1161,0.5156,16434.0,-20.0,16454.0,1.0632,0.9999,218.0793,-232.1843,16043.0,-0.0012,2,9746.43,710,1687,0,96669.0,-96689.0,0.0,561,59,2284.0,2264.0,100.16,39.41,62.7,0.6102,0.5133
FA_SD35_R04_MA1_RT50,35.0,14.0,1,0.5,4885,3304,1581,0.6764,3304,1581,0.6764,10563.0,-19611.0,30174.0,1.0298,0.9466,105.1713,-232.1929,23499.0,-0.8345,2,4932.14,2256,2629,0,149718.0,-169329.0,0.0,513,59,-782.0,-20393.0,50.24,21.99,48.78,0.7627,0.6753
FA_SD35_R04_MA1_RT60,35.0,14.0,1,0.6,4145,2634,1511,0.6355,2634,1511,0.6355,10749.0,-15621.0,26370.0,1.0317,0.9555,127.246,-232.1555,19664.0,-0.7944,2,5775.96,1727,2418,0,138612.0,-154233.0,0.0,560,59,-264.0,-15885.0,60.2,24.49,50.3,0.7458,0.6339
FA_SD35_R04_MA1_RT70,35.0,14.0,1,0.7,3483,2108,1375,0.6052,2108,1375,0.6052,23059.0,297.0,22762.0,1.0748,1.0009,151.6143,-232.2225,11493.0,0.0258,2,6798.15,1305,2178,0,123011.0,-122714.0,0.0,548,59,-1351.0,-1054.0,70.21,29.41,53.6,0.6949,0.6037
FA_SD35_R04_MA1_RT80,35.0,14.0,1,0.8,2990,1649,1341,0.5515,1649,1341,0.5515,418.0,-19772.0,20190.0,1.0014,0.9365,176.7562,-232.0977,22219.0,-0.8899,2,7901.03,962,2028,0,104070.0,-123842.0,0.0,603,59,486.0,-19286.0,80.18,32.6,57.27,0.661,0.5493
FA_SD35_R04_MA2_RT100,35.0,14.0,2,1.0,2397,1236,1161,0.5156,1236,1161,0.5156,17292.0,-4334.0,21626.0,1.0591,0.9859,244.6076,-264.1421,20903.0,-0.2073,3,9746.43,710,394,1293,96669.0,129504.0,-230507.0,561,59,3269.0,-1065.0,100.16,39.41,62.7,0.6102,0.5133
FA_SD35_R04_MA2_RT50,35.0,14.0,2,0.5,4885,3304,1581,0.6764,3304,1581,0.6764,15623.0,-21955.0,37578.0,1.0392,0.9474,119.7567,-264.1562,27636.0,-0.7944,3,4932.14,2256,778,1851,149718.0,146810.0,-318483.0,513,59,-162.0,-22117.0,50.24,21.99,48.78,0.7627,0.6753
FA_SD35_R04_MA2_RT60,35.0,14.0,2,0.6,4145,2634,1511,0.6355,2634,1511,0.6355,12112.0,-21190.0,33302.0,1.0318,0.9469,143.4723,-264.1271,23670.0,-0.8952,3,5775.96,1727,685,1733,138612.0,148407.0,-308209.0,560,59,312.0,-20878.0,60.2,24.49,50.3,0.7458,0.6339
FA_SD35_R04_MA2_RT70,35.0,14.0,2,0.7,3483,2108,1375,0.6052,2108,1375,0.6052,25473.0,-3565.0,29038.0,1.0735,0.9902,170.6343,-264.1905,15601.0,-0.2285,3,6798.15,1305,609,1569,123011.0,149047.0,-275623.0,548,59,-495.0,-4060.0,70.21,29.41,53.6,0.6949,0.6037
FA_SD35_R04_MA2_RT80,35.0,14.0,2,0.8,2990,1649,1341,0.5515,1649,1341,0.5515,202.0,-26016.0,26218.0,1.0006,0.9265,198.9569,-264.0537,28660.0,-0.9077,3,7901.03,962,521,1507,104070.0,142087.0,-272173.0,603,59,985.0,-25031.0,80.18,32.6,57.27,0.661,0.5493
FA_SD35_R05_MA1_RT100,35.0,17.5,1,1.0,2397,1236,1161,0.5156,1236,1161,0.5156,15019.0,-959.0,15978.0,1.0616,0.9962,204.1796,-218.1955,17095.0,-0.0561,2,9746.43,829,1568,0,112882.0,-113841.0,0.0,561,59,2176.0,1217.0,100.16,39.41,62.7,0.6102,0.5133
FA_SD35_R05_MA1_RT50,35.0,17.5,1,0.5,4885,3304,1581,0.6764,3304,1581,0.6764,14808.0,-14438.0,29246.0,1.0446,0.9582,100.0475,-218.2132,17930.0,-0.8052,2,4932.14,2488,2397,0,165079.0,-179517.0,0.0,513,59,-864.0,-15302.0,50.24,21.99,48.78,0.7627,0.6753
FA_SD35_R05_MA1_RT60,35.0,17.5,1,0.6,4145,2634,1511,0.6355,2634,1511,0.6355,9891.0,-15579.0,25470.0,1.0312,0.9527,119.2092,-218.1178,18647.0,-0.8355,2,5775.96,1952,2193,0,156671.0,-172250.0,0.0,560,59,-120.0,-15699.0,60.2,24.49,50.3,0.7458,0.6339
FA_SD35_R05_MA1_RT70,35.0,17.5,1,0.7,3483,2108,1375,0.6052,2108,1375,0.6052,24464.0,2394.0,22070.0,1.0847,1.008,143.4677,-218.208,10481.0,0.2284,2,6798.15,1478,2005,0,139317.0,-136923.0,0.0,548,59,-909.0,1485.0,70.21,29.41,53.6,0.6949,0.6037
FA_SD35_R05_MA1_RT80,35.0,17.5,1,0.8,2990,1649,1341,0.5515,1649,1341,0.5515,300.0,-19266.0,19566.0,1.0011,0.9341,165.6986,-218.123,21305.0,-0.9043,2,7901.03,1118,1872,0,120945.0,-140211.0,0.0,603,59,146.0,-19120.0,80.18,32.6,57.27,0.661,0.5493
FA_SD40_MA0_RT100,40.0,16.0,0,1.0,1844,899,945,0.4875,899,945,0.4875,-7400.0,-14894.0,7494.0,0.9511,0.9041,156.1301,-164.291,20250.0,-0.7355,1,12341.52,1844,0,0,-14894.0,0.0,0.0,490,59,132.0,-14762.0,100.13,37.0,70.0,0.5932,0.484
FA_SD40_MA0_RT50,40.0,16.0,0,0.5,3744,2524,1220,0.6741,2524,1220,0.6741,7137.0,-7957.0,15094.0,1.0365,0.9603,76.2171,-164.2041,12538.0,-0.6346,1,6297.99,3744,0,0,-7957.0,0.0,0.0,408,59,-2189.0,-10146.0,50.16,21.95,55.0,0.7627,0.6727
FA_SD40_MA0_RT60,40.0,16.0,0,0.6,3084,1933,1151,0.6268,1933,1151,0.6268,1661.0,-10793.0,12454.0,1.009,0.9429,92.2069,-164.2302,13819.0,-0.781,1,7687.92,3084,0,0,-10793.0,0.0,0.0,436,59,-1475.0,-12268.0,60.16,25.81,58.32,0.7288,0.6248
FA_SD40_MA0_RT70,40.0,16.0,0,0.7,2625,1565,1060,0.5962,1565,1060,0.5962,5867.0,-4751.0,10618.0,1.0346,0.9727,108.193,-164.2198,11126.0,-0.427,1,9008.58,2625,0,0,-4751.0,0.0,0.0,440,59,-337.0,-5088.0,70.15,29.62,62.0,0.6949,0.5939
FA_SD40_MA0_RT80,40.0,16.0,0,0.8,2389,1405,984,0.5881,1405,984,0.5881,22529.0,12855.0,9674.0,1.1429,1.0795,124.1715,-164.2337,6492.0,1.9801,1,9770.51,2389,0,0,12855.0,0.0,0.0,421,59,-435.0,12420.0,80.14,30.84,62.53,0.661,0.5863
FA_SD40_R03_MA2_RT100,40.0,12.0,2,1.0,1844,899,945,0.4875,899,945,0.4875,-21269.0,-39055.0,17786.0,0.9331,0.8813,322.604,-348.2286,49165.0,-0.7944,3,12341.52,425,265,1154,66368.0,95537.0,-200960.0,490,59,3567.0,-35488.0,100.13,37.0,70.0,0.5932,0.484
FA_SD40_R03_MA2_RT50,40.0,12.0,2,0.5,3744,2524,1220,0.6741,2524,1220,0.6741,10795.0,-20183.0,30978.0,1.0263,0.9525,160.2036,-347.9811,27026.0,-0.7468,3,6297.99,1439,639,1666,109722.0,128220.0,-258125.0,408,59,-1311.0,-21494.0,50.16,21.95,55.0,0.7627,0.6727
FA_SD40_R03_MA2_RT60,40.0,12.0,2,0.6,3084,1933,1151,0.6268,1933,1151,0.6268,-2251.0,-28905.0,26654.0,0.9942,0.9278,192.2913,-348.0487,31966.0,-0.9042,3,7687.92,1060,498,1526,97769.0,115972.0,-242646.0,436,59,-917.0,-29822.0,60.16,25.81,58.32,0.7288,0.6248
