filter	profile	lookback	vol_avg_len	price_weight	vol_weight	smoothing	threshold	n_baseline	n_filtered	retention	pf_baseline	pf_filtered	pf_delta	pnl_baseline	pnl_filtered	calmar
SPEEDREAD	MAX_PROFIT	5	100	50	50	5	50	78487	77994	0.9937	6.6049	6.7206	0.1157	1074653.0	1071305.0	64.88
SPEEDREAD	MAX_PROFIT	5	100	30	70	1	45	78487	69788	0.8892	6.6049	7.2659	0.661	1074653.0	974166.0	58.45
SPEEDREAD	MAX_PROFIT	5	100	30	70	1	50	78487	77044	0.9816	6.6049	7.0047	0.3998	1074653.0	1066283.0	63.72
SPEEDREAD	MAX_PROFIT	5	100	30	70	3	45	78487	70929	0.9037	6.6049	6.8922	0.2873	1074653.0	979278.0	58.63
SPEEDREAD	MAX_PROFIT	5	100	30	70	3	50	78487	77347	0.9855	6.6049	6.7152	0.1103	1074653.0	1062479.0	62.73
SPEEDREAD	MAX_PROFIT	5	100	30	70	5	45	78487	71778	0.9145	6.6049	6.7006	0.0957	1074653.0	985877.0	57.73
SPEEDREAD	MAX_PROFIT	5	100	30	70	5	50	78487	77507	0.9875	6.6049	6.7458	0.1409	1074653.0	1065407.0	64.59
SPEEDREAD	MAX_PROFIT	10	20	70	30	1	30	78487	49612	0.6321	6.6049	7.2784	0.6735	1074653.0	694637.0	41.33
SPEEDREAD	MAX_PROFIT	10	20	70	30	1	35	78487	72687	0.9261	6.6049	7.0867	0.4818	1074653.0	1009121.0	61.61
SPEEDREAD	MAX_PROFIT	10	20	70	30	1	40	78487	77643	0.9892	6.6049	6.8708	0.2659	1074653.0	1070687.0	64.19
SPEEDREAD	MAX_PROFIT	10	20	70	30	1	45	78487	78300	0.9976	6.6049	6.8023	0.1975	1074653.0	1077701.0	64.61
SPEEDREAD	MAX_PROFIT	10	20	70	30	1	50	78487	78398	0.9989	6.6049	6.6636	0.0588	1074653.0	1075181.0	64.46
SPEEDREAD	MAX_PROFIT	10	20	70	30	3	30	78487	49182	0.6266	6.6049	6.7375	0.1326	1074653.0	675965.0	39.74
SPEEDREAD	MAX_PROFIT	10	20	70	30	3	35	78487	73229	0.933	6.6049	6.6869	0.0821	1074653.0	1005221.0	58.56
SPEEDREAD	MAX_PROFIT	10	20	70	30	3	40	78487	77752	0.9906	6.6049	6.6569	0.052	1074653.0	1066031.0	63.43
SPEEDREAD	MAX_PROFIT	10	20	70	30	3	45	78487	78322	0.9979	6.6049	6.6643	0.0595	1074653.0	1074089.0	63.91
SPEEDREAD	MAX_PROFIT	10	20	70	30	3	50	78487	78387	0.9987	6.6049	6.6347	0.0299	1074653.0	1074161.0	63.92
SPEEDREAD	MAX_PROFIT	10	20	70	30	5	30	78487	49279	0.6279	6.6049	6.5814	-0.0234	1074653.0	673925.0	39.1
SPEEDREAD	MAX_PROFIT	10	20	70	30	5	35	78487	73909	0.9417	6.6049	6.6748	0.0699	1074653.0	1014239.0	58.8
SPEEDREAD	MAX_PROFIT	10	20	70	30	5	40	78487	77865	0.9921	6.6049	6.668	0.0632	1074653.0	1067993.0	63.19
SPEEDREAD	MAX_PROFIT	10	20	70	30	5	45	78487	78319	0.9979	6.6049	6.6641	0.0592	1074653.0	1074047.0	63.59
SPEEDREAD	MAX_PROFIT	10	20	70	30	5	50	78487	78373	0.9985	6.6049	6.6337	0.0288	1074653.0	1073957.0	63.59
SPEEDREAD	MAX_PROFIT	10	20	50	50	1	35	78487	41735	0.5317	6.6049	6.8836	0.2787	1074653.0	579365.0	34.13
SPEEDREAD	MAX_PROFIT	10	20	50	50	1	40	78487	73695	0.9389	6.6049	7.0935	0.4886	1074653.0	1023119.0	62.46
SPEEDREAD	MAX_PROFIT	10	20	50	50	1	45	78487	77970	0.9934	6.6049	6.8366	0.2317	1074653.0	1074113.0	64.4
SPEEDREAD	MAX_PROFIT	10	20	50	50	1	50	78487	78363	0.9984	6.6049	6.7989	0.194	1074653.0	1078457.0	64.66
SPEEDREAD	MAX_PROFIT	10	20	50	50	3	35	78487	41034	0.5228	6.6049	6.5029	-0.102	1074653.0	561294.0	32.89
SPEEDREAD	MAX_PROFIT	10	20	50	50	3	40	78487	74312	0.9468	6.6049	6.7052	0.1004	1074653.0	1020641.0	59.21
SPEEDREAD	MAX_PROFIT	10	20	50	50	3	45	78487	78059	0.9945	6.6049	6.6638	0.0589	1074653.0	1070453.0	63.69
SPEEDREAD	MAX_PROFIT	10	20	50	50	3	50	78487	78356	0.9983	6.6049	6.6396	0.0348	1074653.0	1073879.0	63.9
SPEEDREAD	MAX_PROFIT	10	20	50	50	5	35	78487	40617	0.5175	6.6049	6.3557	-0.2491	1074653.0	552455.0	32.32
SPEEDREAD	MAX_PROFIT	10	20	50	50	5	40	78487	74848	0.9536	6.6049	6.7296	0.1247	1074653.0	1028711.0	60.14
SPEEDREAD	MAX_PROFIT	10	20	50	50	5	45	78487	78116	0.9953	6.6049	6.6641	0.0592	1074653.0	1071329.0	63.38
SPEEDREAD	MAX_PROFIT	10	20	50	50	5	50	78487	78349	0.9982	6.6049	6.6315	0.0267	1074653.0	1073549.0	63.56
SPEEDREAD	MAX_PROFIT	10	20	30	70	1	45	78487	73981	0.9426	6.6049	6.9851	0.3802	1074653.0	1023875.0	62.05
SPEEDREAD	MAX_PROFIT	10	20	30	70	1	50	78487	77969	0.9934	6.6049	6.8151	0.2102	1074653.0	1073513.0	64.36
SPEEDREAD	MAX_PROFIT	10	20	30	70	3	45	78487	74638	0.951	6.6049	6.8576	0.2527	1074653.0	1029197.0	59.71
SPEEDREAD	MAX_PROFIT	10	20	30	70	3	50	78487	78057	0.9945	6.6049	6.6311	0.0263	1074653.0	1069553.0	63.64
SPEEDREAD	MAX_PROFIT	10	20	30	70	5	45	78487	75281	0.9592	6.6049	6.7279	0.1231	1074653.0	1034603.0	60.65
SPEEDREAD	MAX_PROFIT	10	20	30	70	5	50	78487	78126	0.9954	6.6049	6.6136	0.0087	1074653.0	1069991.0	63.35
SPEEDREAD	MAX_PROFIT	10	50	70	30	1	30	78487	49703	0.6333	6.6049	7.3401	0.7353	1074653.0	696905.0	41.47
SPEEDREAD	MAX_PROFIT	10	50	70	30	1	35	78487	72655	0.9257	6.6049	7.1246	0.5198	1074653.0	1009535.0	61.63
SPEEDREAD	MAX_PROFIT	10	50	70	30	1	40	78487	77584	0.9885	6.6049	6.8583	0.2534	1074653.0	1069535.0	64.03
SPEEDREAD	MAX_PROFIT	10	50	70	30	1	45	78487	78260	0.9971	6.6049	6.8068	0.2019	1074653.0	1077275.0	64.58
SPEEDREAD	MAX_PROFIT	10	50	70	30	1	50	78487	78360	0.9984	6.6049	6.668	0.0631	1074653.0	1074785.0	64.44
SPEEDREAD	MAX_PROFIT	10	50	70	30	3	30	78487	49262	0.6276	6.6049	6.8695	0.2646	1074653.0	679547.0	39.82
SPEEDREAD	MAX_PROFIT	10	50	70	30	3	35	78487	73248	0.9333	6.6049	6.6845	0.0797	1074653.0	1005341.0	60.42
SPEEDREAD	MAX_PROFIT	10	50	70	30	3	40	78487	77684	0.9898	6.6049	6.6696	0.0647	1074653.0	1065563.0	63.09
SPEEDREAD	MAX_PROFIT	10	50	70	30	3	45	78487	78266	0.9972	6.6049	6.6671	0.0623	1074653.0	1073399.0	63.87
SPEEDREAD	MAX_PROFIT	10	50	70	30	3	50	78487	78334	0.9981	6.6049	6.6454	0.0405	1074653.0	1073747.0	63.89
SPEEDREAD	MAX_PROFIT	10	50	70	30	5	30	78487	49334	0.6286	6.6049	6.6944	0.0895	1074653.0	677315.0	40.03
SPEEDREAD	MAX_PROFIT	10	50	70	30	5	35	78487	73832	0.9407	6.6049	6.7089	0.104	1074653.0	1014173.0	58.61
SPEEDREAD	MAX_PROFIT	10	50	70	30	5	40	78487	77815	0.9914	6.6049	6.681	0.0761	1074653.0	1067705.0	63.17
SPEEDREAD	MAX_PROFIT	10	50	70	30	5	45	78487	78272	0.9973	6.6049	6.6677	0.0628	1074653.0	1073507.0	63.56
SPEEDREAD	MAX_PROFIT	10	50	70	30	5	50	78487	78331	0.998	6.6049	6.6377	0.0328	1074653.0	1073501.0	63.56
SPEEDREAD	MAX_PROFIT	10	50	50	50	1	35	78487	42095	0.5363	6.6049	7.0188	0.4139	1074653.0	586182.0	34.44
SPEEDREAD	MAX_PROFIT	10	50	50	50	1	40	78487	73635	0.9382	6.6049	7.0822	0.4773	1074653.0	1021955.0	62.39
SPEEDREAD	MAX_PROFIT	10	50	50	50	1	45	78487	77870	0.9921	6.6049	6.8297	0.2249	1074653.0	1072577.0	65.48
SPEEDREAD	MAX_PROFIT	10	50	50	50	1	50	78487	78265	0.9972	6.6049	6.8072	0.2023	1074653.0	1077347.0	64.59
SPEEDREAD	MAX_PROFIT	10	50	50	50	3	35	78487	41329	0.5266	6.6049	6.6466	0.0417	1074653.0	567684.0	33.13
SPEEDREAD	MAX_PROFIT	10	50	50	50	3	40	78487	74108	0.9442	6.6049	6.7065	0.1016	1074653.0	1017857.0	61.18
SPEEDREAD	MAX_PROFIT	10	50	50	50	3	45	78487	77953	0.9932	6.6049	6.6739	0.069	1074653.0	1069367.0	63.31
SPEEDREAD	MAX_PROFIT	10	50	50	50	3	50	78487	78274	0.9973	6.6049	6.6404	0.0355	1074653.0	1072799.0	63.83
SPEEDREAD	MAX_PROFIT	10	50	50	50	5	35	78487	41060	0.5231	6.6049	6.4078	-0.1971	1074653.0	559253.0	32.19
SPEEDREAD	MAX_PROFIT	10	50	50	50	5	40	78487	74725	0.9521	6.6049	6.6961	0.0913	1074653.0	1026125.0	61.19
SPEEDREAD	MAX_PROFIT	10	50	50	50	5	45	78487	78011	0.9939	6.6049	6.6666	0.0617	1074653.0	1070033.0	63.31
SPEEDREAD	MAX_PROFIT	10	50	50	50	5	50	78487	78276	0.9973	6.6049	6.6327	0.0279	1074653.0	1072565.0	63.5
SPEEDREAD	MAX_PROFIT	10	50	30	70	1	45	78487	73596	0.9377	6.6049	6.9036	0.2987	1074653.0	1016597.0	60.51
SPEEDREAD	MAX_PROFIT	10	50	30	70	1	50	78487	77718	0.9902	6.6049	6.8328	0.2279	1074653.0	1070483.0	65.35
SPEEDREAD	MAX_PROFIT	10	50	30	70	3	45	78487	74153	0.9448	6.6049	6.633	0.0281	1074653.0	1016369.0	59.63
SPEEDREAD	MAX_PROFIT	10	50	30	70	3	50	78487	77843	0.9918	6.6049	6.6654	0.0606	1074653.0	1067639.0	63.21
SPEEDREAD	MAX_PROFIT	10	50	30	70	5	45	78487	74722	0.952	6.6049	6.6216	0.0167	1074653.0	1023755.0	60.12
SPEEDREAD	MAX_PROFIT	10	50	30	70	5	50	78487	77939	0.993	6.6049	6.6747	0.0698	1074653.0	1069247.0	63.06
SPEEDREAD	MAX_PROFIT	10	100	70	30	1	30	78487	49939	0.6363	6.6049	7.3857	0.7809	1074653.0	701153.0	41.81
SPEEDREAD	MAX_PROFIT	10	100	70	30	1	35	78487	72592	0.9249	6.6049	7.1469	0.542	1074653.0	1009217.0	61.61
SPEEDREAD	MAX_PROFIT	10	100	70	30	1	40	78487	77506	0.9875	6.6049	6.8677	0.2628	1074653.0	1068719.0	65.15
SPEEDREAD	MAX_PROFIT	10	100	70	30	1	45	78487	78181	0.9961	6.6049	6.7997	0.1949	1074653.0	1075967.0	64.51
SPEEDREAD	MAX_PROFIT	10	100	70	30	1	50	78487	78307	0.9977	6.6049	6.6711	0.0663	1074653.0	1074161.0	64.4
SPEEDREAD	MAX_PROFIT	10	100	70	30	3	30	78487	49477	0.6304	6.6049	6.8281	0.2233	1074653.0	681893.0	40.05
SPEEDREAD	MAX_PROFIT	10	100	70	30	3	35	78487	73174	0.9323	6.6049	6.6783	0.0735	1074653.0	1004243.0	59.8
SPEEDREAD	MAX_PROFIT	10	100	70	30	3	40	78487	77641	0.9892	6.6049	6.667	0.0621	1074653.0	1064939.0	63.05
SPEEDREAD	MAX_PROFIT	10	100	70	30	3	45	78487	78215	0.9965	6.6049	6.6628	0.0579	1074653.0	1072577.0	63.82
SPEEDREAD	MAX_PROFIT	10	100	70	30	3	50	78487	78285	0.9974	6.6049	6.6412	0.0363	1074653.0	1072949.0	63.84
SPEEDREAD	MAX_PROFIT	10	100	70	30	5	30	78487	49436	0.6299	6.6049	6.4313	-0.1736	1074653.0	673913.0	39.66
SPEEDREAD	MAX_PROFIT	10	100	70	30	5	35	78487	73787	0.9401	6.6049	6.7269	0.122	1074653.0	1014071.0	60.47
SPEEDREAD	MAX_PROFIT	10	100	70	30	5	40	78487	77756	0.9907	6.6049	6.6761	0.0712	1074653.0	1066787.0	63.12
SPEEDREAD	MAX_PROFIT	10	100	70	30	5	45	78487	78217	0.9966	6.6049	6.6716	0.0667	1074653.0	1072877.0	63.52
SPEEDREAD	MAX_PROFIT	10	100	70	30	5	50	78487	78286	0.9974	6.6049	6.6338	0.029	1074653.0	1072775.0	63.52
SPEEDREAD	MAX_PROFIT	10	100	50	50	1	35	78487	42879	0.5463	6.6049	7.0775	0.4727	1074653.0	598176.0	35.32
SPEEDREAD	MAX_PROFIT	10	100	50	50	1	40	78487	73455	0.9359	6.6049	7.0556	0.4507	1074653.0	1018649.0	62.1
SPEEDREAD	MAX_PROFIT	10	100	50	50	1	45	78487	77763	0.9908	6.6049	6.8461	0.2413	1074653.0	1071665.0	65.43
SPEEDREAD	MAX_PROFIT	10	100	50	50	1	50	78487	78202	0.9964	6.6049	6.8017	0.1969	1074653.0	1076339.0	64.53
SPEEDREAD	MAX_PROFIT	10	100	50	50	3	35	78487	42143	0.5369	6.6049	6.654	0.0491	1074653.0	578742.0	33.87
SPEEDREAD	MAX_PROFIT	10	100	50	50	3	40	78487	73967	0.9424	6.6049	6.7241	0.1193	1074653.0	1016471.0	59.97
SPEEDREAD	MAX_PROFIT	10	100	50	50	3	45	78487	77839	0.9917	6.6049	6.6739	0.069	1074653.0	1067873.0	62.85
SPEEDREAD	MAX_PROFIT	10	100	50	50	3	50	78487	78217	0.9966	6.6049	6.6634	0.0585	1074653.0	1072691.0	63.83
SPEEDREAD	MAX_PROFIT	10	100	50	50	5	35	78487	41516	0.529	6.6049	6.4459	-0.159	1074653.0	565937.0	32.84
SPEEDREAD	MAX_PROFIT	10	100	50	50	5	40	78487	74494	0.9491	6.6049	6.7039	0.0991	1074653.0	1023149.0	60.45
SPEEDREAD	MAX_PROFIT	10	100	50	50	5	45	78487	77939	0.993	6.6049	6.6594	0.0546	1074653.0	1068821.0	63.24
SPEEDREAD	MAX_PROFIT	10	100	50	50	5	50	78487	78226	0.9967	6.6049	6.6361	0.0313	1074653.0	1071989.0	63.47
SPEEDREAD	MAX_PROFIT	10	100	30	70	1	45	78487	73316	0.9341	6.6049	6.8696	0.2648	1074653.0	1012019.0	59.71
SPEEDREAD	MAX_PROFIT	10	100	30	70	1	50	78487	77552	0.9881	6.6049	6.8438	0.2389	1074653.0	1068575.0	65.07
SPEEDREAD	MAX_PROFIT	10	100	30	70	3	45	78487	73885	0.9414	6.6049	6.647	0.0421	1074653.0	1013207.0	58.82
SPEEDREAD	MAX_PROFIT	10	100	30	70	3	50	78487	77666	0.9895	6.6049	6.6542	0.0493	1074653.0	1064981.0	61.93
SPEEDREAD	MAX_PROFIT	10	100	30	70	5	45	78487	74279	0.9464	6.6049	6.6613	0.0564	1074653.0	1018895.0	59.31
SPEEDREAD	MAX_PROFIT	10	100	30	70	5	50	78487	77797	0.9912	6.6049	6.6634	0.0585	1074653.0	1066979.0	62.55
SPEEDREAD	MAX_PROFIT	15	20	70	30	1	30	78487	52365	0.6672	6.6049	7.1621	0.5573	1074653.0	729845.0	42.83
SPEEDREAD	MAX_PROFIT	15	20	70	30	1	35	78487	76587	0.9758	6.6049	6.9308	0.3259	1074653.0	1058291.0	62.08
SPEEDREAD	MAX_PROFIT	15	20	70	30	1	40	78487	78297	0.9976	6.6049	6.6548	0.05	1074653.0	1073513.0	62.98
SPEEDREAD	MAX_PROFIT	15	20	70	30	1	45	78487	78368	0.9985	6.6049	6.6114	0.0065	1074653.0	1073213.0	63.29
SPEEDREAD	MAX_PROFIT	15	20	70	30	1	50	78487	78442	0.9994	6.6049	6.6028	-0.002	1074653.0	1073993.0	63.14
SPEEDREAD	MAX_PROFIT	15	20	70	30	3	30	78487	52073	0.6635	6.6049	6.4165	-0.1884	1074653.0	709649.0	42.02
SPEEDREAD	MAX_PROFIT	15	20	70	30	3	35	78487	76816	0.9787	6.6049	6.7072	0.1024	1074653.0	1054835.0	61.77
SPEEDREAD	MAX_PROFIT	15	20	70	30	3	40	78487	78309	0.9977	6.6049	6.6064	0.0015	1074653.0	1072253.0	62.79
SPEEDREAD	MAX_PROFIT	15	20	70	30	3	45	78487	78367	0.9985	6.6049	6.6113	0.0064	1074653.0	1073195.0	62.96
SPEEDREAD	MAX_PROFIT	15	20	70	30	3	50	78487	78441	0.9994	6.6049	6.6026	-0.0022	1074653.0	1073957.0	63.34
SPEEDREAD	MAX_PROFIT	15	20	70	30	5	30	78487	52303	0.6664	6.6049	6.3264	-0.2785	1074653.0	710495.0	41.73
SPEEDREAD	MAX_PROFIT	15	20	70	30	5	35	78487	77086	0.9821	6.6049	6.662	0.0571	1074653.0	1057343.0	61.68
SPEEDREAD	MAX_PROFIT	15	20	70	30	5	40	78487	78337	0.9981	6.6049	6.6088	0.0039	1074653.0	1072715.0	62.82
SPEEDREAD	MAX_PROFIT	15	20	70	30	5	45	78487	78363	0.9984	6.6049	6.6111	0.0062	1074653.0	1073153.0	62.85
SPEEDREAD	MAX_PROFIT	15	20	70	30	5	50	78487	78431	0.9993	6.6049	6.601	-0.0039	1074653.0	1073771.0	63.46
SPEEDREAD	MAX_PROFIT	15	20	50	50	1	35	78487	42297	0.5389	6.6049	6.6599	0.055	1074653.0	582743.0	34.56
SPEEDREAD	MAX_PROFIT	15	20	50	50	1	40	78487	76455	0.9741	6.6049	6.895	0.2901	1074653.0	1055009.0	61.89
SPEEDREAD	MAX_PROFIT	15	20	50	50	1	45	78487	78222	0.9966	6.6049	6.6213	0.0165	1074653.0	1071467.0	62.86
SPEEDREAD	MAX_PROFIT	15	20	50	50	1	50	78487	78390	0.9988	6.6049	6.599	-0.0058	1074653.0	1073135.0	62.73
SPEEDREAD	MAX_PROFIT	15	20	50	50	3	35	78487	41411	0.5276	6.6049	6.2519	-0.353	1074653.0	561528.0	32.52
SPEEDREAD	MAX_PROFIT	15	20	50	50	3	40	78487	76779	0.9782	6.6049	6.7049	0.1	1074653.0	1054259.0	61.74
SPEEDREAD	MAX_PROFIT	15	20	50	50	3	45	78487	78269	0.9972	6.6049	6.6257	0.0208	1074653.0	1072295.0	62.8
SPEEDREAD	MAX_PROFIT	15	20	50	50	3	50	78487	78393	0.9988	6.6049	6.5994	-0.0054	1074653.0	1073207.0	62.85
SPEEDREAD	MAX_PROFIT	15	20	50	50	5	35	78487	41402	0.5275	6.6049	6.0811	-0.5237	1074653.0	557663.0	32.42
SPEEDREAD	MAX_PROFIT	15	20	50	50	5	40	78487	77027	0.9814	6.6049	6.6525	0.0477	1074653.0	1056251.0	61.62
SPEEDREAD	MAX_PROFIT	15	20	50	50	5	45	78487	78292	0.9975	6.6049	6.6278	0.023	1074653.0	1072709.0	62.82
SPEEDREAD	MAX_PROFIT	15	20	50	50	5	50	78487	78400	0.9989	6.6049	6.6133	0.0085	1074653.0	1073717.0	64.16
SPEEDREAD	MAX_PROFIT	15	20	30	70	1	45	78487	75309	0.9595	6.6049	6.928	0.3232	1074653.0	1040159.0	62.49
SPEEDREAD	MAX_PROFIT	15	20	30	70	1	50	78487	78041	0.9943	6.6049	6.7902	0.1853	1074653.0	1073777.0	63.33
SPEEDREAD	MAX_PROFIT	15	20	30	70	3	45	78487	75884	0.9668	6.6049	6.622	0.0172	1074653.0	1039757.0	60.3
SPEEDREAD	MAX_PROFIT	15	20	30	70	3	50	78487	78118	0.9953	6.6049	6.6289	0.024	1074653.0	1070345.0	62.68
SPEEDREAD	MAX_PROFIT	15	20	30	70	5	45	78487	76294	0.9721	6.6049	6.6517	0.0468	1074653.0	1046195.0	60.78
SPEEDREAD	MAX_PROFIT	15	20	30	70	5	50	78487	78195	0.9963	6.6049	6.6212	0.0163	1074653.0	1071173.0	62.73
SPEEDREAD	MAX_PROFIT	15	50	70	30	1	30	78487	52439	0.6681	6.6049	7.0979	0.4931	1074653.0	729701.0	43.51
SPEEDREAD	MAX_PROFIT	15	50	70	30	1	35	78487	76461	0.9742	6.6049	6.97	0.3651	1074653.0	1057541.0	62.04
SPEEDREAD	MAX_PROFIT	15	50	70	30	1	40	78487	78233	0.9968	6.6049	6.657	0.0522	1074653.0	1072709.0	62.93
SPEEDREAD	MAX_PROFIT	15	50	70	30	1	45	78487	78327	0.998	6.6049	6.6154	0.0105	1074653.0	1072763.0	62.93
SPEEDREAD	MAX_PROFIT	15	50	70	30	1	50	78487	78398	0.9989	6.6049	6.6075	0.0026	1074653.0	1073537.0	62.76
SPEEDREAD	MAX_PROFIT	15	50	70	30	3	30	78487	52277	0.6661	6.6049	6.4486	-0.1563	1074653.0	713063.0	41.77
SPEEDREAD	MAX_PROFIT	15	50	70	30	3	35	78487	76680	0.977	6.6049	6.6995	0.0946	1074653.0	1052717.0	61.41
SPEEDREAD	MAX_PROFIT	15	50	70	30	3	40	78487	78247	0.9969	6.6049	6.6314	0.0266	1074653.0	1072175.0	62.79
SPEEDREAD	MAX_PROFIT	15	50	70	30	3	45	78487	78326	0.9979	6.6049	6.6154	0.0105	1074653.0	1072763.0	62.93
SPEEDREAD	MAX_PROFIT	15	50	70	30	3	50	78487	78393	0.9988	6.6049	6.6071	0.0022	1074653.0	1073459.0	63.06
SPEEDREAD	MAX_PROFIT	15	50	70	30	5	30	78487	52339	0.6668	6.6049	6.4034	-0.2014	1074653.0	712343.0	41.73
SPEEDREAD	MAX_PROFIT	15	50	70	30	5	35	78487	76911	0.9799	6.6049	6.6628	0.0579	1074653.0	1054913.0	61.28
SPEEDREAD	MAX_PROFIT	15	50	70	30	5	40	78487	78292	0.9975	6.6049	6.6127	0.0078	1074653.0	1072247.0	62.55
SPEEDREAD	MAX_PROFIT	15	50	70	30	5	45	78487	78324	0.9979	6.6049	6.6153	0.0105	1074653.0	1072751.0	62.82
SPEEDREAD	MAX_PROFIT	15	50	70	30	5	50	78487	78388	0.9987	6.6049	6.6048	-0.0001	1074653.0	1073297.0	63.1
SPEEDREAD	MAX_PROFIT	15	50	50	50	1	35	78487	42970	0.5475	6.6049	6.8164	0.2115	1074653.0	593970.0	35.39
SPEEDREAD	MAX_PROFIT	15	50	50	50	1	40	78487	76176	0.9706	6.6049	6.8905	0.2856	1074653.0	1051097.0	63.15
SPEEDREAD	MAX_PROFIT	15	50	50	50	1	45	78487	78123	0.9954	6.6049	6.6483	0.0435	1074653.0	1070927.0	62.83
SPEEDREAD	MAX_PROFIT	15	50	50	50	1	50	78487	78312	0.9978	6.6049	6.6361	0.0312	1074653.0	1073201.0	63.5
SPEEDREAD	MAX_PROFIT	15	50	50	50	3	35	78487	42221	0.5379	6.6049	6.4197	-0.1852	1074653.0	575310.0	33.7
SPEEDREAD	MAX_PROFIT	15	50	50	50	3	40	78487	76513	0.9748	6.6049	6.6307	0.0258	1074653.0	1048523.0	60.81
SPEEDREAD	MAX_PROFIT	15	50	50	50	3	45	78487	78147	0.9957	6.6049	6.6228	0.0179	1074653.0	1070537.0	62.69
SPEEDREAD	MAX_PROFIT	15	50	50	50	3	50	78487	78321	0.9979	6.6049	6.6152	0.0103	1074653.0	1072727.0	62.82
SPEEDREAD	MAX_PROFIT	15	50	50	50	5	35	78487	42076	0.5361	6.6049	6.0878	-0.5171	1074653.0	567186.0	33.26
SPEEDREAD	MAX_PROFIT	15	50	50	50	5	40	78487	76770	0.9781	6.6049	6.6481	0.0433	1074653.0	1052585.0	61.15
SPEEDREAD	MAX_PROFIT	15	50	50	50	5	45	78487	78202	0.9964	6.6049	6.6277	0.0228	1074653.0	1071467.0	62.51
SPEEDREAD	MAX_PROFIT	15	50	50	50	5	50	78487	78334	0.9981	6.6049	6.6153	0.0105	1074653.0	1072889.0	62.83
SPEEDREAD	MAX_PROFIT	15	50	30	70	1	45	78487	74778	0.9527	6.6049	6.8548	0.25	1074653.0	1031249.0	61.65
SPEEDREAD	MAX_PROFIT	15	50	30	70	1	50	78487	77862	0.992	6.6049	6.7882	0.1833	1074653.0	1071323.0	62.85
SPEEDREAD	MAX_PROFIT	15	50	30	70	3	45	78487	75256	0.9588	6.6049	6.6363	0.0314	1074653.0	1031441.0	58.97
SPEEDREAD	MAX_PROFIT	15	50	30	70	3	50	78487	77990	0.9937	6.6049	6.6354	0.0305	1074653.0	1068875.0	62.35
SPEEDREAD	MAX_PROFIT	15	50	30	70	5	45	78487	75564	0.9628	6.6049	6.6134	0.0085	1074653.0	1035059.0	59.3
SPEEDREAD	MAX_PROFIT	15	50	30	70	5	50	78487	78041	0.9943	6.6049	6.6159	0.011	1074653.0	1068947.0	62.1
SPEEDREAD	MAX_PROFIT	15	100	70	30	1	30	78487	52348	0.667	6.6049	7.2064	0.6015	1074653.0	730319.0	43.19
SPEEDREAD	MAX_PROFIT	15	100	70	30	1	35	78487	76339	0.9726	6.6049	6.9743	0.3694	1074653.0	1055867.0	61.94
SPEEDREAD	MAX_PROFIT	15	100	70	30	1	40	78487	78182	0.9961	6.6049	6.6527	0.0478	1074653.0	1071887.0	62.88
SPEEDREAD	MAX_PROFIT	15	100	70	30	1	45	78487	78275	0.9973	6.6049	6.611	0.0061	1074653.0	1071923.0	62.88
SPEEDREAD	MAX_PROFIT	15	100	70	30	1	50	78487	78346	0.9982	6.6049	6.6031	-0.0018	1074653.0	1072697.0	62.71
SPEEDREAD	MAX_PROFIT	15	100	70	30	3	30	78487	52305	0.6664	6.6049	6.4945	-0.1104	1074653.0	714719.0	41.87
SPEEDREAD	MAX_PROFIT	15	100	70	30	3	35	78487	76587	0.9758	6.6049	6.7206	0.1157	1074653.0	1052087.0	61.37
SPEEDREAD	MAX_PROFIT	15	100	70	30	3	40	78487	78211	0.9965	6.6049	6.6275	0.0226	1074653.0	1071557.0	62.75
SPEEDREAD	MAX_PROFIT	15	100	70	30	3	45	78487	78270	0.9972	6.6049	6.6107	0.0058	1074653.0	1071863.0	62.77
SPEEDREAD	MAX_PROFIT	15	100	70	30	3	50	78487	78344	0.9982	6.6049	6.6029	-0.002	1074653.0	1072661.0	63.02
SPEEDREAD	MAX_PROFIT	15	100	70	30	5	30	78487	52475	0.6686	6.6049	6.3741	-0.2307	1074653.0	713771.0	41.33
SPEEDREAD	MAX_PROFIT	15	100	70	30	5	35	78487	76825	0.9788	6.6049	6.6629	0.0581	1074653.0	1053713.0	61.21
SPEEDREAD	MAX_PROFIT	15	100	70	30	5	40	78487	78229	0.9967	6.6049	6.6072	0.0024	1074653.0	1071203.0	62.49
SPEEDREAD	MAX_PROFIT	15	100	70	30	5	45	78487	78274	0.9973	6.6049	6.6111	0.0062	1074653.0	1071935.0	62.77
SPEEDREAD	MAX_PROFIT	15	100	70	30	5	50	78487	78339	0.9981	6.6049	6.6006	-0.0042	1074653.0	1072499.0	63.05
SPEEDREAD	MAX_PROFIT	15	100	50	50	1	35	78487	43509	0.5543	6.6049	7.048	0.4431	1074653.0	604991.0	36.09
SPEEDREAD	MAX_PROFIT	15	100	50	50	1	40	78487	75971	0.9679	6.6049	6.8989	0.294	1074653.0	1048637.0	62.13
SPEEDREAD	MAX_PROFIT	15	100	50	50	1	45	78487	78009	0.9939	6.6049	6.6557	0.0509	1074653.0	1069613.0	62.75
SPEEDREAD	MAX_PROFIT	15	100	50	50	1	50	78487	78254	0.997	6.6049	6.6093	0.0044	1074653.0	1071599.0	63.2
