filter	profile	lookback	vol_avg_len	price_weight	vol_weight	smoothing	threshold	n_baseline	n_filtered	retention	pf_baseline	pf_filtered	pf_delta	pnl_baseline	pnl_filtered	calmar
SPEEDREAD	SAFEST	10	100	50	50	1	45	21394	21068	0.9848	3.3931	3.3719	-0.0211	391659.0	384295.0	180.25
SPEEDREAD	SAFEST	10	100	50	50	1	50	21394	21282	0.9948	3.3931	3.3925	-0.0005	391659.0	389571.0	182.73
SPEEDREAD	SAFEST	10	100	50	50	3	35	21394	11440	0.5347	3.3931	3.4221	0.029	391659.0	211263.0	99.09
SPEEDREAD	SAFEST	10	100	50	50	3	40	21394	19925	0.9313	3.3931	3.3388	-0.0543	391659.0	361753.0	169.2
SPEEDREAD	SAFEST	10	100	50	50	3	45	21394	21102	0.9864	3.3931	3.3717	-0.0214	391659.0	384811.0	179.99
SPEEDREAD	SAFEST	10	100	50	50	3	50	21394	21279	0.9946	3.3931	3.3909	-0.0022	391659.0	389349.0	182.62
SPEEDREAD	SAFEST	10	100	50	50	5	35	21394	11275	0.527	3.3931	3.3532	-0.0399	391659.0	205653.0	96.46
SPEEDREAD	SAFEST	10	100	50	50	5	40	21394	20065	0.9379	3.3931	3.3436	-0.0494	391659.0	364073.0	170.77
SPEEDREAD	SAFEST	10	100	50	50	5	45	21394	21139	0.9881	3.3931	3.3812	-0.0119	391659.0	386149.0	180.61
SPEEDREAD	SAFEST	10	100	50	50	5	50	21394	21282	0.9948	3.3931	3.3872	-0.0059	391659.0	389171.0	182.03
SPEEDREAD	SAFEST	10	100	30	70	1	45	21394	19683	0.92	3.3931	3.3542	-0.0389	391659.0	358525.0	168.16
SPEEDREAD	SAFEST	10	100	30	70	1	50	21394	21050	0.9839	3.3931	3.3832	-0.0099	391659.0	384643.0	180.41
SPEEDREAD	SAFEST	10	100	30	70	3	45	21394	19905	0.9304	3.3931	3.3325	-0.0605	391659.0	361033.0	169.34
SPEEDREAD	SAFEST	10	100	30	70	3	50	21394	21090	0.9858	3.3931	3.3762	-0.0169	391659.0	384883.0	180.02
SPEEDREAD	SAFEST	10	100	30	70	5	45	21394	20014	0.9355	3.3931	3.3288	-0.0643	391659.0	362499.0	170.03
SPEEDREAD	SAFEST	10	100	30	70	5	50	21394	21103	0.9864	3.3931	3.3773	-0.0158	391659.0	385365.0	180.75
SPEEDREAD	SAFEST	15	20	70	30	1	30	21394	14048	0.6566	3.3931	3.5025	0.1094	391659.0	262335.0	120.45
SPEEDREAD	SAFEST	15	20	70	30	1	35	21394	20772	0.9709	3.3931	3.388	-0.0051	391659.0	380031.0	174.49
SPEEDREAD	SAFEST	15	20	70	30	1	40	21394	21302	0.9957	3.3931	3.3882	-0.0049	391659.0	389651.0	178.9
SPEEDREAD	SAFEST	15	20	70	30	1	45	21394	21326	0.9968	3.3931	3.3879	-0.0052	391659.0	390067.0	182.96
SPEEDREAD	SAFEST	15	20	70	30	1	50	21394	21373	0.999	3.3931	3.3937	0.0006	391659.0	391305.0	183.54
SPEEDREAD	SAFEST	15	20	70	30	3	30	21394	14146	0.6612	3.3931	3.3676	-0.0254	391659.0	257947.0	120.99
SPEEDREAD	SAFEST	15	20	70	30	3	35	21394	20843	0.9742	3.3931	3.3659	-0.0272	391659.0	379605.0	178.05
SPEEDREAD	SAFEST	15	20	70	30	3	40	21394	21307	0.9959	3.3931	3.3873	-0.0058	391659.0	389701.0	182.79
SPEEDREAD	SAFEST	15	20	70	30	3	45	21394	21321	0.9966	3.3931	3.3869	-0.0062	391659.0	389897.0	179.02
SPEEDREAD	SAFEST	15	20	70	30	3	50	21394	21370	0.9989	3.3931	3.3927	-0.0003	391659.0	391163.0	179.6
SPEEDREAD	SAFEST	15	20	70	30	5	30	21394	14208	0.6641	3.3931	3.3178	-0.0753	391659.0	256975.0	120.53
SPEEDREAD	SAFEST	15	20	70	30	5	35	21394	20904	0.9771	3.3931	3.3726	-0.0205	391659.0	381239.0	178.82
SPEEDREAD	SAFEST	15	20	70	30	5	40	21394	21319	0.9965	3.3931	3.3879	-0.0051	391659.0	389949.0	182.9
SPEEDREAD	SAFEST	15	20	70	30	5	45	21394	21320	0.9965	3.3931	3.3878	-0.0053	391659.0	389943.0	182.9
SPEEDREAD	SAFEST	15	20	70	30	5	50	21394	21366	0.9987	3.3931	3.3946	0.0015	391659.0	391227.0	183.5
SPEEDREAD	SAFEST	15	20	50	50	1	35	21394	11434	0.5344	3.3931	3.4637	0.0706	391659.0	213059.0	97.82
SPEEDREAD	SAFEST	15	20	50	50	1	40	21394	20717	0.9684	3.3931	3.3654	-0.0277	391659.0	377601.0	173.37
SPEEDREAD	SAFEST	15	20	50	50	1	45	21394	21284	0.9949	3.3931	3.386	-0.0071	391659.0	389159.0	178.68
SPEEDREAD	SAFEST	15	20	50	50	1	50	21394	21356	0.9982	3.3931	3.3912	-0.0019	391659.0	390847.0	179.45
SPEEDREAD	SAFEST	15	20	50	50	3	35	21394	11366	0.5313	3.3931	3.3299	-0.0632	391659.0	206707.0	96.95
SPEEDREAD	SAFEST	15	20	50	50	3	40	21394	20831	0.9737	3.3931	3.3596	-0.0334	391659.0	379117.0	177.82
SPEEDREAD	SAFEST	15	20	50	50	3	45	21394	21285	0.9949	3.3931	3.3865	-0.0066	391659.0	389233.0	182.57
SPEEDREAD	SAFEST	15	20	50	50	3	50	21394	21349	0.9979	3.3931	3.392	-0.0011	391659.0	390769.0	183.29
SPEEDREAD	SAFEST	15	20	50	50	5	35	21394	11461	0.5357	3.3931	3.306	-0.087	391659.0	207537.0	97.34
SPEEDREAD	SAFEST	15	20	50	50	5	40	21394	20879	0.9759	3.3931	3.3576	-0.0355	391659.0	380069.0	178.27
SPEEDREAD	SAFEST	15	20	50	50	5	45	21394	21290	0.9951	3.3931	3.3872	-0.0059	391659.0	389363.0	182.63
SPEEDREAD	SAFEST	15	20	50	50	5	50	21394	21349	0.9979	3.3931	3.3917	-0.0014	391659.0	390729.0	183.27
SPEEDREAD	SAFEST	15	20	30	70	1	45	21394	20378	0.9525	3.3931	3.3684	-0.0247	391659.0	371715.0	170.67
SPEEDREAD	SAFEST	15	20	30	70	1	50	21394	21223	0.992	3.3931	3.3807	-0.0124	391659.0	387685.0	181.84
SPEEDREAD	SAFEST	15	20	30	70	3	45	21394	20540	0.9601	3.3931	3.3446	-0.0485	391659.0	372983.0	174.95
SPEEDREAD	SAFEST	15	20	30	70	3	50	21394	21232	0.9924	3.3931	3.3798	-0.0133	391659.0	387831.0	181.91
SPEEDREAD	SAFEST	15	20	30	70	5	45	21394	20659	0.9656	3.3931	3.3456	-0.0475	391659.0	375389.0	176.07
SPEEDREAD	SAFEST	15	20	30	70	5	50	21394	21261	0.9938	3.3931	3.3833	-0.0097	391659.0	388577.0	182.26
SPEEDREAD	SAFEST	15	50	70	30	1	30	21394	14022	0.6554	3.3931	3.5166	0.1235	391659.0	262051.0	120.32
SPEEDREAD	SAFEST	15	50	70	30	1	35	21394	20735	0.9692	3.3931	3.3805	-0.0126	391659.0	378813.0	173.93
SPEEDREAD	SAFEST	15	50	70	30	1	40	21394	21293	0.9953	3.3931	3.3903	-0.0027	391659.0	389585.0	178.87
SPEEDREAD	SAFEST	15	50	70	30	1	45	21394	21320	0.9965	3.3931	3.3887	-0.0044	391659.0	389983.0	179.06
SPEEDREAD	SAFEST	15	50	70	30	1	50	21394	21365	0.9986	3.3931	3.3944	0.0013	391659.0	391193.0	183.49
SPEEDREAD	SAFEST	15	50	70	30	3	30	21394	14203	0.6639	3.3931	3.3698	-0.0233	391659.0	259285.0	121.62
SPEEDREAD	SAFEST	15	50	70	30	3	35	21394	20778	0.9712	3.3931	3.3608	-0.0322	391659.0	378195.0	177.39
SPEEDREAD	SAFEST	15	50	70	30	3	40	21394	21295	0.9954	3.3931	3.3903	-0.0028	391659.0	389653.0	182.76
SPEEDREAD	SAFEST	15	50	70	30	3	45	21394	21319	0.9965	3.3931	3.3888	-0.0043	391659.0	389989.0	179.06
SPEEDREAD	SAFEST	15	50	70	30	3	50	21394	21362	0.9985	3.3931	3.3941	0.001	391659.0	391131.0	179.58
SPEEDREAD	SAFEST	15	50	70	30	5	30	21394	14172	0.6624	3.3931	3.3173	-0.0758	391659.0	256151.0	120.15
SPEEDREAD	SAFEST	15	50	70	30	5	35	21394	20840	0.9741	3.3931	3.3651	-0.028	391659.0	379423.0	177.97
SPEEDREAD	SAFEST	15	50	70	30	5	40	21394	21314	0.9963	3.3931	3.3927	-0.0004	391659.0	390179.0	183.01
SPEEDREAD	SAFEST	15	50	70	30	5	45	21394	21318	0.9964	3.3931	3.3897	-0.0034	391659.0	390035.0	182.94
SPEEDREAD	SAFEST	15	50	70	30	5	50	21394	21360	0.9984	3.3931	3.3956	0.0026	391659.0	391183.0	183.48
SPEEDREAD	SAFEST	15	50	50	50	1	35	21394	11597	0.5421	3.3931	3.4894	0.0963	391659.0	216681.0	101.63
SPEEDREAD	SAFEST	15	50	50	50	1	40	21394	20663	0.9658	3.3931	3.3704	-0.0227	391659.0	377045.0	173.12
SPEEDREAD	SAFEST	15	50	50	50	1	45	21394	21259	0.9937	3.3931	3.3872	-0.0058	391659.0	388789.0	178.51
SPEEDREAD	SAFEST	15	50	50	50	1	50	21394	21331	0.9971	3.3931	3.3903	-0.0028	391659.0	390277.0	179.19
SPEEDREAD	SAFEST	15	50	50	50	3	35	21394	11553	0.54	3.3931	3.3629	-0.0302	391659.0	211305.0	99.11
SPEEDREAD	SAFEST	15	50	50	50	3	40	21394	20725	0.9687	3.3931	3.3419	-0.0512	391659.0	376073.0	176.39
SPEEDREAD	SAFEST	15	50	50	50	3	45	21394	21255	0.9935	3.3931	3.3851	-0.008	391659.0	388613.0	182.28
SPEEDREAD	SAFEST	15	50	50	50	3	50	21394	21325	0.9968	3.3931	3.3925	-0.0006	391659.0	390313.0	183.07
SPEEDREAD	SAFEST	15	50	50	50	5	35	21394	11449	0.5352	3.3931	3.307	-0.0861	391659.0	207089.0	97.13
SPEEDREAD	SAFEST	15	50	50	50	5	40	21394	20767	0.9707	3.3931	3.3629	-0.0302	391659.0	378221.0	177.4
SPEEDREAD	SAFEST	15	50	50	50	5	45	21394	21279	0.9946	3.3931	3.3876	-0.0055	391659.0	389189.0	182.55
SPEEDREAD	SAFEST	15	50	50	50	5	50	21394	21331	0.9971	3.3931	3.3941	0.001	391659.0	390557.0	183.19
SPEEDREAD	SAFEST	15	50	30	70	1	45	21394	20241	0.9461	3.3931	3.3695	-0.0236	391659.0	369497.0	173.31
SPEEDREAD	SAFEST	15	50	30	70	1	50	21394	21175	0.9898	3.3931	3.381	-0.0121	391659.0	386813.0	177.6
SPEEDREAD	SAFEST	15	50	30	70	3	45	21394	20365	0.9519	3.3931	3.3445	-0.0486	391659.0	369953.0	173.52
SPEEDREAD	SAFEST	15	50	30	70	3	50	21394	21211	0.9914	3.3931	3.3817	-0.0114	391659.0	387637.0	181.82
SPEEDREAD	SAFEST	15	50	30	70	5	45	21394	20432	0.955	3.3931	3.3374	-0.0557	391659.0	370591.0	173.82
SPEEDREAD	SAFEST	15	50	30	70	5	50	21394	21218	0.9918	3.3931	3.3839	-0.0092	391659.0	387955.0	181.97
SPEEDREAD	SAFEST	15	100	70	30	1	30	21394	13977	0.6533	3.3931	3.5169	0.1239	391659.0	261161.0	119.91
SPEEDREAD	SAFEST	15	100	70	30	1	35	21394	20688	0.967	3.3931	3.3747	-0.0184	391659.0	377535.0	173.34
SPEEDREAD	SAFEST	15	100	70	30	1	40	21394	21283	0.9948	3.3931	3.3909	-0.0022	391659.0	389445.0	178.81
SPEEDREAD	SAFEST	15	100	70	30	1	45	21394	21310	0.9961	3.3931	3.3892	-0.0039	391659.0	389843.0	178.99
SPEEDREAD	SAFEST	15	100	70	30	1	50	21394	21355	0.9982	3.3931	3.3949	0.0019	391659.0	391053.0	183.42
SPEEDREAD	SAFEST	15	100	70	30	3	30	21394	14151	0.6614	3.3931	3.407	0.0139	391659.0	259757.0	121.84
SPEEDREAD	SAFEST	15	100	70	30	3	35	21394	20761	0.9704	3.3931	3.3604	-0.0327	391659.0	377817.0	177.21
SPEEDREAD	SAFEST	15	100	70	30	3	40	21394	21296	0.9954	3.3931	3.3916	-0.0014	391659.0	389767.0	182.82
SPEEDREAD	SAFEST	15	100	70	30	3	45	21394	21309	0.996	3.3931	3.3902	-0.0029	391659.0	389889.0	182.87
SPEEDREAD	SAFEST	15	100	70	30	3	50	21394	21353	0.9981	3.3931	3.3945	0.0014	391659.0	390985.0	179.52
SPEEDREAD	SAFEST	15	100	70	30	5	30	21394	14199	0.6637	3.3931	3.3217	-0.0714	391659.0	256869.0	120.48
SPEEDREAD	SAFEST	15	100	70	30	5	35	21394	20822	0.9733	3.3931	3.3651	-0.028	391659.0	379091.0	177.81
SPEEDREAD	SAFEST	15	100	70	30	5	40	21394	21301	0.9957	3.3931	3.3927	-0.0004	391659.0	389937.0	182.9
SPEEDREAD	SAFEST	15	100	70	30	5	45	21394	21309	0.996	3.3931	3.3902	-0.0029	391659.0	389889.0	182.87
SPEEDREAD	SAFEST	15	100	70	30	5	50	21394	21351	0.998	3.3931	3.3961	0.003	391659.0	391037.0	183.41
SPEEDREAD	SAFEST	15	100	50	50	1	35	21394	11732	0.5484	3.3931	3.4319	0.0388	391659.0	217391.0	101.97
SPEEDREAD	SAFEST	15	100	50	50	1	40	21394	20542	0.9602	3.3931	3.3625	-0.0306	391659.0	374211.0	171.81
SPEEDREAD	SAFEST	15	100	50	50	1	45	21394	21218	0.9918	3.3931	3.3842	-0.0089	391659.0	387875.0	178.09
SPEEDREAD	SAFEST	15	100	50	50	1	50	21394	21318	0.9964	3.3931	3.3929	-0.0002	391659.0	390235.0	183.04
SPEEDREAD	SAFEST	15	100	50	50	3	35	21394	11717	0.5477	3.3931	3.3536	-0.0395	391659.0	213681.0	100.23
SPEEDREAD	SAFEST	15	100	50	50	3	40	21394	20683	0.9668	3.3931	3.3441	-0.049	391659.0	375485.0	176.12
SPEEDREAD	SAFEST	15	100	50	50	3	45	21394	21239	0.9928	3.3931	3.3857	-0.0073	391659.0	388309.0	182.13
SPEEDREAD	SAFEST	15	100	50	50	3	50	21394	21316	0.9964	3.3931	3.393	-0.0001	391659.0	390167.0	183.01
SPEEDREAD	SAFEST	15	100	50	50	5	35	21394	11581	0.5413	3.3931	3.2653	-0.1278	391659.0	208017.0	97.57
SPEEDREAD	SAFEST	15	100	50	50	5	40	21394	20690	0.9671	3.3931	3.3565	-0.0366	391659.0	376243.0	176.47
SPEEDREAD	SAFEST	15	100	50	50	5	45	21394	21261	0.9938	3.3931	3.3872	-0.0059	391659.0	388857.0	182.39
SPEEDREAD	SAFEST	15	100	50	50	5	50	21394	21318	0.9964	3.3931	3.3941	0.001	391659.0	390315.0	183.07
SPEEDREAD	SAFEST	15	100	30	70	1	45	21394	20106	0.9398	3.3931	3.3691	-0.0239	391659.0	366827.0	172.06
SPEEDREAD	SAFEST	15	100	30	70	1	50	21394	21113	0.9869	3.3931	3.3799	-0.0132	391659.0	385585.0	177.04
SPEEDREAD	SAFEST	15	100	30	70	3	45	21394	20185	0.9435	3.3931	3.3378	-0.0553	391659.0	365993.0	171.67
SPEEDREAD	SAFEST	15	100	30	70	3	50	21394	21158	0.989	3.3931	3.384	-0.0091	391659.0	386715.0	181.39
SPEEDREAD	SAFEST	15	100	30	70	5	45	21394	20275	0.9477	3.3931	3.3358	-0.0573	391659.0	367493.0	172.37
SPEEDREAD	SAFEST	15	100	30	70	5	50	21394	21183	0.9901	3.3931	3.38	-0.0131	391659.0	387005.0	181.52
SPEEDREAD	SAFEST	20	20	70	30	1	30	21394	15170	0.7091	3.3931	3.4206	0.0275	391659.0	279843.0	131.26
SPEEDREAD	SAFEST	20	20	70	30	1	35	21394	21152	0.9887	3.3931	3.3737	-0.0194	391659.0	385911.0	181.01
SPEEDREAD	SAFEST	20	20	70	30	1	40	21394	21376	0.9992	3.3931	3.394	0.0009	391659.0	391367.0	179.69
SPEEDREAD	SAFEST	20	20	70	30	1	45	21394	21391	0.9999	3.3931	3.3956	0.0025	391659.0	391757.0	183.75
SPEEDREAD	SAFEST	20	20	70	30	1	50	21394	21391	0.9999	3.3931	3.3956	0.0025	391659.0	391757.0	183.75
SPEEDREAD	SAFEST	20	20	70	30	3	30	21394	15186	0.7098	3.3931	3.3164	-0.0767	391659.0	274907.0	128.22
SPEEDREAD	SAFEST	20	20	70	30	3	35	21394	21143	0.9883	3.3931	3.371	-0.0221	391659.0	385565.0	180.85
SPEEDREAD	SAFEST	20	20	70	30	3	40	21394	21364	0.9986	3.3931	3.3942	0.0011	391659.0	391159.0	183.47
SPEEDREAD	SAFEST	20	20	70	30	3	45	21394	21391	0.9999	3.3931	3.3956	0.0025	391659.0	391757.0	183.75
SPEEDREAD	SAFEST	20	20	70	30	3	50	21394	21391	0.9999	3.3931	3.3956	0.0025	391659.0	391757.0	183.75
SPEEDREAD	SAFEST	20	20	70	30	5	30	21394	15235	0.7121	3.3931	3.3367	-0.0564	391659.0	276533.0	129.34
SPEEDREAD	SAFEST	20	20	70	30	5	35	21394	21192	0.9906	3.3931	3.3786	-0.0145	391659.0	386911.0	181.48
SPEEDREAD	SAFEST	20	20	70	30	5	40	21394	21363	0.9986	3.3931	3.3943	0.0012	391659.0	391165.0	183.47
SPEEDREAD	SAFEST	20	20	70	30	5	45	21394	21391	0.9999	3.3931	3.3956	0.0025	391659.0	391757.0	183.75
SPEEDREAD	SAFEST	20	20	70	30	5	50	21394	21391	0.9999	3.3931	3.3956	0.0025	391659.0	391757.0	183.75
SPEEDREAD	SAFEST	20	20	50	50	1	35	21394	11896	0.556	3.3931	3.3946	0.0015	391659.0	219287.0	102.86
SPEEDREAD	SAFEST	20	20	50	50	1	40	21394	20990	0.9811	3.3931	3.3729	-0.0202	391659.0	383003.0	179.64
SPEEDREAD	SAFEST	20	20	50	50	1	45	21394	21354	0.9981	3.3931	3.3947	0.0016	391659.0	391019.0	179.53
SPEEDREAD	SAFEST	20	20	50	50	1	50	21394	21382	0.9994	3.3931	3.3952	0.0022	391659.0	391571.0	183.66
SPEEDREAD	SAFEST	20	20	50	50	3	35	21394	11660	0.545	3.3931	3.2747	-0.1183	391659.0	209983.0	98.49
SPEEDREAD	SAFEST	20	20	50	50	3	40	21394	21065	0.9846	3.3931	3.3813	-0.0117	391659.0	384913.0	180.54
SPEEDREAD	SAFEST	20	20	50	50	3	45	21394	21351	0.998	3.3931	3.3938	0.0007	391659.0	390877.0	182.82
SPEEDREAD	SAFEST	20	20	50	50	3	50	21394	21382	0.9994	3.3931	3.3941	0.001	391659.0	391491.0	179.75
SPEEDREAD	SAFEST	20	20	50	50	5	35	21394	11594	0.5419	3.3931	3.2639	-0.1292	391659.0	208379.0	97.19
SPEEDREAD	SAFEST	20	20	50	50	5	40	21394	21099	0.9862	3.3931	3.3773	-0.0158	391659.0	385269.0	180.71
SPEEDREAD	SAFEST	20	20	50	50	5	45	21394	21351	0.998	3.3931	3.3938	0.0007	391659.0	390877.0	183.34
SPEEDREAD	SAFEST	20	20	50	50	5	50	21394	21391	0.9999	3.3931	3.3956	0.0025	391659.0	391757.0	183.75
SPEEDREAD	SAFEST	20	20	30	70	1	45	21394	20602	0.963	3.3931	3.3755	-0.0176	391659.0	376331.0	176.52
SPEEDREAD	SAFEST	20	20	30	70	1	50	21394	21257	0.9936	3.3931	3.3828	-0.0102	391659.0	388481.0	178.37
SPEEDREAD	SAFEST	20	20	30	70	3	45	21394	20670	0.9662	3.3931	3.3595	-0.0336	391659.0	376243.0	176.47
SPEEDREAD	SAFEST	20	20	30	70	3	50	21394	21276	0.9945	3.3931	3.3861	-0.0069	391659.0	389047.0	181.97
SPEEDREAD	SAFEST	20	20	30	70	5	45	21394	20731	0.969	3.3931	3.3497	-0.0434	391659.0	376757.0	176.72
SPEEDREAD	SAFEST	20	20	30	70	5	50	21394	21313	0.9962	3.3931	3.3897	-0.0034	391659.0	389985.0	182.92
SPEEDREAD	SAFEST	20	50	70	30	1	30	21394	15167	0.7089	3.3931	3.392	-0.0011	391659.0	278581.0	129.94
SPEEDREAD	SAFEST	20	50	70	30	1	35	21394	21105	0.9865	3.3931	3.3817	-0.0114	391659.0	385553.0	180.84
SPEEDREAD	SAFEST	20	50	70	30	1	40	21394	21360	0.9984	3.3931	3.3948	0.0017	391659.0	391143.0	179.59
SPEEDREAD	SAFEST	20	50	70	30	1	45	21394	21390	0.9998	3.3931	3.3974	0.0043	391659.0	391843.0	183.79
SPEEDREAD	SAFEST	20	50	70	30	1	50	21394	21390	0.9998	3.3931	3.3974	0.0043	391659.0	391843.0	183.79
SPEEDREAD	SAFEST	20	50	70	30	3	30	21394	15171	0.7091	3.3931	3.3549	-0.0381	391659.0	276317.0	129.24
SPEEDREAD	SAFEST	20	50	70	30	3	35	21394	21130	0.9877	3.3931	3.3751	-0.018	391659.0	385643.0	180.88
SPEEDREAD	SAFEST	20	50	70	30	3	40	21394	21351	0.998	3.3931	3.3953	0.0022	391659.0	390997.0	182.88
SPEEDREAD	SAFEST	20	50	70	30	3	45	21394	21389	0.9998	3.3931	3.3975	0.0044	391659.0	391849.0	183.79
SPEEDREAD	SAFEST	20	50	70	30	3	50	21394	21389	0.9998	3.3931	3.3975	0.0044	391659.0	391849.0	183.79
SPEEDREAD	SAFEST	20	50	70	30	5	30	21394	15167	0.7089	3.3931	3.3303	-0.0628	391659.0	275021.0	129.0
SPEEDREAD	SAFEST	20	50	70	30	5	35	21394	21167	0.9894	3.3931	3.3787	-0.0144	391659.0	386461.0	180.25
SPEEDREAD	SAFEST	20	50	70	30	5	40	21394	21352	0.998	3.3931	3.3958	0.0027	391659.0	391071.0	183.43
SPEEDREAD	SAFEST	20	50	70	30	5	45	21394	21389	0.9998	3.3931	3.3975	0.0044	391659.0	391849.0	183.79
SPEEDREAD	SAFEST	20	50	70	30	5	50	21394	21389	0.9998	3.3931	3.3975	0.0044	391659.0	391849.0	183.79
SPEEDREAD	SAFEST	20	50	50	50	1	35	21394	12079	0.5646	3.3931	3.359	-0.0341	391659.0	220989.0	103.36
SPEEDREAD	SAFEST	20	50	50	50	1	40	21394	20915	0.9776	3.3931	3.3761	-0.017	391659.0	381813.0	179.09
SPEEDREAD	SAFEST	20	50	50	50	1	45	21394	21297	0.9955	3.3931	3.3912	-0.0019	391659.0	389721.0	182.8
SPEEDREAD	SAFEST	20	50	50	50	1	50	21394	21384	0.9995	3.3931	3.3965	0.0034	391659.0	391679.0	183.71
SPEEDREAD	SAFEST	20	50	50	50	3	35	21394	11924	0.5574	3.3931	3.2537	-0.1393	391659.0	214239.0	100.49
SPEEDREAD	SAFEST	20	50	50	50	3	40	21394	20959	0.9797	3.3931	3.3726	-0.0205	391659.0	382389.0	179.36
SPEEDREAD	SAFEST	20	50	50	50	3	45	21394	21312	0.9962	3.3931	3.3911	-0.0019	391659.0	390031.0	182.94
SPEEDREAD	SAFEST	20	50	50	50	3	50	21394	21380	0.9993	3.3931	3.396	0.0029	391659.0	391583.0	179.79
SPEEDREAD	SAFEST	20	50	50	50	5	35	21394	11870	0.5548	3.3931	3.292	-0.1011	391659.0	214563.0	100.64
SPEEDREAD	SAFEST	20	50	50	50	5	40	21394	20984	0.9808	3.3931	3.3693	-0.0238	391659.0	382639.0	178.47
SPEEDREAD	SAFEST	20	50	50	50	5	45	21394	21318	0.9964	3.3931	3.3924	-0.0007	391659.0	390235.0	183.04
SPEEDREAD	SAFEST	20	50	50	50	5	50	21394	21380	0.9993	3.3931	3.398	0.0049	391659.0	391703.0	179.85
SPEEDREAD	SAFEST	20	50	30	70	1	45	21394	20411	0.9541	3.3931	3.3698	-0.0232	391659.0	372597.0	174.76
SPEEDREAD	SAFEST	20	50	30	70	1	50	21394	21215	0.9916	3.3931	3.3832	-0.0099	391659.0	387733.0	181.86
SPEEDREAD	SAFEST	20	50	30	70	3	45	21394	20493	0.9579	3.3931	3.3533	-0.0398	391659.0	372705.0	174.81
SPEEDREAD	SAFEST	20	50	30	70	3	50	21394	21240	0.9928	3.3931	3.3881	-0.005	391659.0	388543.0	182.24
SPEEDREAD	SAFEST	20	50	30	70	5	45	21394	20576	0.9618	3.3931	3.3486	-0.0445	391659.0	374007.0	174.44
SPEEDREAD	SAFEST	20	50	30	70	5	50	21394	21251	0.9933	3.3931	3.3884	-0.0047	391659.0	388797.0	182.36
SPEEDREAD	SAFEST	20	100	70	30	1	30	21394	15134	0.7074	3.3931	3.3975	0.0044	391659.0	278339.0	129.82
SPEEDREAD	SAFEST	20	100	70	30	1	35	21394	21080	0.9853	3.3931	3.3813	-0.0118	391659.0	385103.0	180.63
SPEEDREAD	SAFEST	20	100	70	30	1	40	21394	21344	0.9977	3.3931	3.3941	0.0011	391659.0	390799.0	179.43
SPEEDREAD	SAFEST	20	100	70	30	1	45	21394	21380	0.9993	3.3931	3.398	0.0049	391659.0	391703.0	183.73
SPEEDREAD	SAFEST	20	100	70	30	1	50	21394	21380	0.9993	3.3931	3.398	0.0049	391659.0	391703.0	183.73
SPEEDREAD	SAFEST	20	100	70	30	3	30	21394	15207	0.7108	3.3931	3.3272	-0.0658	391659.0	276101.0	129.14
SPEEDREAD	SAFEST	20	100	70	30	3	35	21394	21117	0.9871	3.3931	3.3767	-0.0164	391659.0	385481.0	179.8
SPEEDREAD	SAFEST	20	100	70	30	3	40	21394	21339	0.9974	3.3931	3.3951	0.002	391659.0	390749.0	182.76
SPEEDREAD	SAFEST	20	100	70	30	3	45	21394	21380	0.9993	3.3931	3.398	0.0049	391659.0	391703.0	183.73
SPEEDREAD	SAFEST	20	100	70	30	3	50	21394	21380	0.9993	3.3931	3.398	0.0049	391659.0	391703.0	183.73
SPEEDREAD	SAFEST	20	100	70	30	5	30	21394	15229	0.7118	3.3931	3.3403	-0.0528	391659.0	276969.0	129.91
SPEEDREAD	SAFEST	20	100	70	30	5	35	21394	21146	0.9884	3.3931	3.3824	-0.0106	391659.0	386307.0	180.18
SPEEDREAD	SAFEST	20	100	70	30	5	40	21394	21335	0.9972	3.3931	3.3949	0.0019	391659.0	390693.0	183.25
SPEEDREAD	SAFEST	20	100	70	30	5	45	21394	21380	0.9993	3.3931	3.398	0.0049	391659.0	391703.0	183.73
SPEEDREAD	SAFEST	20	100	70	30	5	50	21394	21380	0.9993	3.3931	3.398	0.0049	391659.0	391703.0	183.73
SPEEDREAD	SAFEST	20	100	50	50	1	35	21394	12227	0.5715	3.3931	3.3448	-0.0483	391659.0	223261.0	102.51
SPEEDREAD	SAFEST	20	100	50	50	1	40	21394	20855	0.9748	3.3931	3.3738	-0.0193	391659.0	380533.0	178.49
SPEEDREAD	SAFEST	20	100	50	50	1	45	21394	21276	0.9945	3.3931	3.389	-0.0041	391659.0	389207.0	182.55
SPEEDREAD	SAFEST	20	100	50	50	1	50	21394	21365	0.9986	3.3931	3.3987	0.0056	391659.0	391473.0	183.62
SPEEDREAD	SAFEST	20	100	50	50	3	35	21394	12073	0.5643	3.3931	3.3029	-0.0902	391659.0	219185.0	102.81
SPEEDREAD	SAFEST	20	100	50	50	3	40	21394	20888	0.9763	3.3931	3.373	-0.02	391659.0	381095.0	178.75
SPEEDREAD	SAFEST	20	100	50	50	3	45	21394	21285	0.9949	3.3931	3.3902	-0.0029	391659.0	389433.0	182.66
SPEEDREAD	SAFEST	20	100	50	50	3	50	21394	21367	0.9987	3.3931	3.3976	0.0045	391659.0	391421.0	179.72
SPEEDREAD	SAFEST	20	100	50	50	5	35	21394	11913	0.5568	3.3931	3.291	-0.1021	391659.0	215505.0	100.8
SPEEDREAD	SAFEST	20	100	50	50	5	40	21394	20902	0.977	3.3931	3.3716	-0.0215	391659.0	381171.0	177.78
