step_dist	max_levels	max_total_position	source_id	cycle_pf	n_cycles	win_rate	total_pnl_ticks	max_drawdown_ticks	sharpe	worst_cycle_dd	max_level_exposure_pct	tail_ratio	calmar_ratio	sortino_ratio	winning_session_pct	max_dd_duration_bars	bars_processed
1.0	1	16	bar_data_10sec_rot	0.0	7868	0.0	-135832.0	135830.0	-0.0193	79292.0	3.51	0.0	-1.0	-0.0193	0.0	78067	70200
1.0	1	0	bar_data_250vol_rot	0.0	411685	0.0	-19211463.0	19211468.0	-0.0104	2823208.0	2.47	0.15	-1.0	-0.0104	0.0	478223	66539
1.0	1	0	bar_data_250tick_rot	0.0	389271	0.0	-19484883.0	19484898.0	-0.0101	3035614.0	2.24	0.3397	-1.0	-0.0101	0.0	450355	61085
1.0	1	0	bar_data_10sec_rot	0.0	366434	0.0	-17970640.0	17970714.0	-0.0111	1685132.0	3.17	1.5498	-1.0	-0.0111	0.0	436633	70200
1.0	2	2	bar_data_250vol_rot	0.0	2238	0.0	-16848.0	16846.0	-0.036	9902.0	0.0	0.0	-1.0001	-0.036	0.0	68776	66539
1.0	2	2	bar_data_250tick_rot	0.0	2254	0.0	-17138.0	17136.0	-0.0361	10010.0	0.0	0.0	-1.0001	-0.0361	0.0	63338	61085
1.0	2	2	bar_data_10sec_rot	0.0	2164	0.0	-16232.0	16230.0	-0.0369	9452.0	0.0	0.0	-1.0001	-0.0369	0.0	72363	70200
1.0	2	4	bar_data_250vol_rot	0.0	3310	0.0	-33700.0	33698.0	-0.0309	18976.0	0.0	0.0	-1.0001	-0.0309	0.0	69848	66539
1.0	2	4	bar_data_250tick_rot	0.0	3534	0.0	-35786.0	35784.0	-0.0301	20008.0	0.0	0.0	-1.0001	-0.0301	0.0	64618	61085
1.0	2	4	bar_data_10sec_rot	0.0	3938	0.0	-35254.0	35252.0	-0.0301	18668.0	0.0	0.0	-1.0001	-0.0301	0.0	74137	70200
1.0	2	8	bar_data_250vol_rot	0.0	6626	0.0	-83368.0	83366.0	-0.0253	40484.0	8.74	0.0	-1.0	-0.0253	0.0	73164	66539
1.0	2	8	bar_data_250tick_rot	0.0	5326	0.0	-75824.0	75822.0	-0.0252	41300.0	9.09	0.0	-1.0	-0.0252	0.0	66410	61085
1.0	2	8	bar_data_10sec_rot	0.0	6014	0.0	-73484.0	73482.0	-0.0248	38172.0	7.0	0.0	-1.0	-0.0248	0.0	76213	70200
1.0	2	16	bar_data_250vol_rot	0.0	8794	0.0	-171456.0	171454.0	-0.0213	85836.0	2.32	0.0	-1.0	-0.0213	0.0	75332	66539
1.0	2	16	bar_data_250tick_rot	0.0	7606	0.0	-157596.0	157594.0	-0.0213	84780.0	2.2	0.0	-1.0	-0.0213	0.0	68690	61085
1.0	2	16	bar_data_10sec_rot	0.0	7868	0.0	-135832.0	135830.0	-0.0193	79292.0	2.33	0.0	-1.0	-0.0193	0.0	78067	70200
1.0	2	0	bar_data_250vol_rot	0.0	411685	0.0	-19211463.0	19211468.0	-0.0104	2823208.0	2.04	0.15	-1.0	-0.0104	0.0	478223	66539
1.0	2	0	bar_data_250tick_rot	0.0	389271	0.0	-19484883.0	19484898.0	-0.0101	3035614.0	1.98	0.3397	-1.0	-0.0101	0.0	450355	61085
1.0	2	0	bar_data_10sec_rot	0.0	366434	0.0	-17970640.0	17970714.0	-0.0111	1685132.0	1.92	1.5498	-1.0	-0.0111	0.0	436633	70200
1.0	3	4	bar_data_250vol_rot	0.0	3310	0.0	-33700.0	33698.0	-0.0309	18976.0	0.0	0.0	-1.0001	-0.0309	0.0	69848	66539
1.0	3	4	bar_data_250tick_rot	0.0	3534	0.0	-35786.0	35784.0	-0.0301	20008.0	0.0	0.0	-1.0001	-0.0301	0.0	64618	61085
1.0	3	4	bar_data_10sec_rot	0.0	3938	0.0	-35254.0	35252.0	-0.0301	18668.0	0.0	0.0	-1.0001	-0.0301	0.0	74137	70200
1.0	3	8	bar_data_250vol_rot	0.0	6626	0.0	-83368.0	83366.0	-0.0253	40484.0	0.0	0.0	-1.0	-0.0253	0.0	73164	66539
1.0	3	8	bar_data_250tick_rot	0.0	5326	0.0	-75824.0	75822.0	-0.0252	41300.0	0.0	0.0	-1.0	-0.0252	0.0	66410	61085
1.0	3	8	bar_data_10sec_rot	0.0	6014	0.0	-73484.0	73482.0	-0.0248	38172.0	0.0	0.0	-1.0	-0.0248	0.0	76213	70200
1.0	3	16	bar_data_250vol_rot	0.0	8794	0.0	-171456.0	171454.0	-0.0213	85836.0	6.7	0.0	-1.0	-0.0213	0.0	75332	66539
1.0	3	16	bar_data_250tick_rot	0.0	7606	0.0	-157596.0	157594.0	-0.0213	84780.0	6.68	0.0	-1.0	-0.0213	0.0	68690	61085
1.0	3	16	bar_data_10sec_rot	0.0	7868	0.0	-135832.0	135830.0	-0.0193	79292.0	3.57	0.0	-1.0	-0.0193	0.0	78067	70200
1.0	3	0	bar_data_250vol_rot	0.0	411685	0.0	-19211463.0	19211468.0	-0.0104	2823208.0	1.6	0.15	-1.0	-0.0104	0.0	478223	66539
1.0	3	0	bar_data_250tick_rot	0.0	389271	0.0	-19484883.0	19484898.0	-0.0101	3035614.0	1.62	0.3397	-1.0	-0.0101	0.0	450355	61085
1.0	3	0	bar_data_10sec_rot	0.0	366434	0.0	-17970640.0	17970714.0	-0.0111	1685132.0	1.22	1.5498	-1.0	-0.0111	0.0	436633	70200
1.0	4	4	bar_data_250vol_rot	0.0	3310	0.0	-33700.0	33698.0	-0.0309	18976.0	0.0	0.0	-1.0001	-0.0309	0.0	69848	66539
1.0	4	4	bar_data_250tick_rot	0.0	3534	0.0	-35786.0	35784.0	-0.0301	20008.0	0.0	0.0	-1.0001	-0.0301	0.0	64618	61085
1.0	4	4	bar_data_10sec_rot	0.0	3938	0.0	-35254.0	35252.0	-0.0301	18668.0	0.0	0.0	-1.0001	-0.0301	0.0	74137	70200
1.0	4	8	bar_data_250vol_rot	0.0	6626	0.0	-83368.0	83366.0	-0.0253	40484.0	0.0	0.0	-1.0	-0.0253	0.0	73164	66539
1.0	4	8	bar_data_250tick_rot	0.0	5326	0.0	-75824.0	75822.0	-0.0252	41300.0	0.0	0.0	-1.0	-0.0252	0.0	66410	61085
1.0	4	8	bar_data_10sec_rot	0.0	6014	0.0	-73484.0	73482.0	-0.0248	38172.0	0.0	0.0	-1.0	-0.0248	0.0	76213	70200
1.0	4	16	bar_data_250vol_rot	0.0	8794	0.0	-171456.0	171454.0	-0.0213	85836.0	0.0	0.0	-1.0	-0.0213	0.0	75332	66539
1.0	4	16	bar_data_250tick_rot	0.0	7606	0.0	-157596.0	157594.0	-0.0213	84780.0	0.0	0.0	-1.0	-0.0213	0.0	68690	61085
1.0	4	16	bar_data_10sec_rot	0.0	7868	0.0	-135832.0	135830.0	-0.0193	79292.0	0.0	0.0	-1.0	-0.0193	0.0	78067	70200
1.0	4	0	bar_data_250vol_rot	0.0	411685	0.0	-19211463.0	19211468.0	-0.0104	2823208.0	4.56	0.15	-1.0	-0.0104	0.0	478223	66539
1.0	4	0	bar_data_250tick_rot	0.0	389271	0.0	-19484883.0	19484898.0	-0.0101	3035614.0	4.74	0.3397	-1.0	-0.0101	0.0	450355	61085
1.0	4	0	bar_data_10sec_rot	0.0	366434	0.0	-17970640.0	17970714.0	-0.0111	1685132.0	2.69	1.5498	-1.0	-0.0111	0.0	436633	70200
1.0	5	4	bar_data_250vol_rot	0.0	3310	0.0	-33700.0	33698.0	-0.0309	18976.0	0.0	0.0	-1.0001	-0.0309	0.0	69848	66539
1.0	5	4	bar_data_250tick_rot	0.0	3534	0.0	-35786.0	35784.0	-0.0301	20008.0	0.0	0.0	-1.0001	-0.0301	0.0	64618	61085
1.0	5	4	bar_data_10sec_rot	0.0	3938	0.0	-35254.0	35252.0	-0.0301	18668.0	0.0	0.0	-1.0001	-0.0301	0.0	74137	70200
1.0	5	8	bar_data_250vol_rot	0.0	6626	0.0	-83368.0	83366.0	-0.0253	40484.0	0.0	0.0	-1.0	-0.0253	0.0	73164	66539
1.0	5	8	bar_data_250tick_rot	0.0	5326	0.0	-75824.0	75822.0	-0.0252	41300.0	0.0	0.0	-1.0	-0.0252	0.0	66410	61085
1.0	5	8	bar_data_10sec_rot	0.0	6014	0.0	-73484.0	73482.0	-0.0248	38172.0	0.0	0.0	-1.0	-0.0248	0.0	76213	70200
1.0	5	16	bar_data_250vol_rot	0.0	8794	0.0	-171456.0	171454.0	-0.0213	85836.0	0.0	0.0	-1.0	-0.0213	0.0	75332	66539
1.0	5	16	bar_data_250tick_rot	0.0	7606	0.0	-157596.0	157594.0	-0.0213	84780.0	0.0	0.0	-1.0	-0.0213	0.0	68690	61085
1.0	5	16	bar_data_10sec_rot	0.0	7868	0.0	-135832.0	135830.0	-0.0193	79292.0	0.0	0.0	-1.0	-0.0193	0.0	78067	70200
1.0	5	0	bar_data_250vol_rot	0.0	411685	0.0	-19211463.0	19211468.0	-0.0104	2823208.0	0.0	0.15	-1.0	-0.0104	0.0	478223	66539
1.0	5	0	bar_data_250tick_rot	0.0	389271	0.0	-19484883.0	19484898.0	-0.0101	3035614.0	0.0	0.3397	-1.0	-0.0101	0.0	450355	61085
1.0	5	0	bar_data_10sec_rot	0.0	366434	0.0	-17970640.0	17970714.0	-0.0111	1685132.0	0.0	1.5498	-1.0	-0.0111	0.0	436633	70200
1.5	1	1	bar_data_250vol_rot	0.0	1352	0.0	-4943.0	4943.0	-0.0272	4943.0	0.0	0.0	-1.0	0.0	0.0	67890	66539
1.5	1	1	bar_data_250tick_rot	0.0	1198	0.0	-4937.0	4937.0	-0.0289	4937.0	0.0	0.0	-1.0	0.0	0.0	62282	61085
1.5	1	1	bar_data_10sec_rot	0.0	1082	0.0	-4706.0	4706.0	-0.0304	4706.0	0.0	0.0	-1.0	0.0	0.0	71281	70200
1.5	1	2	bar_data_250vol_rot	0.0	2542	0.0	-12850.0	12850.0	-0.0253	10060.0	0.0	0.0	-1.0	-0.0109	0.0	69080	66539
1.5	1	2	bar_data_250tick_rot	0.0	2522	0.0	-13072.0	13072.0	-0.0259	10060.0	0.0	0.0	-1.0	-0.0116	0.0	63606	61085
1.5	1	2	bar_data_10sec_rot	0.0	2726	0.0	-12652.0	12652.0	-0.0252	9634.0	0.0	0.0	-1.0	-0.0108	0.0	72925	70200
1.5	1	4	bar_data_250vol_rot	0.0	4828	0.0	-32120.0	32120.0	-0.0222	20798.0	10.94	0.0	-1.0	-0.0092	0.0	71366	66539
1.5	1	4	bar_data_250tick_rot	0.0	5434	0.0	-32762.0	32762.0	-0.022	20198.0	10.66	0.0	-1.0	-0.0092	0.0	66518	61085
1.5	1	4	bar_data_10sec_rot	0.0	7824	0.0	-33710.0	33710.0	-0.021	18170.0	7.89	0.0	-1.0	-0.0087	0.0	78023	70200
1.5	1	8	bar_data_250vol_rot	0.0	8612	0.0	-76852.0	76852.0	-0.0198	41842.0	4.24	0.0	-1.0	-0.0082	0.0	75150	66539
1.5	1	8	bar_data_250tick_rot	0.0	7858	0.0	-72844.0	72844.0	-0.0198	41506.0	4.34	0.0	-1.0	-0.0081	0.0	68942	61085
1.5	1	8	bar_data_10sec_rot	0.0	9764	0.0	-68470.0	68470.0	-0.0167	41578.0	4.24	0.0	-1.0	-0.0069	0.0	79963	70200
1.5	1	16	bar_data_250vol_rot	0.0	14274	0.0	-159236.0	159236.0	-0.0155	85706.0	4.64	0.0	-1.0	-0.0065	0.0	80812	66539
1.5	1	16	bar_data_250tick_rot	0.0	26342	0.0	-182912.0	182912.0	-0.0187	60266.0	4.9	0.0	-1.0	-0.0078	0.0	87426	61085
1.5	1	16	bar_data_10sec_rot	0.0	15806	0.0	-100964.0	100964.0	-0.0146	54842.0	4.19	0.0	-1.0	-0.0061	0.0	86005	70200
1.5	1	0	bar_data_250vol_rot	0.0	331421	0.0	-9030337.0	9030348.0	-0.0086	1784496.0	3.83	0.4037	-1.0	-0.0034	0.0	397959	66539
1.5	1	0	bar_data_250tick_rot	0.0	312861	0.0	-9388963.0	9388980.0	-0.0081	2027400.0	3.74	0.5665	-1.0	-0.0032	0.0	373945	61085
1.5	1	0	bar_data_10sec_rot	0.0	280154	0.0	-9777536.0	9777612.0	-0.0103	1131810.0	3.88	2.1777	-1.0	-0.0041	0.0	350353	70200
1.5	2	2	bar_data_250vol_rot	0.0	2542	0.0	-12850.0	12850.0	-0.0253	10060.0	0.0	0.0	-1.0	-0.0109	0.0	69080	66539
1.5	2	2	bar_data_250tick_rot	0.0	2522	0.0	-13072.0	13072.0	-0.0259	10060.0	0.0	0.0	-1.0	-0.0116	0.0	63606	61085
1.5	2	2	bar_data_10sec_rot	0.0	2726	0.0	-12652.0	12652.0	-0.0252	9634.0	0.0	0.0	-1.0	-0.0108	0.0	72925	70200
1.5	2	4	bar_data_250vol_rot	0.0	4828	0.0	-32120.0	32120.0	-0.0222	20798.0	0.0	0.0	-1.0	-0.0092	0.0	71366	66539
1.5	2	4	bar_data_250tick_rot	0.0	5434	0.0	-32762.0	32762.0	-0.022	20198.0	0.0	0.0	-1.0	-0.0092	0.0	66518	61085
1.5	2	4	bar_data_10sec_rot	0.0	7824	0.0	-33710.0	33710.0	-0.021	18170.0	0.0	0.0	-1.0	-0.0087	0.0	78023	70200
1.5	2	8	bar_data_250vol_rot	0.0	8612	0.0	-76852.0	76852.0	-0.0198	41842.0	7.06	0.0	-1.0	-0.0082	0.0	75150	66539
1.5	2	8	bar_data_250tick_rot	0.0	7858	0.0	-72844.0	72844.0	-0.0198	41506.0	6.88	0.0	-1.0	-0.0081	0.0	68942	61085
1.5	2	8	bar_data_10sec_rot	0.0	9764	0.0	-68470.0	68470.0	-0.0167	41578.0	3.37	0.0	-1.0	-0.0069	0.0	79963	70200
1.5	2	16	bar_data_250vol_rot	0.0	14274	0.0	-159236.0	159236.0	-0.0155	85706.0	2.79	0.0	-1.0	-0.0065	0.0	80812	66539
1.5	2	16	bar_data_250tick_rot	0.0	26342	0.0	-182912.0	182912.0	-0.0187	60266.0	2.87	0.0	-1.0	-0.0078	0.0	87426	61085
1.5	2	16	bar_data_10sec_rot	0.0	15806	0.0	-100964.0	100964.0	-0.0146	54842.0	1.46	0.0	-1.0	-0.0061	0.0	86005	70200
1.5	2	0	bar_data_250vol_rot	0.0	331421	0.0	-9030337.0	9030348.0	-0.0086	1784496.0	2.64	0.4037	-1.0	-0.0034	0.0	397959	66539
1.5	2	0	bar_data_250tick_rot	0.0	312861	0.0	-9388963.0	9388980.0	-0.0081	2027400.0	2.61	0.5665	-1.0	-0.0032	0.0	373945	61085
1.5	2	0	bar_data_10sec_rot	0.0	280154	0.0	-9777536.0	9777612.0	-0.0103	1131810.0	1.87	2.1777	-1.0	-0.0041	0.0	350353	70200
1.5	3	4	bar_data_250vol_rot	0.0	4828	0.0	-32120.0	32120.0	-0.0222	20798.0	0.0	0.0	-1.0	-0.0092	0.0	71366	66539
1.5	3	4	bar_data_250tick_rot	0.0	5434	0.0	-32762.0	32762.0	-0.022	20198.0	0.0	0.0	-1.0	-0.0092	0.0	66518	61085
1.5	3	4	bar_data_10sec_rot	0.0	7824	0.0	-33710.0	33710.0	-0.021	18170.0	0.0	0.0	-1.0	-0.0087	0.0	78023	70200
1.5	3	8	bar_data_250vol_rot	0.0	8612	0.0	-76852.0	76852.0	-0.0198	41842.0	0.0	0.0	-1.0	-0.0082	0.0	75150	66539
1.5	3	8	bar_data_250tick_rot	0.0	7858	0.0	-72844.0	72844.0	-0.0198	41506.0	0.0	0.0	-1.0	-0.0081	0.0	68942	61085
1.5	3	8	bar_data_10sec_rot	0.0	9764	0.0	-68470.0	68470.0	-0.0167	41578.0	0.0	0.0	-1.0	-0.0069	0.0	79963	70200
1.5	3	16	bar_data_250vol_rot	0.0	14274	0.0	-159236.0	159236.0	-0.0155	85706.0	3.03	0.0	-1.0	-0.0065	0.0	80812	66539
1.5	3	16	bar_data_250tick_rot	0.0	26342	0.0	-182912.0	182912.0	-0.0187	60266.0	2.37	0.0	-1.0	-0.0078	0.0	87426	61085
1.5	3	16	bar_data_10sec_rot	0.0	15806	0.0	-100964.0	100964.0	-0.0146	54842.0	1.02	0.0	-1.0	-0.0061	0.0	86005	70200
1.5	3	0	bar_data_250vol_rot	0.0	331421	0.0	-9030337.0	9030348.0	-0.0086	1784496.0	1.63	0.4037	-1.0	-0.0034	0.0	397959	66539
1.5	3	0	bar_data_250tick_rot	0.0	312861	0.0	-9388963.0	9388980.0	-0.0081	2027400.0	1.69	0.5665	-1.0	-0.0032	0.0	373945	61085
1.5	3	0	bar_data_10sec_rot	0.0	280154	0.0	-9777536.0	9777612.0	-0.0103	1131810.0	1.0	2.1777	-1.0	-0.0041	0.0	350353	70200
1.5	4	4	bar_data_250vol_rot	0.0	4828	0.0	-32120.0	32120.0	-0.0222	20798.0	0.0	0.0	-1.0	-0.0092	0.0	71366	66539
1.5	4	4	bar_data_250tick_rot	0.0	5434	0.0	-32762.0	32762.0	-0.022	20198.0	0.0	0.0	-1.0	-0.0092	0.0	66518	61085
1.5	4	4	bar_data_10sec_rot	0.0	7824	0.0	-33710.0	33710.0	-0.021	18170.0	0.0	0.0	-1.0	-0.0087	0.0	78023	70200
1.5	4	8	bar_data_250vol_rot	0.0	8612	0.0	-76852.0	76852.0	-0.0198	41842.0	0.0	0.0	-1.0	-0.0082	0.0	75150	66539
1.5	4	8	bar_data_250tick_rot	0.0	7858	0.0	-72844.0	72844.0	-0.0198	41506.0	0.0	0.0	-1.0	-0.0081	0.0	68942	61085
1.5	4	8	bar_data_10sec_rot	0.0	9764	0.0	-68470.0	68470.0	-0.0167	41578.0	0.0	0.0	-1.0	-0.0069	0.0	79963	70200
1.5	4	16	bar_data_250vol_rot	0.0	14274	0.0	-159236.0	159236.0	-0.0155	85706.0	0.0	0.0	-1.0	-0.0065	0.0	80812	66539
1.5	4	16	bar_data_250tick_rot	0.0	26342	0.0	-182912.0	182912.0	-0.0187	60266.0	0.0	0.0	-1.0	-0.0078	0.0	87426	61085
1.5	4	16	bar_data_10sec_rot	0.0	15806	0.0	-100964.0	100964.0	-0.0146	54842.0	0.0	0.0	-1.0	-0.0061	0.0	86005	70200
1.5	4	0	bar_data_250vol_rot	0.0	331421	0.0	-9030337.0	9030348.0	-0.0086	1784496.0	2.62	0.4037	-1.0	-0.0034	0.0	397959	66539
1.5	4	0	bar_data_250tick_rot	0.0	312861	0.0	-9388963.0	9388980.0	-0.0081	2027400.0	2.82	0.5665	-1.0	-0.0032	0.0	373945	61085
1.5	4	0	bar_data_10sec_rot	0.0	280154	0.0	-9777536.0	9777612.0	-0.0103	1131810.0	1.58	2.1777	-1.0	-0.0041	0.0	350353	70200
1.5	5	4	bar_data_250vol_rot	0.0	4828	0.0	-32120.0	32120.0	-0.0222	20798.0	0.0	0.0	-1.0	-0.0092	0.0	71366	66539
1.5	5	4	bar_data_250tick_rot	0.0	5434	0.0	-32762.0	32762.0	-0.022	20198.0	0.0	0.0	-1.0	-0.0092	0.0	66518	61085
1.5	5	4	bar_data_10sec_rot	0.0	7824	0.0	-33710.0	33710.0	-0.021	18170.0	0.0	0.0	-1.0	-0.0087	0.0	78023	70200
1.5	5	8	bar_data_250vol_rot	0.0	8612	0.0	-76852.0	76852.0	-0.0198	41842.0	0.0	0.0	-1.0	-0.0082	0.0	75150	66539
1.5	5	8	bar_data_250tick_rot	0.0	7858	0.0	-72844.0	72844.0	-0.0198	41506.0	0.0	0.0	-1.0	-0.0081	0.0	68942	61085
1.5	5	8	bar_data_10sec_rot	0.0	9764	0.0	-68470.0	68470.0	-0.0167	41578.0	0.0	0.0	-1.0	-0.0069	0.0	79963	70200
1.5	5	16	bar_data_250vol_rot	0.0	14274	0.0	-159236.0	159236.0	-0.0155	85706.0	0.0	0.0	-1.0	-0.0065	0.0	80812	66539
1.5	5	16	bar_data_250tick_rot	0.0	26342	0.0	-182912.0	182912.0	-0.0187	60266.0	0.0	0.0	-1.0	-0.0078	0.0	87426	61085
1.5	5	16	bar_data_10sec_rot	0.0	15806	0.0	-100964.0	100964.0	-0.0146	54842.0	0.0	0.0	-1.0	-0.0061	0.0	86005	70200
1.5	5	0	bar_data_250vol_rot	0.0	331421	0.0	-9030337.0	9030348.0	-0.0086	1784496.0	0.0	0.4037	-1.0	-0.0034	0.0	397959	66539
1.5	5	0	bar_data_250tick_rot	0.0	312861	0.0	-9388963.0	9388980.0	-0.0081	2027400.0	0.0	0.5665	-1.0	-0.0032	0.0	373945	61085
1.5	5	0	bar_data_10sec_rot	0.0	280154	0.0	-9777536.0	9777612.0	-0.0103	1131810.0	0.0	2.1777	-1.0	-0.0041	0.0	350353	70200
2.0	1	1	bar_data_250vol_rot	0.5452	1348	0.9993	-2247.0	4941.0	-0.0124	4941.0	0.0	0.0004	-0.4548	0.0	93.33	15184	66539
2.0	1	1	bar_data_250tick_rot	0.4932	1218	0.9992	-2501.0	4935.0	-0.0145	4935.0	0.0	0.0004	-0.5068	0.0	93.33	13795	61085
2.0	1	1	bar_data_10sec_rot	0.4613	1086	0.9991	-2534.0	4704.0	-0.0163	4704.0	0.0	0.0004	-0.5387	0.0	92.31	17127	70200
2.0	1	2	bar_data_250vol_rot	0.4551	3482	0.8191	-6830.0	10018.0	-0.0116	10018.0	0.0	0.1005	-0.6818	-0.0049	93.33	15187	66539
2.0	1	2	bar_data_250tick_rot	0.3995	3012	0.8187	-7414.0	10166.0	-0.0133	10166.0	0.0	0.0885	-0.7293	-0.0057	93.33	13892	61085
2.0	1	2	bar_data_10sec_rot	0.411	2894	0.8217	-6816.0	9512.0	-0.0133	9512.0	0.0	0.0892	-0.7166	-0.0056	91.67	24910	70200
2.0	1	4	bar_data_250vol_rot	0.3453	6010	0.8275	-18862.0	19136.0	-0.0135	18028.0	9.22	0.072	-0.9857	-0.0056	15.38	67177	66539
2.0	1	4	bar_data_250tick_rot	0.3778	7924	0.8208	-21420.0	21498.0	-0.0123	19572.0	9.67	0.0825	-0.9964	-0.0052	6.25	65092	61085
2.0	1	4	bar_data_10sec_rot	0.3472	6484	0.8203	-20002.0	21078.0	-0.0123	20248.0	7.39	0.076	-0.949	-0.0052	30.77	65745	70200
2.0	1	8	bar_data_250vol_rot	0.2719	13126	0.8258	-58048.0	58066.0	-0.0121	41824.0	4.91	0.0573	-0.9997	-0.0051	0.0	79655	66539
2.0	1	8	bar_data_250tick_rot	0.458	25010	0.8217	-48636.0	48654.0	-0.0102	30128.0	4.9	0.0994	-0.9996	-0.0043	0.0	86085	61085
2.0	1	8	bar_data_10sec_rot	0.3522	15252	0.8225	-46146.0	46248.0	-0.0086	43192.0	4.33	0.076	-0.9978	-0.0036	0.0	81959	70200
2.0	1	16	bar_data_250vol_rot	0.432	62946	0.8212	-135912.0	135930.0	-0.011	49096.0	5.12	0.0941	-0.9999	-0.0047	0.0	129475	66539
2.0	1	16	bar_data_250tick_rot	0.2425	29274	0.822	-150340.0	150358.0	-0.0085	103016.0	5.14	0.0525	-0.9999	-0.0036	0.0	90349	61085
2.0	1	16	bar_data_10sec_rot	0.4346	45430	0.8247	-97484.0	97502.0	-0.0073	62456.0	4.31	0.0924	-0.9998	-0.0031	0.0	115619	70200
2.0	1	0	bar_data_250vol_rot	0.094	285961	0.8295	-4570921.0	4570950.0	-0.0063	1319632.0	4.54	0.0193	-1.0	-0.0026	0.0	352490	66539
2.0	1	0	bar_data_250tick_rot	0.0841	270780	0.8306	-4899005.0	4899023.0	-0.006	1551964.0	4.51	0.0172	-1.0	-0.0025	0.0	331855	61085
2.0	1	0	bar_data_10sec_rot	0.0584	221347	0.8338	-5951126.0	5951144.0	-0.0094	859408.0	4.17	0.0116	-1.0	-0.0038	0.0	291536	70200
2.0	2	2	bar_data_250vol_rot	0.4551	3482	0.8191	-6830.0	10018.0	-0.0116	10018.0	0.0	0.1005	-0.6818	-0.0049	93.33	15187	66539
2.0	2	2	bar_data_250tick_rot	0.3995	3012	0.8187	-7414.0	10166.0	-0.0133	10166.0	0.0	0.0885	-0.7293	-0.0057	93.33	13892	61085
2.0	2	2	bar_data_10sec_rot	0.411	2894	0.8217	-6816.0	9512.0	-0.0133	9512.0	0.0	0.0892	-0.7166	-0.0056	91.67	24910	70200
2.0	2	4	bar_data_250vol_rot	0.3453	6010	0.8275	-18862.0	19136.0	-0.0135	18028.0	0.0	0.072	-0.9857	-0.0056	15.38	67177	66539
2.0	2	4	bar_data_250tick_rot	0.3778	7924	0.8208	-21420.0	21498.0	-0.0123	19572.0	0.0	0.0825	-0.9964	-0.0052	6.25	65092	61085
2.0	2	4	bar_data_10sec_rot	0.3472	6484	0.8203	-20002.0	21078.0	-0.0123	20248.0	0.0	0.076	-0.949	-0.0052	30.77	65745	70200
2.0	2	8	bar_data_250vol_rot	0.2719	13126	0.8258	-58048.0	58066.0	-0.0121	41824.0	4.46	0.0573	-0.9997	-0.0051	0.0	79655	66539
2.0	2	8	bar_data_250tick_rot	0.458	25010	0.8217	-48636.0	48654.0	-0.0102	30128.0	3.01	0.0994	-0.9996	-0.0043	0.0	86085	61085
